SEQNOS,CHRIS_CODE,CAS_NUMBER,UN_NUMBER,AMOUNT_OF_MATERIAL,UNIT_OF_MEASURE,NAME_OF_MATERIAL,IF_REACHED_WATER,AMOUNT_IN_WATER,UNIT_OF_MEASURE_REACH_WATER
745981,OHY,000000-00-0,,3,GALLON(S),HYDRAULIC OIL (MIXED WITH FUEL OIL,YES,0,UNKNOWN AMOUNT
745982,TOL,000108-88-3,,5456,POUND(S),TOLUENE,NO,,
745983,GAS,000000-00-0,,10,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,10,GALLON(S)
745984,OTF,000000-00-0,,0.5,GALLON(S),"OIL, MISC: TRANSFORMER",NO,,
745984,PCB,000000-00-0,,0,UNKNOWN AMOUNT,POLYCHLORINATED BIPHENYLS,NO,,
745987,NTX,010102-43-9,,0,UNKNOWN AMOUNT,NITRIC OXIDE,NO,,
745988,SHD,001310-73-2,,300,GALLON(S),SODIUM HYDROXIDE,NO,,
745989,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL - TARBALLS,YES,0,UNKNOWN AMOUNT
745990,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL - TARBALLS,YES,0,UNKNOWN AMOUNT
745991,OTD,000000-00-0,,4000,GALLON(S),"OIL, FUEL: NO. 2-D",YES,4000,GALLON(S)
745992,BSS,000000-00-0,,0,UNKNOWN AMOUNT,BILGE SLOPS,YES,0,UNKNOWN AMOUNT
745994,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
745995,NCC,000000-00-0,,0,UNKNOWN AMOUNT,VARIOUS CHEMICAL COMMODITIES,UNKNOWN,0,UNKNOWN AMOUNT
745996,OTD,000000-00-0,,100,GALLON(S),"OIL, FUEL: NO. 2-D",NO,,
745998,OTD,000000-00-0,,0.5,GALLON(S),"OIL, FUEL: NO. 2-D",NO,,
745999,OTD,000000-00-0,,500,GALLON(S),"OIL, FUEL: NO. 2-D",NO,,
746000,NCC,000000-00-0,,10,POUND(S),NOX,NO,,
746000,SFD,000000-00-0,,500,POUND(S),SULFUR DIOXIDE,NO,,
746001,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
746002,MAR,000000-00-0,,1,EACH,DELCO S2000 BATTERY#08-027518,YES,1,EACH
746003,OIL,000000-00-0,,3.23,GALLON(S),OIL: CRUDE,YES,3.23,GALLON(S)
746004,OTD,000000-00-0,,25,GALLON(S),"OIL, FUEL: NO. 2-D",YES,0,UNKNOWN AMOUNT
746005,NCC,000000-00-0,,0,UNKNOWN AMOUNT,RAW SEWAGE,UNKNOWN,0,UNKNOWN AMOUNT
746006,NCC,000000-00-0,,0,UNKNOWN AMOUNT,PETROLEUM DISTILATE,NO,,
746007,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
746008,RAM,000000-00-0,,0,UNKNOWN AMOUNT,"RADIOACTIVE MATERIAL, LOW LEVEL",UNKNOWN,0,UNKNOWN AMOUNT
746009,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
746010,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
746011,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
746012,OTW,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2",YES,0,UNKNOWN AMOUNT
746013,OTD,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2-D",YES,0,UNKNOWN AMOUNT
746014,KRS,000000-00-0,,50,GALLON(S),KEROSENE,YES,50,GALLON(S)
746015,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
746017,ODS,000000-00-0,,100,GALLON(S),OIL: DIESEL,NO,,
746018,OTD,000000-00-0,,10,GALLON(S),"OIL, FUEL: NO. 2-D",UNKNOWN,0,UNKNOWN AMOUNT
746019,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
746021,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0,UNKNOWN AMOUNT
746023,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
746024,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
746025,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
746026,OHY,000000-00-0,,0,UNKNOWN AMOUNT,HYDRAULIC OIL,YES,0,UNKNOWN AMOUNT
746027,OTD,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2-D",YES,0,UNKNOWN AMOUNT
746029,NCC,000000-00-0,,0.19,GALLON(S),CONDENSATE,YES,0.19,GALLON(S)
746030,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
746031,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
746032,PNA,000079-09-4,,6000,POUND(S),PROPIONIC ACID,NO,,
746033,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
746034,NCC,000000-00-0,,0,UNKNOWN AMOUNT,SEWAGE,YES,0,UNKNOWN AMOUNT
746035,NCC,000000-00-0,,0,UNKNOWN AMOUNT,WASTE PRODUCT,NO,,
746036,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
746037,NCC,000000-00-0,,88.76,POUND(S),NITROGEN OXIDE,NO,,
746038,OIL,000000-00-0,,0.5,BARREL(S),OIL: CRUDE,YES,0.5,BARREL(S)
746039,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
746040,NCC,000000-00-0,,1,POUND(S),ASBESTOS,NO,,
746041,RAM,000000-00-0,,0,UNKNOWN AMOUNT,RADIOACTIVE MATERIAL,NO,,
746042,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
746043,OUN,000000-00-0,,0.5,GALLON(S),UNKNOWN OIL,YES,0.5,GALLON(S)
746044,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
746045,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
746048,GAS,000000-00-0,,1,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,1,GALLON(S)
746049,OTD,000000-00-0,,2,GALLON(S),"OIL, FUEL: NO. 2-D",YES,0,UNKNOWN AMOUNT
746050,OUN,000000-00-0,,30,GALLON(S),UNKNOWN OIL AND WATER,NO,,
746052,OHY,000000-00-0,,30,GALLON(S),HYDRAULIC OIL,NO,,
746055,OMT,000000-00-0,,5,GALLON(S),"OIL, MISC: MOTOR",YES,1,QUART(S)
746056,BNZ,000071-43-2,,11.5,POUND(S),BENZENE,NO,,
746057,NCC,000000-00-0,,0,UNKNOWN AMOUNT,OIL & GAS,NO,,
746057,NCC,000000-00-0,,0,UNKNOWN AMOUNT,FIRE DEBRIS,NO,,
746060,OTD,000000-00-0,,500,GALLON(S),"OIL, FUEL: NO. 2-D",NO,,
746061,OTD,000000-00-0,,20,GALLON(S),"OIL, FUEL: NO. 2-D",YES,20,GALLON(S)
746062,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
746065,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
746066,NCC,000000-00-0,,18,POUND(S),ASBESTOS,NO,,
746067,NCC,000000-00-0,,824,POUND(S),NITROGEN OXIDE,NO,,
746067,CMO,000000-00-0,,4198,POUND(S),CARBON MONOXIDE,NO,,
746067,BNZ,000071-43-2,,500,POUND(S),BENZENE,NO,,
746067,BDI,000000-00-0,,500,POUND(S),BUTADIENE,NO,,
746067,ETL,000000-00-0,,2500,POUND(S),ETHYLENE,NO,,
746067,PPL,000000-00-0,,500,POUND(S),PROPYLENE,NO,,
746068,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
746069,NCC,000000-00-0,,0,UNKNOWN AMOUNT,FOO6 LISTED HAZARDOUS WASTE,NO,,
746070,ODS,000000-00-0,,5,GALLON(S),OIL: DIESEL,YES,5,GALLON(S)
746071,OIL,000000-00-0,,5,BARREL(S),OIL: CRUDE,YES,0,UNKNOWN AMOUNT
746072,OIL,000000-00-0,,0,UNKNOWN AMOUNT,OIL: CRUDE,NO,,
746073,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
746074,OMN,000000-00-0,,180,GALLON(S),"OIL, MISC: MINERAL",NO,,
746075,ODS,000000-00-0,,50,GALLON(S),OIL: DIESEL,NO,,
746076,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
746077,MAR,000000-00-0,,2,EACH,"12V DELCO #08-019046, #08-019047",YES,2,EACH
746078,NCC,000000-00-0,,0,UNKNOWN AMOUNT,VOC,NO,,
746078,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NITROGEN OXIDE,NO,,
746078,CMO,000000-00-0,,0,UNKNOWN AMOUNT,CARBON MONOXIDE,NO,,
746078,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
746079,NCC,000000-00-0,,440,GALLON(S),NON-HAZARDOUS WASTE WATER (PHENOL & FORMALDEHYDE),UNKNOWN,0,UNKNOWN AMOUNT
746080,OHY,000000-00-0,,3,TABLESPOON(S),HYDRAULIC OIL,YES,3,TABLESPOON(S)
746081,OHY,000000-00-0,,10,GALLON(S),HYDRAULIC OIL,YES,10,GALLON(S)
746082,SFD,000000-00-0,,37,POUND(S),SULFUR DIOXIDE,NO,,
746083,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
746084,OTF,000000-00-0,,60,GALLON(S),"OIL, MISC: TRANSFORMER",NO,,
746085,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NITROGEN OXIDE,NO,,
746086,OSX,000000-00-0,,2,GALLON(S),"OIL, FUEL: NO. 6",YES,2,GALLON(S)
746088,OMT,000000-00-0,,4,QUART(S),"OIL, MISC: MOTOR",NO,,
746089,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
746092,OOD,000000-00-0,,1,GALLON(S),"OIL, FUEL: NO. 1-D",YES,1,GALLON(S)
746093,OTD,000000-00-0,,0.5,GALLON(S),"OIL, FUEL: NO. 2-D",YES,0.5,GALLON(S)
746094,OTD,000000-00-0,,90,GALLON(S),"OIL, FUEL: NO. 2-D",NO,,
746095,NCC,000000-00-0,,120,POUND(S),KO51,NO,,
746096,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
746097,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
746098,NCC,000000-00-0,,125,POUND(S),HYDRO CARBONS,NO,,
746099,MAR,000000-00-0,,0,UNKNOWN AMOUNT,SECONDARY BATTERY - SERIAL NUMBER 08-018765,YES,0,UNKNOWN AMOUNT
746100,OTD,000000-00-0,,30,GALLON(S),"OIL, FUEL: NO. 2-D",NO,,
746101,AMA,007664-41-7,,600,POUND(S),"AMMONIA, ANHYDROUS",NO,,
746102,OHY,000000-00-0,,0,UNKNOWN AMOUNT,HYDRAULIC OIL,YES,0,UNKNOWN AMOUNT
746103,EGL,000107-21-1,,5746,GALLON(S),30% ETHYLENE GLYCOL 70% WATER MIXTURE,YES,5746,GALLON(S)
746104,ONG,000000-00-0,,106,CUBIC FEET,NATURAL GAS,NO,,
746105,RFG,000000-00-0,,2,POUND(S),REFRIGERANT GASES,NO,,
746107,CRB,000000-00-0,,24011,POUND(S),CHLOROBENZENE,NO,,
746108,ODS,000000-00-0,,5,GALLON(S),OIL: DIESEL,YES,5,GALLON(S)
746109,OMT,000000-00-0,,6,GALLON(S),"OIL, MISC: MOTOR",YES,6,GALLON(S)
746110,NTX,010102-43-9,,10,POUND(S),NITRIC OXIDE,NO,,
746111,NCC,000000-00-0,,0,UNKNOWN AMOUNT,PACKING GREASE,YES,0,UNKNOWN AMOUNT
746112,HCL,007647-01-0,,6,LITER(S),HYDROCHLORIC ACID,NO,,
746113,OUN,000000-00-0,,1,GALLON(S),UNKNOWN OIL,YES,1,GALLON(S)
746114,NCC,000000-00-0,,0,UNKNOWN AMOUNT,CAUSTIC,YES,0,UNKNOWN AMOUNT
746115,NCC,000000-00-0,,33.5,POUND(S),NITROGEN OXIDE,NO,,
746116,ODS,000000-00-0,,5,GALLON(S),OIL: DIESEL,NO,5,GALLON(S)
746117,OMN,000000-00-0,,15,GALLON(S),"OIL, MISC: MINERAL",YES,1,GALLON(S)
746117,PCB,000000-00-0,,7.7,PART(S) PER MILLION,POLYCHLORINATED BIPHENYLS,YES,0,UNKNOWN AMOUNT
746118,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
746119,EGL,000107-21-1,,0,UNKNOWN AMOUNT,ETHYLENE GLYCOL (FREON),NO,,
746120,NCC,000000-00-0,,0,UNKNOWN AMOUNT,PAINT,YES,0,UNKNOWN AMOUNT
746122,BDI,000000-00-0,,0,UNKNOWN AMOUNT,BUTADIENE,NO,,
746123,ODS,000000-00-0,,100,GALLON(S),OIL: DIESEL,NO,,
746124,OLB,000000-00-0,,250,GALLON(S),"OIL, MISC: LUBRICATING",NO,,
746125,OTW,000000-00-0,,150,GALLON(S),"OIL, FUEL: NO. 2",UNKNOWN,0,UNKNOWN AMOUNT
746126,NCC,000000-00-0,,20,GALLON(S),COOLENT (USED IN MACHINING OPERATIONS),YES,20,GALLON(S)
746132,JPE,000000-00-0,,10,GALLON(S),JET FUEL: JP-8,YES,0,UNKNOWN AMOUNT
746133,OTF,000000-00-0,,20,GALLON(S),"OIL, MISC: TRANSFORMER",YES,20,GALLON(S)
746135,RFG,000000-00-0,,26,POUND(S),REFRIGERANT GASES,NO,,
746136,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
746136,OTH,000000-00-0,,0,UNKNOWN AMOUNT,TRANSMISSION FLUID,NO,,
746136,EGL,000107-21-1,,0,UNKNOWN AMOUNT,ETHYLENE GLYCOL,NO,,
746138,AAC,000064-19-7,,5,GALLON(S),ACETIC ACID,NO,,
746139,OTD,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2-D",NO,,
746140,SHD,001310-73-2,,3135,POUND(S),SODIUM HYDROXIDE,NO,,
746141,OTH,000000-00-0,,5000,GALLON(S),AVIATION FUEL,UNKNOWN,,
746142,SHC,007681-52-9,,1500,GALLON(S),SODIUM HYPOCHLORITE,NO,,
746143,OTW,000000-00-0,,275,GALLON(S),"OIL, FUEL: NO. 2",YES,0,UNKNOWN AMOUNT
746145,NCC,000000-00-0,,3,GALLON(S),NON-HAZARDOUS CAR WASH SOAP,YES,3,GALLON(S)
746146,OHY,000000-00-0,,1,GALLON(S),HYDRAULIC OIL,YES,1,GALLON(S)
746147,NCC,000000-00-0,,10,POUND(S),NITROGEN OXIDE,NO,,
746148,OTF,000000-00-0,,600,GALLON(S),"OIL, MISC: TRANSFORMER",NO,,
746149,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
746150,VCM,000075-01-4,,1,POUND(S),VINYL CHLORIDE,NO,,
746151,OUN,000000-00-0,,1,PINT(S),UNKNOWN OIL,YES,1,PINT(S)
746152,ODS,000000-00-0,,2,GALLON(S),OIL: DIESEL,YES,2,GALLON(S)
746153,OTF,000000-00-0,,2,GALLON(S),"OIL, MISC: TRANSFORMER (NON-PCB)",UNKNOWN,0,UNKNOWN AMOUNT
746154,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
746156,ODS,000000-00-0,,150,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
746157,OTD,000000-00-0,,1,GALLON(S),"OIL, FUEL: NO. 2-D",YES,1,GALLON(S)
746158,SHD,001310-73-2,,50,BARREL(S),SODIUM HYDROXIDE,YES,50,BARREL(S)
746159,NCC,000000-00-0,,1700,BARREL(S),PRODUCED WATER,YES,300,BARREL(S)
746160,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
746161,MAR,000000-00-0,,1,EACH,DELCO #08-027600,YES,1,EACH
746162,OLB,000000-00-0,,2,GALLON(S),"OIL, MISC: LUBRICATING",YES,2,GALLON(S)
746163,NCC,000000-00-0,,12,POUND(S),NITROGEN OXIDE,NO,,
746164,ODS,000000-00-0,,100,GALLON(S),OIL: DIESEL,NO,,
746165,PPL,000000-00-0,,150,POUND(S),PROPYLENE,NO,,
746165,NCC,000000-00-0,,50,POUND(S),NITROGEN OXIDE,NO,,
746165,NCC,000000-00-0,,20,POUND(S),NITROGEN DIOXIDE,NO,,
746165,PRP,000000-00-0,,6000,POUND(S),PROPANE,NO,,
746167,OIL,000000-00-0,,100,GALLON(S),OIL: CRUDE,NO,,
746168,NOX,010544-72-6,,10,POUND(S),NITROGEN TETROXIDE,NO,,
746169,AMA,007664-41-7,,100,POUND(S),"AMMONIA, ANHYDROUS",NO,,
746172,NCC,000000-00-0,,0,UNKNOWN AMOUNT,RAW SEWAGE MIXED WITH RAINWATER,YES,0,UNKNOWN AMOUNT
746173,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
746174,OSX,000000-00-0,,2,GALLON(S),"OIL, FUEL: NO. 6",YES,2,GALLON(S)
746175,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
746176,OTD,000000-00-0,,50,GALLON(S),"OIL, FUEL: NO. 2-D",YES,50,GALLON(S)
746178,OTH,000000-00-0,,0,UNKNOWN AMOUNT,OTHER OIL - PETROLEUM DISTILLATES,NO,,
746180,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS  (POTENTIAL RELEASE),NO,,
746181,AMA,007664-41-7,,0.8,POUND(S),"AMMONIA, ANHYDROUS",NO,,
746182,OSX,000000-00-0,,100,GALLON(S),"OIL, FUEL: NO. 6",NO,,
746184,NTX,010102-43-9,,0,UNKNOWN AMOUNT,NITRIC OXIDE,NO,,
746185,NCC,000000-00-0,,2,POUND(S),NITROGEN DIOXIDE,NO,,
746185,CMO,000000-00-0,,55,POUND(S),CARBON MONOXIDE,NO,,
746185,BDI,000000-00-0,,150,POUND(S),BUTADIENE,NO,,
746185,NCC,000000-00-0,,8,POUND(S),NITROGEN MONOXIDE,NO,,
746187,OHY,000000-00-0,,3,CUP(S),HYDRAULIC OIL / LUBRICATING OIL,YES,1,CUP(S)
746188,HDS,007783-06-4,,1259,POUND(S),HYDROGEN SULFIDE,NO,,
746188,NCC,000000-00-0,,44,POUND(S),NITROGEN OXIDES,NO,,
746188,NCC,000000-00-0,,6,POUND(S),NITROGEN DIOXIDES,NO,,
746189,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
746190,NCC,000000-00-0,,15000,POUND(S),LIQUID DEXTROSE SUGAR,YES,0,UNKNOWN AMOUNT
746191,OTH,000000-00-0,,1.5,GALLON(S),HOIST OIL,NO,,
746192,OTW,000000-00-0,,1,QUART(S),"OIL, FUEL: NO. 2",NO,,
746193,DPG,000000-00-0,,1500,GALLON(S),DIPROPYLENE GLYCOL,YES,1500,GALLON(S)
746194,OIL,000000-00-0,,1000,BARREL(S),OIL: CRUDE,YES,800,BARREL(S)
746195,OHY,000000-00-0,,1,GALLON(S),HYDRAULIC OIL,YES,1,GALLON(S)
746196,OTW,000000-00-0,,1,CUP(S),"OIL, FUEL: NO. 2",NO,,
