SEQNOS,CHRIS_CODE,CAS_NUMBER,UN_NUMBER,AMOUNT_OF_MATERIAL,UNIT_OF_MEASURE,NAME_OF_MATERIAL,IF_REACHED_WATER,AMOUNT_IN_WATER,UNIT_OF_MEASURE_REACH_WATER
1167620,NCC,000000-00-0,,0,UNKNOWN AMOUNT,STAIN & SOLVENT CHEMICALS,NO,,
1167621,GAS,000000-00-0,,3,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),UNKNOWN,3,GALLON(S)
1167622,OIL,000000-00-0,,0.125,GALLON(S),OIL: CRUDE,YES,0.125,GALLON(S)
1167623,OHY,000000-00-0,,30,GALLON(S),HYDRAULIC OIL,YES,0,UNKNOWN AMOUNT
1167624,ONG,000000-00-0,,16.7,MIL CBF,NATURAL GAS,NO,,
1167625,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1167626,NCC,000000-00-0,,0,UNKNOWN AMOUNT,LIME SLUDGE,YES,0,UNKNOWN AMOUNT
1167629,OTW,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2",NO,,
1167629,OHY,000000-00-0,,0,UNKNOWN AMOUNT,HYDRAULIC OIL,UNKNOWN,0,UNKNOWN AMOUNT
1167632,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
1167633,GAS,000000-00-0,,100,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
1167635,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167636,OMN,000000-00-0,,20,GALLON(S),"OIL, MISC: MINERAL",YES,15,GALLON(S)
1167637,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167638,SFA,007664-93-9,,5,GALLON(S),SULFURIC ACID,YES,3,GALLON(S)
1167640,ETL,000000-00-0,,0,UNKNOWN AMOUNT,ETHYLENE,NO,,
1167640,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NITROGEN OXIDE,NO,,
1167641,OTH,000000-00-0,,15,POUND(S),COMPRESSOR OIL,YES,15,POUND(S)
1167642,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167643,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
1167645,GAS,000000-00-0,,10,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1167646,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167646,NCC,000000-00-0,,0,UNKNOWN AMOUNT,VARIOUS CHEMICALS MIXED WITH WATER-RUN OFF,YES,0,UNKNOWN AMOUNT
1167648,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167650,ODS,000000-00-0,,500,GALLON(S),OIL: DIESEL,YES,500,GALLON(S)
1167651,ODS,000000-00-0,,50,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1167653,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167654,OTW,000000-00-0,,50,GALLON(S),"OIL, FUEL: NO. 2",NO,,
1167655,AMA,007664-41-7,,758,POUND(S),"AMMONIA, ANHYDROUS",NO,,
1167658,CLX,007782-50-5,,0,UNKNOWN AMOUNT,CHLORINE,NO,,
1167659,CLX,007782-50-5,,60,POUND(S),CHLORINE GAS,NO,,
1167660,ASP,000000-00-0,,0,UNKNOWN AMOUNT,ASPHALT,YES,0,UNKNOWN AMOUNT
1167661,ODS,000000-00-0,,0.5,GALLON(S),OIL: DIESEL,YES,0.25,GALLON(S)
1167662,NCC,000000-00-0,,0,UNKNOWN AMOUNT,RAW SEWAGE,YES,0,UNKNOWN AMOUNT
1167663,NCC,000000-00-0,,0,UNKNOWN AMOUNT,RAW SEWAGE,YES,0,UNKNOWN AMOUNT
1167663,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN CHEMICALS,UNKNOWN,0,UNKNOWN AMOUNT
1167664,UNK,000000-00-0,,1,GALLON(S),UNKNOWN MATERIAL,NO,,
1167665,EGL,000107-21-1,,15,GALLON(S),ETHYLENE GLYCOL,YES,0,UNKNOWN AMOUNT
1167667,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1167668,CWD,000000-00-0,,500,GALLON(S),"CREOSOTE, WOOD (UN3082)",NO,,
1167669,ODS,000000-00-0,,30,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1167670,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
1167672,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167673,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167674,OTH,000000-00-0,,0.2,GALLON(S),OILY STORM WATER,YES,0.2,GALLON(S)
1167675,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1167676,OUN,000000-00-0,,169,GALLON(S),UNKNOWN OIL,YES,169,GALLON(S)
1167677,OMT,000000-00-0,,3,OUNCE(S),"OIL, MISC: MOTOR",YES,3,OUNCE(S)
1167678,OHY,000000-00-0,,2,OUNCE(S),HYDRAULIC OIL,YES,2,OUNCE(S)
1167679,DRM,000000-00-0,,1100,BARREL(S),WATER BASED MUD DRILL CUTTINGS,NO,,
1167679,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
1167681,OUN,000000-00-0,,0,UNKNOWN AMOUNT,TAR BALLS,YES,0,UNKNOWN AMOUNT
1167682,ODS,000000-00-0,,100,GALLON(S),OIL: DIESEL,YES,100,GALLON(S)
1167683,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167684,VCM,000075-01-4,,251.3,POUND(S),VINYL CHLORIDE MONOMER,NO,,
1167686,OHY,000000-00-0,,3,LITER(S),HYDRAULIC OIL,NO,,
1167687,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0,UNKNOWN AMOUNT
1167688,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1167689,OHY,000000-00-0,,10,GALLON(S),HYDRAULIC OIL,YES,1,GALLON(S)
1167690,AMA,007664-41-7,,1324,POUND(S),"AMMONIA, ANHYDROUS",NO,,
1167691,OHY,000000-00-0,,5,GALLON(S),HYDRAULIC OIL,YES,5,GALLON(S)
1167693,NCC,000000-00-0,,5,OUNCE(S),PAINT,YES,0,UNKNOWN AMOUNT
1167694,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167696,OTF,000000-00-0,,8,GALLON(S),"OIL, MISC: TRANSFORMER",YES,1,GALLON(S)
1167696,PCB,000000-00-0,,0,UNKNOWN AMOUNT,POLYCHLORINATED BIPHENYLS,UNKNOWN,0,UNKNOWN AMOUNT
1167697,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167698,OMT,000000-00-0,,0.25,CUP(S),"OIL, MISC: MOTOR",YES,0.25,CUP(S)
1167699,OTH,000000-00-0,,0,UNKNOWN AMOUNT,OILY WATER,UNKNOWN,0,UNKNOWN AMOUNT
1167700,GAS,000000-00-0,,330,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),UNKNOWN,330,GALLON(S)
1167703,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
1167704,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
1167706,OIL,000000-00-0,,139.94,GALLON(S),OIL: CRUDE,YES,139.94,GALLON(S)
1167708,OTW,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2",NO,,
1167709,NCC,000000-00-0,,0,UNKNOWN AMOUNT,METAL CLEANING CHEMICALS,NO,,
1167709,NCC,000000-00-0,,0,UNKNOWN AMOUNT,GALVANIZATION PROCESS FUMES,NO,,
1167710,OSX,000000-00-0,,100,GALLON(S),"OIL, FUEL: NO. 6",NO,,
1167711,OTF,000000-00-0,,50,GALLON(S),"OIL, MISC: TRANSFORMER",NO,,
1167711,PCB,000000-00-0,,0,UNKNOWN AMOUNT,POLYCHLORINATED BIPHENYLS,NO,,
1167712,OMT,000000-00-0,,12,GALLON(S),"OIL, MISC: MOTOR",YES,0,UNKNOWN AMOUNT
1167713,JPV,000000-00-0,,1,CUP(S),"JET FUEL: JP-5 (KEROSENE, HEAVY)",YES,1,CUP(S)
1167714,OIL,000000-00-0,,0,UNKNOWN AMOUNT,OIL: CRUDE,UNKNOWN,0,UNKNOWN AMOUNT
1167715,NCC,000000-00-0,,4,BARREL(S),BRINE WATER,NO,,
1167716,ODS,000000-00-0,,20,GALLON(S),OIL: DIESEL,YES,2,GALLON(S)
1167717,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167718,PRP,000000-00-0,,0,UNKNOWN AMOUNT,PROPANE,NO,,
1167719,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167720,ETL,000000-00-0,,0,UNKNOWN AMOUNT,ETHYLENE,NO,,
1167721,OTH,000000-00-0,,100,BARREL(S),PRODUCED OIL AND WATER,NO,,
1167722,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
1167723,OIL,000000-00-0,,3,BARREL(S),OIL: CRUDE,YES,0.5,BARREL(S)
1167724,AMA,007664-41-7,,100,POUND(S),"AMMONIA, ANHYDROUS",NO,,
1167725,OUN,000000-00-0,,1,GALLON(S),UNKNOWN OIL,YES,1,GALLON(S)
1167726,OLB,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: LUBRICATING",YES,0,UNKNOWN AMOUNT
1167727,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1167728,HDC,000000-00-0,,0,UNKNOWN AMOUNT,HYDROGEN CHLORIDE,NO,,
1167728,CRF,000000-00-0,,0,UNKNOWN AMOUNT,CHLOROFORM,NO,,
1167729,OHY,000000-00-0,,200,GALLON(S),5% HYDRAULIC OIL AND WATER MIXTURE,YES,0,UNKNOWN AMOUNT
1167730,OMN,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MINERAL",YES,0,UNKNOWN AMOUNT
1167731,GAS,000000-00-0,,9,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1167732,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1167733,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1167734,OOD,000000-00-0,,20,GALLON(S),"OIL, FUEL: NO. 1-D",NO,,
1167737,OLB,000000-00-0,,1,CUP(S),"OIL, MISC: LUBRICATING",YES,1,CUP(S)
1167738,ODS,000000-00-0,,75,GALLON(S),OIL: DIESEL,YES,75,GALLON(S)
1167740,ODS,000000-00-0,,283,GALLON(S),OIL: DIESEL,UNKNOWN,0,UNKNOWN AMOUNT
1167741,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1167743,ODS,000000-00-0,,10,GALLON(S),OIL: DIESEL,YES,10,GALLON(S)
1167744,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167745,OTW,000000-00-0,,0.5,GALLON(S),"OIL, FUEL: NO. 2",NO,,
1167748,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
1167749,OHY,000000-00-0,,1,GALLON(S),HYDRAULIC OIL,YES,1,GALLON(S)
1167750,PRP,000000-00-0,,200,GALLON(S),PROPANE,NO,,
1167751,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167752,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167753,JPV,000000-00-0,,20,GALLON(S),"JET FUEL: JP-5 (KEROSENE, HEAVY)",NO,,
1167754,ODS,000000-00-0,,30,GALLON(S),OIL: DIESEL,YES,30,GALLON(S)
1167755,ODS,000000-00-0,,0.5,GALLON(S),OIL: DIESEL,YES,0.5,GALLON(S)
1167757,OHY,000000-00-0,,50,GALLON(S),HYDRAULIC OIL,YES,20,GALLON(S)
1167758,OUN,000000-00-0,,5,GALLON(S),UNKNOWN OIL,YES,5,GALLON(S)
1167759,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
1167761,OHY,000000-00-0,,110,GALLON(S),HYDRAULIC OIL,NO,,
1167763,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167764,OMT,000000-00-0,,7.4,QUART(S),"OIL, MISC: MOTOR",YES,7.4,QUART(S)
1167765,OHY,000000-00-0,,300,GALLON(S),HYDRAULIC OIL,YES,0,UNKNOWN AMOUNT
1167766,OLB,000000-00-0,,7,GALLON(S),"OIL, MISC: LUBRICATING",NO,,
1167767,NCC,000000-00-0,,0,UNKNOWN AMOUNT,SODIUM PERMANGANATE,NO,,
1167768,ODS,000000-00-0,,2000,GALLON(S),OIL: DIESEL,NO,,
1167769,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
1167770,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
1167771,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167772,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167774,OTF,000000-00-0,,25,GALLON(S),"OIL, MISC: TRANSFORMER",YES,10,GALLON(S)
1167775,NCC,000000-00-0,,100,GALLON(S),WATER AND SOAP MIXTURE,YES,100,GALLON(S)
1167776,OLB,000000-00-0,,1,QUART(S),"OIL, MISC: LUBRICATING",NO,,
1167777,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167778,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
1167779,OHY,000000-00-0,,6,DROP(S),HYDRAULIC OIL,YES,6,DROP(S)
1167780,ODS,000000-00-0,,150,GALLON(S),OIL: DIESEL,UNKNOWN,0,UNKNOWN AMOUNT
1167781,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167782,OHY,000000-00-0,,1,TABLESPOON(S),HYDRAULIC OIL,YES,1,TABLESPOON(S)
1167783,ODS,000000-00-0,,4,GALLON(S),OIL: DIESEL,NO,,
1167784,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167785,OHY,000000-00-0,,1,GALLON(S),HYDRAULIC OIL,YES,1,GALLON(S)
1167787,NCC,000000-00-0,,50,GALLON(S),RAW SEWAGE,YES,0,UNKNOWN AMOUNT
1167788,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167789,GAS,000000-00-0,,10,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,10,GALLON(S)
1167790,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
1167791,AMA,007664-41-7,,125,POUND(S),"AMMONIA, ANHYDROUS",NO,,
1167792,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167793,NCC,000000-00-0,,20,GALLON(S),PARACHLOROBENZOTRIFLUORIDE (UN2234),NO,,
1167794,OTH,000000-00-0,,3.15,BARREL(S),CONDENSATE,YES,3.15,BARREL(S)
1167795,CLX,007782-50-5,,0,UNKNOWN AMOUNT,CHLORINE,NO,,
1167799,NCC,000000-00-0,,0,UNKNOWN AMOUNT,BLUE LACE DYE (WATER SOLUBLE DYE/NON-HAZARDOUS),YES,0,UNKNOWN AMOUNT
1167801,OHY,000000-00-0,,0.25,CUP(S),HYDRAULIC OIL,YES,0.25,CUP(S)
1167802,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167803,EGL,000107-21-1,,2,GALLON(S),ANTIFREEZE,NO,0,UNKNOWN AMOUNT
1167804,BDI,000000-00-0,,0,UNKNOWN AMOUNT,BUTADIENE,NO,,
1167804,ACN,000107-13-1,,0,UNKNOWN AMOUNT,ACRYLONITRILE,NO,,
1167805,NCC,000000-00-0,,200,GALLON(S),WATER TREATMENT PLANT RESIDUAL WATER,NO,,
1167806,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL (MIXED WITH MOTOR OIL),YES,0,UNKNOWN AMOUNT
1167807,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1167808,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1167809,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
1167811,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167812,OTF,000000-00-0,,30,GALLON(S),"OIL, MISC: TRANSFORMER",NO,0,UNKNOWN AMOUNT
1167814,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167815,ODS,000000-00-0,,300,GALLON(S),OIL: DIESEL,YES,300,GALLON(S)
1167816,GAS,000000-00-0,,13,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
1167817,OTD,000000-00-0,,1,GALLON(S),DIESEL # 2 MIXED WITH WATER,YES,1,GALLON(S)
1167818,OCT,000000-00-0,,5,GALLON(S),"OIL, MISC: COAL TAR",YES,3,GALLON(S)
1167821,GAS,000000-00-0,,1,CUP(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,1,CUP(S)
1167822,PCB,000000-00-0,,0,UNKNOWN AMOUNT,POLYCHLORINATED BIPHENYLS,UNKNOWN,0,UNKNOWN AMOUNT
1167822,OTF,000000-00-0,,40,GALLON(S),"OIL, MISC: TRANSFORMER",YES,40,GALLON(S)
1167825,OTH,000000-00-0,,1800,BARREL(S),OTHER OIL (MIXTURE OF GASOLINE AND DIESEL FUEL),NO,,
1167826,ODS,000000-00-0,,30,BARREL(S),OIL: DIESEL,NO,,
1167827,OTW,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2",UNKNOWN,0,UNKNOWN AMOUNT
1167829,ODS,000000-00-0,,30,GALLON(S),OIL: DIESEL,NO,,
1167830,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
1167831,GAS,000000-00-0,,5,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,5,GALLON(S)
1167832,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
1167833,NCC,000000-00-0,,0,UNKNOWN AMOUNT,AMINES,NO,,
1167834,OLB,000000-00-0,,1,OUNCE(S),"OIL, MISC: LUBRICATING",NO,,
1167835,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1167836,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
1167837,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167838,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167839,VCM,000075-01-4,,1,POUND(S),VINYL CHLORIDE,NO,,
1167840,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167841,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167843,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167844,OWA,000000-00-0,,5,GALLON(S),OILY WATER,NO,,
1167845,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167846,OMT,000000-00-0,,12,GALLON(S),"OIL, MISC: MOTOR",NO,,
1167848,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167849,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0,UNKNOWN AMOUNT
1167850,ETA,000141-78-6,,6000,POUND(S),ETHYL ACETATE,NO,,
1167852,ODS,000000-00-0,,300,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1167853,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
1167854,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
1167854,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1167856,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167857,HCL,007647-01-0,,0,UNKNOWN AMOUNT,HYDROCHLORIC ACID,NO,,
1167858,ODS,000000-00-0,,30,GALLON(S),OIL: DIESEL,NO,,
1167859,OIL,000000-00-0,,0,UNKNOWN AMOUNT,OIL: CRUDE,YES,0,UNKNOWN AMOUNT
1167860,ODS,000000-00-0,,5,GALLON(S),OIL: DIESEL,YES,2,GALLON(S)
1167861,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167862,ODS,000000-00-0,,5,GALLON(S),OIL: DIESEL,YES,0.5,GALLON(S)
1167863,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1167864,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1167865,OIL,000000-00-0,,36.75,GALLON(S),OIL: CRUDE,YES,36.75,GALLON(S)
1167866,ODS,000000-00-0,,50,GALLON(S),OIL: DIESEL,NO,,
1167867,NCC,000000-00-0,,1,GALLON(S),"PAINT, PSX 700",NO,,
1167868,OTH,000000-00-0,,0.142,GALLON(S),CONDENSATE,YES,0.142,GALLON(S)
1167869,OLB,000000-00-0,,30,GALLON(S),"OIL, MISC: LUBRICATING",NO,,
1167871,CAO,000000-00-0,,100,POUND(S),"CALCIUM OXIDE, LIME",NO,,
1167872,OTH,000000-00-0,,0,UNKNOWN AMOUNT,OTHER OIL,YES,0,UNKNOWN AMOUNT
1167873,ODS,000000-00-0,,400,GALLON(S),OIL: DIESEL,NO,,
