SEQNOS,CHRIS_CODE,CAS_NUMBER,UN_NUMBER,AMOUNT_OF_MATERIAL,UNIT_OF_MEASURE,NAME_OF_MATERIAL,IF_REACHED_WATER,AMOUNT_IN_WATER,UNIT_OF_MEASURE_REACH_WATER
1070005,NCC,000000-00-0,,0,UNKNOWN AMOUNT,HIGH VOC'S,NO,,
1070005,BDI,000000-00-0,,0,UNKNOWN AMOUNT,BUTADIENE,NO,,
1070006,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
1070007,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
1070007,EGL,000107-21-1,,0,UNKNOWN AMOUNT,ETHYLENE GLYCOL,NO,,
1070009,NCC,000000-00-0,,800,GALLON(S),ACTIVATED HAZARDOUS WASTE SLUDGE,NO,,
1070010,OHY,000000-00-0,,0,UNKNOWN AMOUNT,HYDRAULIC OIL,NO,,
1070012,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1070013,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0,UNKNOWN AMOUNT
1070014,OMT,000000-00-0,,0.0067,GALLON(S),"OIL, MISC: MOTOR",YES,0.0067,GALLON(S)
1070016,NCC,000000-00-0,,0,UNKNOWN AMOUNT,SALT WATER,YES,0,UNKNOWN AMOUNT
1070017,OMT,000000-00-0,,2,GALLON(S),"OIL, MISC: MOTOR",YES,2,GALLON(S)
1070018,OTH,000000-00-0,,1,GALLON(S),GEAR OIL,NO,,
1070020,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0,UNKNOWN AMOUNT
1070021,OTF,000000-00-0,,13,GALLON(S),"OIL, MISC: TRANSFORMER",YES,1,QUART(S)
1070022,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1070023,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1070024,ODS,000000-00-0,,2,DROP(S),OIL: DIESEL,YES,2,DROP(S)
1070025,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0,UNKNOWN AMOUNT
1070025,EGL,000107-21-1,,0,UNKNOWN AMOUNT,ETHYLENE GLYCOL,YES,0,UNKNOWN AMOUNT
1070026,OMN,000000-00-0,,12.5,GALLON(S),"OIL, MISC: MINERAL",YES,0,UNKNOWN AMOUNT
1070028,ODS,000000-00-0,,10,GALLON(S),OIL: DIESEL,YES,10,GALLON(S)
1070029,OIL,000000-00-0,,0,UNKNOWN AMOUNT,OIL: CRUDE,YES,0,UNKNOWN AMOUNT
1070031,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
1070032,OHY,000000-00-0,,65,GALLON(S),HYDRAULIC FLUID FORD 134D,YES,50,GALLON(S)
1070034,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1070035,GAS,000000-00-0,,6,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1070037,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1070038,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
1070039,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1070041,OHY,000000-00-0,,2,QUART(S),HYDRAULIC OIL,NO,,
1070042,OIL,000000-00-0,,35,GALLON(S),OIL: CRUDE,NO,,
1070044,ODS,000000-00-0,,60,GALLON(S),OIL: DIESEL,YES,60,GALLON(S)
1070045,PRP,000000-00-0,,0,UNKNOWN AMOUNT,PROPANE,UNKNOWN,0,UNKNOWN AMOUNT
1070048,ODS,000000-00-0,,30,GALLON(S),OIL: DIESEL,NO,,
1070051,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
1070052,BNZ,000071-43-2,,0,UNKNOWN AMOUNT,BENZENE,NO,,
1070052,BDI,000000-00-0,,0,UNKNOWN AMOUNT,BUTADIENE,NO,,
1070052,ETL,000000-00-0,,0,UNKNOWN AMOUNT,ETHYLENE,NO,,
1070053,OLB,000000-00-0,,1,QUART(S),"OIL, MISC: LUBRICATING",NO,,
1070054,OHY,000000-00-0,,20,GALLON(S),HYDRAULIC OIL,YES,20,GALLON(S)
1070055,BSS,000000-00-0,,5,GALLON(S),BILGE SLOPS,YES,5,GALLON(S)
1070056,NCC,000000-00-0,,445,POUND(S),NON-ANHYDROUS AMMONIA,NO,,
1070058,OIL,000000-00-0,,0.005,GALLON(S),OIL: CRUDE,YES,0.005,GALLON(S)
1070059,ODS,000000-00-0,,40,GALLON(S),OIL: DIESEL,NO,,
1070061,OTH,000000-00-0,,1,CUP(S),OIL (RMG180),YES,1,CUP(S)
1070062,OHY,000000-00-0,,0.12,GALLON(S),HYDRAULIC OIL,YES,0.12,GALLON(S)
1070063,OIL,000000-00-0,,250,GALLON(S),OIL: CRUDE,NO,,
1070063,ODS,000000-00-0,,20,GALLON(S),OIL: DIESEL,NO,,
1070064,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1070065,GAS,000000-00-0,,0.75,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1070066,OUN,000000-00-0,,93,EACH,TARBALLS,YES,93,EACH
1070067,BNZ,000071-43-2,,10,POUND(S),BENZENE,NO,,
1070067,HDS,007783-06-4,,100,POUND(S),HYDROGEN SULFIDE,NO,,
1070070,OIL,000000-00-0,,7.53,GALLON(S),OIL: CRUDE,YES,7.53,GALLON(S)
1070071,ODS,000000-00-0,,15,GALLON(S),OIL: DIESEL,YES,15,GALLON(S)
1070071,OLB,000000-00-0,,0,UNKNOWN AMOUNT,GEAR OIL,YES,0,UNKNOWN AMOUNT
1070072,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1070073,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
1070073,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0,UNKNOWN AMOUNT
1070074,OTH,000000-00-0,,1,TEASPOON(S),REFINED OIL,YES,1,TEASPOON(S)
1070077,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
1070078,OIL,000000-00-0,,1.8,TEASPOON(S),OIL: CRUDE,YES,1.8,TEASPOON(S)
1070079,OUN,000000-00-0,,1,GALLON(S),UNKNOWN OIL,YES,1,GALLON(S)
1070082,OTH,000000-00-0,,10,GALLON(S),OTHER OIL,YES,10,GALLON(S)
1070083,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1070085,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1070087,OIL,000000-00-0,,0,UNKNOWN AMOUNT,OIL: CRUDE,NO,,
1070088,ODS,000000-00-0,,1,QUART(S),OIL: DIESEL,YES,1,QUART(S)
1070089,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0,UNKNOWN AMOUNT
1070091,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1070092,ODS,000000-00-0,,1,QUART(S),OIL: DIESEL,YES,1,QUART(S)
1070093,OHY,000000-00-0,,5,GALLON(S),HYDRAULIC OIL,YES,0.5,GALLON(S)
1070094,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1070095,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
1070096,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1070097,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
1070098,OIL,000000-00-0,,0.004,GALLON(S),OIL: CRUDE,YES,0.004,GALLON(S)
1070100,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1070101,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
1070102,OLB,000000-00-0,,2,GALLON(S),"OIL, MISC: LUBRICATING",NO,,
1070103,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1070105,ODS,000000-00-0,,2000,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1070110,OLB,000000-00-0,,0.5,GALLON(S),"OIL, MISC: LUBRICATING",NO,,
1070111,OMT,000000-00-0,,5,GALLON(S),"OIL, MISC: MOTOR",NO,,
1070112,OLB,000000-00-0,,1,OUNCE(S),"OIL, MISC: LUBRICATING",NO,,
1070113,AMA,007664-41-7,,112,POUND(S),"AMMONIA, ANHYDROUS",NO,,
1070114,OIL,000000-00-0,,5,BARREL(S),OIL: CRUDE,NO,,
1070116,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1070117,PPG,000000-00-0,,300,GALLON(S),PROPYLENE GLYCOL,YES,300,GALLON(S)
1070119,OIL,000000-00-0,,0.0625,GALLON(S),OIL: CRUDE,YES,0.0003,GALLON(S)
1070121,OIL,000000-00-0,,2.54,GALLON(S),OIL: CRUDE,YES,2.54,GALLON(S)
1070122,NCC,000000-00-0,,600,LITER(S),MOLASSES,NO,,
1070123,NCC,000000-00-0,,200,POUND(S),GRAIN,NO,,
1070125,OTH,000000-00-0,,0.006,GALLON(S),OTHER OIL,YES,0.006,GALLON(S)
1070126,NCC,000000-00-0,,30,GALLON(S),SOUP AND WATER,YES,30,GALLON(S)
1070127,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1070128,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1070130,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1070131,AMA,007664-41-7,,1200,POUND(S),"AMMONIA, ANHYDROUS",NO,,
1070132,AMA,007664-41-7,,4300,POUND(S),"AMMONIA, ANHYDROUS",NO,,
1070136,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1070139,OOD,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 1-D",UNKNOWN,0,UNKNOWN AMOUNT
1070140,AMA,007664-41-7,,1000,POUND(S),"AMMONIA, ANHYDROUS",NO,,
1070141,KRS,000000-00-0,,1000,GALLON(S),KEROSENE,NO,,
1070142,OIL,000000-00-0,,1,BARREL(S),OIL: CRUDE,YES,1,BARREL(S)
1070143,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1070144,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1070145,OHY,000000-00-0,,30,GALLON(S),HYDRAULIC OIL,YES,30,GALLON(S)
1070146,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1070147,XLX,000000-00-0,,0,UNKNOWN AMOUNT,"XYLENE (O-, M-, P-, & MIXTURES)",NO,,
1070150,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1070152,OTW,000000-00-0,,75,GALLON(S),"OIL, FUEL: NO. 2",YES,0,UNKNOWN AMOUNT
1070153,AMA,007664-41-7,,50,POUND(S),"AMMONIA, ANHYDROUS",NO,,
1070157,OTW,000000-00-0,,100,GALLON(S),"OIL, FUEL: NO. 2",NO,,
1070158,GAS,000000-00-0,,10,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1070160,SML,000124-41-4,,45000,POUND(S),SODIUM METHYLATE,NO,,
1070161,ODS,000000-00-0,,0.5,GALLON(S),OIL: DIESEL,NO,,
1070162,ODS,000000-00-0,,75,GALLON(S),OIL: DIESEL,NO,,
1070163,OTH,000000-00-0,,200,GALLON(S),"JET ""A""",NO,,
1070164,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
1070164,ACB,000506-87-6,,0,UNKNOWN AMOUNT,AMMONIUM CARBONATE,NO,,
1070165,DRM,000000-00-0,,5,BARREL(S),OIL BASED MUD,YES,5,BARREL(S)
1070166,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
1070168,DRM,000000-00-0,,8,BARREL(S),OIL BASED MUD,YES,30,GALLON(S)
1070169,POX,000075-56-9,,100,POUND(S),PROPYLENE OXIDE,NO,,
1070170,NCC,000000-00-0,,153.8,POUND(S),NON-ANHYRDROUS AMMONIA,NO,,
1070171,OTW,000000-00-0,,2,GALLON(S),"OIL, FUEL: NO. 2",NO,,
1070173,OTF,000000-00-0,,20,GALLON(S),"OIL, MISC: TRANSFORMER",YES,18,GALLON(S)
1070174,NCC,000000-00-0,,0,UNKNOWN AMOUNT,MOLTEN SULFUR,NO,,
1070175,ONG,000000-00-0,,6.89,MIL CBF,NATURAL GAS,NO,,
1070176,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,YES,0,UNKNOWN AMOUNT
1070177,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,UNKNOWN,0,UNKNOWN AMOUNT
1070177,NCC,000000-00-0,,0,UNKNOWN AMOUNT,"TIRES, TRASH ETC",UNKNOWN,0,UNKNOWN AMOUNT
1070178,FSF,010028-22-5,,0,UNKNOWN AMOUNT,FERRIC SULFATE,YES,0,UNKNOWN AMOUNT
1070181,ODS,000000-00-0,,50,GALLON(S),OIL: DIESEL,NO,,
1070182,OHY,000000-00-0,,25,GALLON(S),HYDRAULIC OIL,NO,,
1070183,ODS,000000-00-0,,1,GALLON(S),OIL: DIESEL,YES,1,GALLON(S)
1070185,OIL,000000-00-0,,100000,GALLON(S),OIL: CRUDE,YES,100000,GALLON(S)
1070186,OLB,000000-00-0,,58,GALLON(S),"OIL, MISC: LUBRICATING",NO,,
1070188,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1070189,OTF,000000-00-0,,15,GALLON(S),"OIL, MISC: TRANSFORMER",YES,0,UNKNOWN AMOUNT
1070190,OIL,000000-00-0,,1,BARREL(S),OIL: CRUDE,UNKNOWN,0,UNKNOWN AMOUNT
1070191,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1070192,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
1070193,OTW,000000-00-0,,50,GALLON(S),"OIL, FUEL: NO. 2",YES,50,GALLON(S)
1070194,NCC,000000-00-0,,3,OUNCE(S),PAINT,NO,,
1070195,OLB,000000-00-0,,10,GALLON(S),"OIL, MISC: LUBRICATING",YES,10,GALLON(S)
1070196,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1070197,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
1070199,OTH,000000-00-0,,0.5,GALLON(S),PAINT,YES,0.5,GALLON(S)
1070200,ODS,000000-00-0,,50,GALLON(S),OIL: DIESEL,NO,,
1070201,ODS,000000-00-0,,1,GALLON(S),OIL: DIESEL,NO,,
1070203,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1070204,ODS,000000-00-0,,100,GALLON(S),OIL: DIESEL,UNKNOWN,0,UNKNOWN AMOUNT
1070205,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
1070205,NTO,000000-00-0,,0,UNKNOWN AMOUNT,NITROUS OXIDE,NO,,
1070205,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NITROGEN DIOXIDE,NO,,
