SEQNOS,CHRIS_CODE,CAS_NUMBER,UN_NUMBER,AMOUNT_OF_MATERIAL,UNIT_OF_MEASURE,NAME_OF_MATERIAL,IF_REACHED_WATER,AMOUNT_IN_WATER,UNIT_OF_MEASURE_REACH_WATER
783998,GAS,000000-00-0,,40,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,40,GALLON(S)
784000,NTX,010102-43-9,,46.8,POUND(S),NITRIC OXIDE,NO,,
784001,HDS,007783-06-4,,95,POUND(S),HYDROGEN SULFIDE,NO,,
784001,NCC,000000-00-0,,531,POUND(S),NITROGEN OXIDE,NO,,
784001,NCC,000000-00-0,,59,POUND(S),NITROGEN OXIDES,NO,,
784004,NTO,000000-00-0,,38,POUND(S),NITROUS OXIDE,NO,,
784006,ODS,000000-00-0,,500,GALLON(S),OIL: DIESEL,YES,,
784007,BDI,000000-00-0,,27.1,POUND(S),BUTADIENE,NO,,
784008,OTD,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2-D",YES,0,UNKNOWN AMOUNT
784009,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
784015,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
784016,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
784017,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
784018,NCC,000000-00-0,,1,CUP(S),CITGO AQUA MARINE OIL ( 68 WEIGHT ),YES,1,CUP(S)
784020,NCC,000000-00-0,,21.71,POUND(S),NOX,NO,,
784025,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
784026,OMN,000000-00-0,,30,GALLON(S),"OIL, MISC: MINERAL",NO,,
784026,PCB,000000-00-0,,90,PART(S) PER MILLION,POLYCHLORINATED BIPHENYLS,NO,,
784027,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
784028,NTX,010102-43-9,,21,POUND(S),NITRIC OXIDE,NO,,
784029,NCC,000000-00-0,,44,POUND(S),NITROGEN OXIDE,NO,,
784029,NCC,000000-00-0,,5,POUND(S),NITROGEN DIOXIDE,NO,,
784030,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
784031,ODS,000000-00-0,,50,GALLON(S),OIL: DIESEL,NO,,
784032,OTD,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2-D",YES,0,UNKNOWN AMOUNT
784033,BNZ,000071-43-2,,0,UNKNOWN AMOUNT,BENZENE,NO,,
784034,SFD,000000-00-0,,4159,POUND(S),SULFUR DIOXIDE,NO,,
784035,NCC,000000-00-0,,783,POUND(S),NITROGEN OXIDE,NO,,
784035,NCC,000000-00-0,,87,POUND(S),NITROGEN DIOXIDE,NO,,
784036,XLX,000000-00-0,,1680,POUND(S),"XYLENE (O-, M-, P-, & MIXTURES)",NO,,
784037,AMA,007664-41-7,,100,POUND(S),"AMMONIA, ANHYDROUS",NO,,
784038,MTH,000000-00-0,,10.03,POUND(S),METHANE,NO,,
784039,HDS,007783-06-4,,240,POUND(S),HYDROGEN SULFIDE,NO,,
784039,NCC,000000-00-0,,1080,POUND(S),NITROGEN OXIDE,NO,,
784039,NCC,000000-00-0,,120,POUND(S),NITROGEN DIOXIDE,NO,,
784039,BNZ,000071-43-2,,14,POUND(S),BENZENE,NO,,
784040,OMN,000000-00-0,,9,GALLON(S),"OIL, MISC: MINERAL",YES,9,GALLON(S)
784041,OTF,000000-00-0,,7,GALLON(S),"OIL, MISC: TRANSFORMER",YES,0,UNKNOWN AMOUNT
784042,OTH,000000-00-0,,0,UNKNOWN AMOUNT,OTHER OIL,YES,0,UNKNOWN AMOUNT
784043,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
784044,OTW,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2",NO,,
784045,NCC,000000-00-0,,0,UNKNOWN AMOUNT,VOLITAL ORGANIC COMPOUND,NO,,
784045,CMO,000000-00-0,,0,UNKNOWN AMOUNT,CARBON MONOXIDE,NO,,
784045,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
784045,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NITROGEN OXIDE,NO,,
784046,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
784047,JPE,000000-00-0,,0,UNKNOWN AMOUNT,JET FUEL: JP-8,YES,0,UNKNOWN AMOUNT
784048,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
784049,OTD,000000-00-0,,2,GALLON(S),"OIL, FUEL: NO. 2-D",YES,1,GALLON(S)
784050,OTF,000000-00-0,,5,GALLON(S),"OIL, MISC: TRANSFORMER",YES,0,UNKNOWN AMOUNT
784050,PCB,000000-00-0,,0,UNKNOWN AMOUNT,POLYCHLORINATED BIPHENYLS,UNKNOWN,0,UNKNOWN AMOUNT
784051,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NITROGEN OXIDE,NO,,
784051,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
784052,GAS,000000-00-0,,2,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,2,GALLON(S)
784053,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
784055,GAS,000000-00-0,,5,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,0,UNKNOWN AMOUNT
784056,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
784057,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
784058,OIL,000000-00-0,,2,BARREL(S),OIL: CRUDE,YES,2,BARREL(S)
784059,SFD,000000-00-0,,500,POUND(S),SULFUR DIOXIDE,NO,,
784059,HDS,007783-06-4,,100,POUND(S),HYDROGEN SULFIDE,NO,,
784060,OTD,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2-D",YES,0,UNKNOWN AMOUNT
784062,ETL,000000-00-0,,16651,POUND(S),ETHYLENE,NO,,
784062,PPL,000000-00-0,,4173,POUND(S),PROPYLENE,NO,,
784062,BDI,000000-00-0,,1272,POUND(S),"1,3 BUTADIENE",NO,,
784062,BNZ,000071-43-2,,676,POUND(S),BENZENE,NO,,
784063,NCC,000000-00-0,,10,GALLON(S),OILY WASTE WATER,YES,0,UNKNOWN AMOUNT
784065,HDS,007783-06-4,,95,POUND(S),HYDROGEN SULFIDE,NO,,
784065,NCC,000000-00-0,,531,POUND(S),NITROGEN OXIDE,NO,,
784065,NCC,000000-00-0,,59,POUND(S),NITROGEN DIOXIDE,NO,,
784066,NCC,000000-00-0,,25,POUND(S),NITROGEN OXIDE,NO,,
784066,NCC,000000-00-0,,3,POUND(S),NITROGEN DIOXIDE,NO,,
784067,HDS,007783-06-4,,282,POUND(S),HYDROGEN SULFIDE,NO,,
784067,NCC,000000-00-0,,594,POUND(S),NITROGEN OXIDE,NO,,
784067,NCC,000000-00-0,,66,POUND(S),NITROGEN DIOXIDE,NO,,
784067,BNZ,000071-43-2,,17,POUND(S),BENZENE,NO,,
784068,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
784069,OOD,000000-00-0,,14.5,GALLON(S),"OIL, FUEL: NO. 1-D",YES,0,UNKNOWN AMOUNT
784070,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
784071,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
784072,OTF,000000-00-0,,20,GALLON(S),"OIL, MISC: TRANSFORMER",YES,20,GALLON(S)
784075,MEK,000000-00-0,,1900,POUND(S),METHYL ETHYL KETONE,NO,,
784076,GAS,000000-00-0,,25,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,25,GALLON(S)
784077,NCC,000000-00-0,,250.1,POUND(S),NITROGEN OXIDE,NO,,
784078,STY,000100-42-5,,0,UNKNOWN AMOUNT,STYRENE,NO,,
784079,NCC,000000-00-0,,500,GALLON(S),SODIUM HYDROCHLORIDE,NO,,
784080,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
784081,OTH,000000-00-0,,50,GALLON(S),OTHER OIL,NO,,
784082,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
784083,OTH,000000-00-0,,0.5,LITER(S),DELVAC 1330,NO,,
784084,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
784085,NCC,000000-00-0,,0,UNKNOWN AMOUNT,RAW SEWAGE,YES,0,UNKNOWN AMOUNT
784086,NCC,000000-00-0,,1092,POUND(S),NITROGEN OXIDE,NO,,
784086,NCC,000000-00-0,,113,POUND(S),NITROGEN OXIDES,NO,,
784087,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
784088,GAS,000000-00-0,,40,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
784089,OMN,000000-00-0,,15,GALLON(S),"OIL, MISC: MINERAL",NO,,
784089,PCB,000000-00-0,,0,UNKNOWN AMOUNT,POLYCHLORINATED BIPHENYLS,NO,,
784090,NCC,000000-00-0,,107,POUND(S),SODIUM NITRITE,NO,,
784091,NCC,000000-00-0,,0,UNKNOWN AMOUNT,RAW SEWAGE,YES,0,UNKNOWN AMOUNT
784092,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NITROGEN OXIDE,NO,,
784092,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
784094,OIL,000000-00-0,,0,UNKNOWN AMOUNT,OIL: CRUDE,YES,0,UNKNOWN AMOUNT
784095,ODS,000000-00-0,,180,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
784096,SFD,000000-00-0,,23.34,POUND(S),SULFUR DIOXIDE,NO,,
784097,OIL,000000-00-0,,0,UNKNOWN AMOUNT,OIL: CRUDE,NO,,
784098,ODS,000000-00-0,,2000,GALLON(S),OIL: DIESEL,NO,,
784100,NTO,000000-00-0,,65.32,POUND(S),NITROUS OXIDE,NO,,
784101,NCC,000000-00-0,,0,UNKNOWN AMOUNT,PETROLEUM DISATURATE,NO,,
784102,NCC,000000-00-0,,0,UNKNOWN AMOUNT,GARBAGE,NO,,
784102,NCC,000000-00-0,,0,UNKNOWN AMOUNT,TIRES,NO,,
784105,OUN,000000-00-0,,5,GALLON(S),UNKNOWN OIL,YES,5,GALLON(S)
784106,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
784107,OIL,000000-00-0,,1,GALLON(S),OIL: CRUDE,YES,1,GALLON(S)
784108,GAS,000000-00-0,,20,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,20,GALLON(S)
784109,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
784109,OTH,000000-00-0,,0,UNKNOWN AMOUNT,AVIATION FUEL,YES,0,UNKNOWN AMOUNT
784110,NCC,000000-00-0,,172.6,POUND(S),HYDROCARBON GAS B1,NO,,
784111,OUN,000000-00-0,,1,QUART(S),UNKNOWN OIL,YES,1,QUART(S)
784112,NCC,000000-00-0,,3,GALLON(S),JET FUEL,NO,,
784113,OTW,000000-00-0,,5,GALLON(S),"OIL, FUEL: NO. 2",NO,,
784115,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
784116,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0,UNKNOWN AMOUNT
784116,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
784117,OHY,000000-00-0,,25,GALLON(S),HYDRAULIC OIL,NO,,
784118,OTH,000000-00-0,,10,GALLON(S),COOKING OIL,YES,10,GALLON(S)
784119,ODS,000000-00-0,,100,GALLON(S),OIL: DIESEL,NO,,
784120,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
784121,OOD,000000-00-0,,4000,GALLON(S),"OIL, FUEL: NO. 1-D",YES,0,UNKNOWN AMOUNT
784122,ODS,000000-00-0,,150,GALLON(S),OIL: DIESEL,NO,,
784123,NCC,000000-00-0,,200,BARREL(S),OILY WASTE WATER,NO,,
784124,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
784125,OIL,000000-00-0,,1,GALLON(S),OIL: CRUDE,YES,1,GALLON(S)
784126,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
784127,NTX,010102-43-9,,36.43,POUND(S),NITRIC OXIDE,NO,,
784128,OOD,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 1-D",YES,0,UNKNOWN AMOUNT
784128,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
784129,NCC,000000-00-0,,13.96,POUND(S),NITROGEN OXIDES,NO,,
784130,NCC,000000-00-0,,0,UNKNOWN AMOUNT,CORN,NO,,
784131,NCC,000000-00-0,,0,UNKNOWN AMOUNT,LIQUID NITROGEN FERTILIZER SOLUTION 30%,YES,0,UNKNOWN AMOUNT
784132,ODS,000000-00-0,,1,GALLON(S),OIL: DIESEL,YES,1,GALLON(S)
784133,OTF,000000-00-0,,40,GALLON(S),"OIL, MISC: TRANSFORMER",YES,0,UNKNOWN AMOUNT
784134,ODS,000000-00-0,,75,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
784135,OIL,000000-00-0,,2,GALLON(S),OIL: CRUDE,NO,,
784136,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
784137,EOX,000075-21-8,,13.86,POUND(S),ETHYLENE OXIDE,NO,,
784138,EGL,000107-21-1,,5,GALLON(S),ETHYLENE GLYCOL,YES,5,GALLON(S)
784139,NCC,000000-00-0,,50,GALLON(S),PROCESS WATER,YES,50,GALLON(S)
784141,NCC,000000-00-0,,30,BARREL(S),PRODUCED WATER,YES,30,BARREL(S)
784142,GAS,000000-00-0,,6,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),UNKNOWN,0,UNKNOWN AMOUNT
784143,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
784144,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0,UNKNOWN AMOUNT
784145,OMT,000000-00-0,,2000,GALLON(S),"OIL, MISC: MOTOR",YES,10,GALLON(S)
784146,OTH,000000-00-0,,2,GALLON(S),MIXTURE OF DIESEL FUEL AND WASTE OIL,YES,2,GALLON(S)
784147,ONG,000000-00-0,,203,MIL CBF,NATURAL GAS,NO,,
784147,NCC,000000-00-0,,30.53,POUND(S),NITROGEN OXIDE,NO,,
784147,NCC,000000-00-0,,32.13,POUND(S),NITROGEN OXIDES,NO,,
784148,OMT,000000-00-0,,1,PINT(S),"OIL, MISC: MOTOR",YES,0,UNKNOWN AMOUNT
784150,OHY,000000-00-0,,1,GALLON(S),HYDRAULIC OIL,YES,1,GALLON(S)
784151,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
784152,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
784153,NCC,000000-00-0,,4.5,POUND(S),WASTE WATER (F038),NO,,
784154,OTD,000000-00-0,,160,GALLON(S),"OIL, FUEL: NO. 2-D",NO,,
784155,OMN,000000-00-0,,60,GALLON(S),"OIL, MISC: MINERAL",NO,,
784156,NCC,000000-00-0,,640,POUND(S),NITROGEN OXIDE,NO,,
784156,ETL,000000-00-0,,410,POUND(S),ETHYLENE,NO,,
784156,PPL,000000-00-0,,4058,POUND(S),PROPYLENE,NO,,
784156,BNZ,000071-43-2,,56,POUND(S),BENZENE,NO,,
784156,BDI,000000-00-0,,575,POUND(S),BUTADIENE,NO,,
784159,SFA,007664-93-9,,1900,GALLON(S),SULFURIC ACID,NO,,
784160,OHY,000000-00-0,,1,CUP(S),HYDRAULIC OIL,YES,1,CUP(S)
784161,OHY,000000-00-0,,1.5,GALLON(S),HYDRAULIC OIL,YES,1.5,GALLON(S)
784162,NCC,000000-00-0,,28000,GALLON(S),E-COAT (90% RO WATER AND 10% PAINT PRODUCT),NO,,
784163,BDI,000000-00-0,,10,POUND(S),"1,3 BUTADIENE",NO,,
784164,HDS,007783-06-4,,95,POUND(S),HYDROGEN SULFIDE,NO,,
784164,NCC,000000-00-0,,531,POUND(S),NITROGEN OXIDE,NO,,
784164,NCC,000000-00-0,,59,POUND(S),NITROGEN DIOXIDE,NO,,
784165,OTD,000000-00-0,,4,GALLON(S),"OIL, FUEL: NO. 2-D",YES,1,QUART(S)
784166,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
784167,NCC,000000-00-0,,250,GALLON(S),HAZARDOUS WASTE,NO,,
784168,NTX,010102-43-9,,10.81,POUND(S),NITRIC OXIDE,NO,,
784169,NCC,000000-00-0,,10.1,POUND(S),NO2,NO,,
784170,SHC,007681-52-9,,750,GALLON(S),SODIUM HYPOCHLORITE,NO,,
784170,CLX,007782-50-5,,0,UNKNOWN AMOUNT,CHLORINE,NO,,
784171,NCC,000000-00-0,,56,GALLON(S),LIQUID ASPHALT,NO,,
784172,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),UNKNOWN,0,UNKNOWN AMOUNT
784172,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",UNKNOWN,0,UNKNOWN AMOUNT
784173,NCC,000000-00-0,,300,POUND(S),COAL,NO,,
784174,NCC,000000-00-0,,0,UNKNOWN AMOUNT,VOC,NO,,
784174,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NITROGEN OXIDE,NO,,
784174,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
784174,CMO,000000-00-0,,0,UNKNOWN AMOUNT,CARBON MONOXIDE,NO,,
784175,NCC,000000-00-0,,218.7,POUND(S),VOLITAL ORGANIC COMPOUND,NO,,
784175,NCC,000000-00-0,,38.8,POUND(S),NITROGEN OXIDE,NO,,
784175,SFD,000000-00-0,,75.4,POUND(S),SULFUR DIOXIDE,NO,,
784175,CMO,000000-00-0,,211.3,POUND(S),CARBON MONOXIDE,NO,,
784176,NCC,000000-00-0,,211.9,POUND(S),VOLITAL ORGANIC COMPOUND,NO,,
784176,NCC,000000-00-0,,37.6,POUND(S),NITROGEN OXIDE,NO,,
784176,SFD,000000-00-0,,73.1,POUND(S),SULFUR DIOXIDE,NO,,
784176,CMO,000000-00-0,,204.7,POUND(S),CARBON MONOXIDE,NO,,
784177,OTH,000000-00-0,,1800,GALLON(S),EMULSION OIL,NO,,
784178,NCC,000000-00-0,,209,POUND(S),VOLITAL ORGANIC COMPOUND,NO,,
784178,NCC,000000-00-0,,37.1,POUND(S),NITROGEN OXIDE,NO,,
784178,SFD,000000-00-0,,72.1,POUND(S),SULFUR DIOXIDE,NO,,
784178,CMO,000000-00-0,,201.9,POUND(S),CARBON MONOXIDE,NO,,
784179,NCC,000000-00-0,,159.8,POUND(S),VOLITAL ORGANIC COMPOUND,NO,,
784179,NCC,000000-00-0,,28.4,POUND(S),NITROGEN OXIDE,NO,,
784179,SFD,000000-00-0,,55.1,POUND(S),SULFUR DIOXIDE,NO,,
784179,CMO,000000-00-0,,154.4,POUND(S),CARBON MONOXIDE,NO,,
784180,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
784181,NCC,000000-00-0,,282.2,POUND(S),VOLITAL ORGANIC COMPOUND,NO,,
784181,NCC,000000-00-0,,50.1,POUND(S),NITROGEN OXIDE,NO,,
784181,SFD,000000-00-0,,97.3,POUND(S),SULFUR DIOXIDE,NO,,
784181,CMO,000000-00-0,,272.6,POUND(S),CARBON MONOXIDE,NO,,
784185,OTF,000000-00-0,,10,GALLON(S),"OIL, MISC: TRANSFORMER",YES,1,GALLON(S)
784185,PCB,000000-00-0,,0,UNKNOWN AMOUNT,POLYCHLORINATED BIPHENYLS,YES,0,UNKNOWN AMOUNT
784186,NCC,000000-00-0,,62.6,POUND(S),VOC,NO,,
784186,NCC,000000-00-0,,12.4,POUND(S),NITROGEN OXIDE,NO,,
784186,SFD,000000-00-0,,9.7,POUND(S),SULFUR DIOXIDE,NO,,
784186,CMO,000000-00-0,,67.4,POUND(S),CARBON MONOXIDE,NO,,
784187,NCC,000000-00-0,,53,POUND(S),VOC,NO,,
784187,NCC,000000-00-0,,10.5,POUND(S),NITROGEN OXIDE,NO,,
784187,SFD,000000-00-0,,8.2,POUND(S),SULFUR DIOXIDE,NO,,
784187,CMO,000000-00-0,,57.2,POUND(S),CARBON MONOXIDE,NO,,
784188,NCC,000000-00-0,,52.6,POUND(S),VOC,NO,,
784188,NCC,000000-00-0,,12.4,POUND(S),NITROGEN OXIDE,NO,,
784188,SFD,000000-00-0,,9.7,POUND(S),SULFUR DIOXIDE,NO,,
784188,CMO,000000-00-0,,67.4,POUND(S),CARBON MONOXIDE,NO,,
784189,NCC,000000-00-0,,134.8,POUND(S),VOC,NO,,
784189,NCC,000000-00-0,,26.7,POUND(S),NITROGEN OXIDE,NO,,
784189,SFD,000000-00-0,,20.8,POUND(S),SULFUR DIOXIDE,NO,,
784189,CMO,000000-00-0,,145.3,POUND(S),CARBON MONOXIDE,NO,,
784190,OTW,000000-00-0,,100,GALLON(S),"OIL, FUEL: NO. 2",YES,0,UNKNOWN AMOUNT
784191,OTF,000000-00-0,,3,GALLON(S),"OIL, MISC: TRANSFORMER",YES,3,GALLON(S)
784192,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
784193,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
784194,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
784195,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
784196,NCC,000000-00-0,,270,GALLON(S),ETHER GLYCOL,NO,,
784197,NCC,000000-00-0,,46.85,POUND(S),NITROGEN OXIDES,NO,,
784198,CCH,000108-94-1,,1,CUP(S),CYCLOHEXANONE,NO,,
784199,OHY,000000-00-0,,8,OUNCE(S),HYDRAULIC OIL,YES,8,OUNCE(S)
784200,NCC,000000-00-0,,10,POUND(S),NITROGEN OXIDES,NO,,
784202,NCC,000000-00-0,,10,POUND(S),NO,NO,,
784204,OHY,000000-00-0,,30,GALLON(S),HYDRAULIC OIL,YES,30,GALLON(S)
784205,NCC,000000-00-0,,7000,POUND(S),ISOPROPYL ETHER,NO,,
784206,OHY,000000-00-0,,1,GALLON(S),HYDRAULIC OIL,YES,1,GALLON(S)
784207,NCC,000000-00-0,,94.55,POUND(S),NOX,NO,,
784208,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
784211,NCC,000000-00-0,,400,GALLON(S),DURACANE 786 (STYRENATED RESIN),NO,,
784212,NCC,000000-00-0,,1,GALLON(S),OILY WATER,YES,1,GALLON(S)
784213,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
784214,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
784215,NCC,000000-00-0,,0,UNKNOWN AMOUNT,VOLATILE ORGANIC COMPOUND (VOC),NO,,
