SEQNOS,CHRIS_CODE,CAS_NUMBER,UN_NUMBER,AMOUNT_OF_MATERIAL,UNIT_OF_MEASURE,NAME_OF_MATERIAL,IF_REACHED_WATER,AMOUNT_IN_WATER,UNIT_OF_MEASURE_REACH_WATER
796236,ODS,000000-00-0,,100,GALLON(S),OIL: DIESEL,YES,90,GALLON(S)
796237,OIL,000000-00-0,,1.73,GALLON(S),OIL: CRUDE,YES,1.73,GALLON(S)
796238,ODS,000000-00-0,,35,GALLON(S),OIL: DIESEL,YES,35,GALLON(S)
796239,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
796240,NCC,000000-00-0,,2,GALLON(S),WASTE WATER SLUGDE,NO,,
796241,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
796242,NCC,000000-00-0,,0,UNKNOWN AMOUNT,FIRE FIGHTING FOAM,YES,0,UNKNOWN AMOUNT
796243,OUN,000000-00-0,,2,GALLON(S),UNKNOWN OIL,YES,2,GALLON(S)
796245,MAR,000000-00-0,,1,EACH,DELCO BATTERY 01 NUMBER 08-027571,YES,1,EACH
796246,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
796247,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
796248,OIL,000000-00-0,,20,BARREL(S),OIL: CRUDE,NO,,
796249,NCC,000000-00-0,,318.94,POUND(S),NOX,NO,,
796250,NCC,000000-00-0,,25.23,POUND(S),NOX,NO,,
796251,OIL,000000-00-0,,2,BARREL(S),OIL: CRUDE,YES,2,BARREL(S)
796252,NCC,000000-00-0,,145,POUND(S),BIPHENYL,NO,,
796253,JPV,000000-00-0,,174,GALLON(S),"JET FUEL: JP-5 (KEROSENE, HEAVY)",NO,,
796255,OTH,000000-00-0,,0,UNKNOWN AMOUNT,CRUDE OIL WATER MIXTURE,YES,0,UNKNOWN AMOUNT
796257,OTD,000000-00-0,,30,GALLON(S),"OIL, FUEL: NO. 2-D",YES,30,GALLON(S)
796257,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0,UNKNOWN AMOUNT
796258,NCC,000000-00-0,,350,POUND(S),NITROGEN OXIDE,NO,,
796259,ODS,000000-00-0,,1,GALLON(S),OIL: DIESEL,YES,1,GALLON(S)
796261,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
796261,HDS,007783-06-4,,0,UNKNOWN AMOUNT,HYDROGEN SULFIDE,NO,,
796262,OTD,000000-00-0,,1,BARREL(S),"OIL, FUEL: NO. 2-D",YES,1,BARREL(S)
796263,NCC,000000-00-0,,0,UNKNOWN AMOUNT,30% NITROGEN FERTILIZER,NO,,
796264,NCC,000000-00-0,,4000,GALLON(S),NITROGEN FERTILIZER,YES,0,UNKNOWN AMOUNT
796265,OTH,000000-00-0,,1,BARREL(S),OTHER OIL/ MARINE GAS OIL,YES,1,BARREL(S)
796266,OTD,000000-00-0,,10,GALLON(S),"OIL, FUEL: NO. 2-D",YES,10,GALLON(S)
796267,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
796267,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NOX,NO,,
796268,NCC,000000-00-0,,962,POUND(S),NOX,NO,,
796268,SFD,000000-00-0,,791,POUND(S),SULFUR DIOXIDE,NO,,
796269,ONG,000000-00-0,,67.7,MIL CBF,NATURAL GAS,NO,,
796269,NCC,000000-00-0,,12.06,POUND(S),NITROGEN OXIDE,NO,,
796269,NCC,000000-00-0,,12.7,POUND(S),NITROGEN OXIDES,NO,,
796271,OHY,000000-00-0,,1,GALLON(S),HYDRAULIC OIL (TELLUS 68),YES,1,GALLON(S)
796273,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0,UNKNOWN AMOUNT
796273,EGL,000107-21-1,,0,UNKNOWN AMOUNT,ETHYLENE GLYCOL,YES,0,UNKNOWN AMOUNT
796273,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
796274,ONG,000000-00-0,,2,GALLON(S),NATURAL GAS,UNKNOWN,0,UNKNOWN AMOUNT
796274,NCC,000000-00-0,,2,GALLON(S),OIL CONDENSATE,UNKNOWN,0,UNKNOWN AMOUNT
796275,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
796276,PRP,000000-00-0,,0,UNKNOWN AMOUNT,PROPANE,NO,,
796277,NCC,000000-00-0,,0,UNKNOWN AMOUNT,SODIUM HYDROSULFIDE SOLUTION,NO,,
796278,NTX,010102-43-9,,453.6,POUND(S),NITRIC OXIDE,NO,,
796279,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
796280,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
796281,BNZ,000071-43-2,,10,POUND(S),BENZENE,NO,,
796282,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
796283,OLB,000000-00-0,,4,GALLON(S),"OIL, MISC: LUBRICATING",YES,4,GALLON(S)
796285,OIL,000000-00-0,,30,BARREL(S),OIL: CRUDE,YES,30,BARREL(S)
796286,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
796287,NCC,000000-00-0,,50,POUND(S),NITROGEN OXIDE,NO,,
796288,NCC,000000-00-0,,0.07,GALLON(S),PRODUCED WATER,YES,0.07,GALLON(S)
796289,NCC,000000-00-0,,100,POUND(S),ETHYLCHLORIDE,NO,,
796290,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
796291,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
796292,GAS,000000-00-0,,1,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,1,GALLON(S)
796294,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
796295,NTX,010102-43-9,,14,POUND(S),NITRIC OXIDE,NO,,
796296,OHY,000000-00-0,,1,PINT(S),HYDRAULIC OIL,NO,,
796299,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,YES,0,UNKNOWN AMOUNT
796300,OHY,000000-00-0,,150,GALLON(S),HYDRAULIC OIL,YES,150,GALLON(S)
796301,SFD,000000-00-0,,558,POUND(S),SULFUR DIOXIDE,NO,,
796301,NCC,000000-00-0,,30,POUND(S),NITROGEN OXIDES,NO,,
796303,OOD,000000-00-0,,0.5,GALLON(S),"OIL, FUEL: NO. 1-D",YES,0.5,GALLON(S)
796304,NCC,000000-00-0,,50,POUND(S),NITROGEN DIOXIDE,NO,,
796305,OHY,000000-00-0,,2,OUNCE(S),HYDRAULIC OIL,YES,2,OUNCE(S)
796306,OHY,000000-00-0,,2,TEASPOON(S),HYDRAULIC OIL,YES,2,TEASPOON(S)
796307,NCC,000000-00-0,,5,POUND(S),FIRE ANT KILLER,NO,,
796307,NCC,000000-00-0,,3,POUND(S),TRIAZICIDE,NO,,
796307,NCC,000000-00-0,,1,GALLON(S),WEED KILLER,NO,,
796307,NCC,000000-00-0,,1.3,GALLON(S),TERMITE KILLER,NO,,
796308,OMN,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MINERAL",YES,0,UNKNOWN AMOUNT
796309,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
796310,OMN,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MINERAL",YES,0,UNKNOWN AMOUNT
796311,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
796313,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
796314,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
796315,ODS,000000-00-0,,100,GALLON(S),OIL: DIESEL,NO,,
796316,NCC,000000-00-0,,13,GALLON(S),JET A FUEL,NO,,
796317,OTH,000000-00-0,,0.1,GALLON(S),DIESEL FUEL WATER MIXTURE,YES,0.1,GALLON(S)
796318,NCC,000000-00-0,,5,GALLON(S),PHOSPHONIC ACID,NO,,
796319,NCC,000000-00-0,,0,UNKNOWN AMOUNT,VOC,NO,,
796319,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NITROGEN OXIDE,NO,,
796319,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
796319,CMO,000000-00-0,,0,UNKNOWN AMOUNT,CARBON MONOXIDE,NO,,
796320,NAC,007697-37-2,,0,UNKNOWN AMOUNT,NITRIC ACID,NO,,
796321,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
796322,AMA,007664-41-7,,25.6,GALLON(S),"AMMONIA, ANHYDROUS",NO,,
796324,ONG,000000-00-0,,26.83,POUND(S),NATURAL GAS,NO,,
796325,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
796326,OIL,000000-00-0,,1,GALLON(S),OIL: CRUDE,YES,1,GALLON(S)
796327,ODS,000000-00-0,,75,GALLON(S),OIL: DIESEL,YES,75,GALLON(S)
796328,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
796330,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
796331,NCC,000000-00-0,,1,QUART(S),YELLOW PAINT,YES,1,QUART(S)
796332,OMN,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MINERAL",NO,,
796332,PCB,000000-00-0,,0,UNKNOWN AMOUNT,POLYCHLORINATED BIPHENYLS,NO,,
796333,NCC,000000-00-0,,0,UNKNOWN AMOUNT,ARGON,NO,,
796334,OWA,000000-00-0,,10,GALLON(S),WASTE OIL,YES,10,GALLON(S)
796335,ODS,000000-00-0,,1,QUART(S),OIL: DIESEL,YES,1,QUART(S)
796336,NCC,000000-00-0,,15.64,POUND(S),NOX,NO,,
796339,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
796340,ODS,000000-00-0,,5,GALLON(S),OIL: DIESEL,YES,5,GALLON(S)
796342,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
796343,NCC,000000-00-0,,10,POUND(S),NOX,NO,,
796344,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NOX,NO,,
796345,NCC,000000-00-0,,22,POUND(S),NOX,NO,,
796346,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
796348,SFD,000000-00-0,,637,POUND(S),SULFUR DIOXIDE,NO,,
796348,NCC,000000-00-0,,32,POUND(S),NO,NO,,
796350,HDS,007783-06-4,,110,POUND(S),HYDROGEN SULFIDE,NO,,
796350,NCC,000000-00-0,,245,POUND(S),METHYL MERCAPTAIN,NO,,
796352,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
796353,ODS,000000-00-0,,5,GALLON(S),OIL: DIESEL,YES,5,GALLON(S)
796354,NCC,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN PAINT,YES,0,UNKNOWN AMOUNT
796355,BNZ,000071-43-2,,11,POUND(S),BENZENE,NO,,
796356,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
796357,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
796358,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
796359,OTH,000000-00-0,,0.02,GALLON(S),OILY DECK DRAINAGE,YES,0.02,GALLON(S)
796360,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
796362,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
796363,NCC,000000-00-0,,45,POUND(S),NITROGEN OXIDE,NO,,
796364,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
796365,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
796366,OIL,000000-00-0,,1,BARREL(S),OIL: CRUDE,NO,,
796366,NCC,000000-00-0,,10,BARREL(S),PRODUCED WATER,NO,,
796367,ODS,000000-00-0,,100,GALLON(S),OIL: DIESEL,YES,100,GALLON(S)
796368,RAM,000000-00-0,,0,UNKNOWN AMOUNT,RADIOACTIVE MATERIAL,NO,,
796370,ODS,000000-00-0,,100,GALLON(S),OIL: DIESEL,YES,100,UNKNOWN AMOUNT
796371,ODS,000000-00-0,,1,GALLON(S),OIL: DIESEL,YES,1,GALLON(S)
796373,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
796374,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
796375,OUN,000000-00-0,,2,GALLON(S),UNKNOWN OIL,YES,2,GALLON(S)
796376,NCC,000000-00-0,,13.7,POUND(S),NITROGEN OXIDE,NO,,
796377,ONG,000000-00-0,,33.65,POUND(S),NATURAL GAS,NO,,
796378,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
796379,NTO,000000-00-0,,10.6,POUND(S),NITROUS OXIDE,NO,,
796380,ODS,000000-00-0,,30,GALLON(S),OIL: DIESEL,YES,30,GALLON(S)
796381,OIL,000000-00-0,,0,UNKNOWN AMOUNT,OIL: CRUDE,YES,0,UNKNOWN AMOUNT
796382,OIL,000000-00-0,,0,UNKNOWN AMOUNT,OIL: CRUDE,YES,0,UNKNOWN AMOUNT
796383,NCC,000000-00-0,,36000,GALLON(S),RAW SEWAGE,YES,36000,GALLON(S)
796385,OTH,000000-00-0,,1,QUART(S),BUNKER FUEL,YES,1,QUART(S)
796386,GAS,000000-00-0,,200,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
796387,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
796388,ODS,000000-00-0,,60,OUNCE(S),OIL: DIESEL,YES,60,OUNCE(S)
796389,OMT,000000-00-0,,3,GALLON(S),"OIL, MISC: MOTOR",YES,3,GALLON(S)
796390,HDS,007783-06-4,,100,POUND(S),HYDROGEN SULFIDE,NO,,
796392,OTD,000000-00-0,,1,GALLON(S),"OIL, FUEL: NO. 2-D",YES,1,GALLON(S)
796393,NCC,000000-00-0,,2,GALLON(S),SYNTHETIC ACCOLADE MUD,YES,2,GALLON(S)
796396,NCC,000000-00-0,,32.08,POUND(S),NITROGEN OXIDE,NO,,
796396,NCC,000000-00-0,,1.69,POUND(S),NOX,NO,,
796397,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
796398,OTH,000000-00-0,,0,UNKNOWN AMOUNT,BUNKER OIL,YES,0,UNKNOWN AMOUNT
796399,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
796400,ODS,000000-00-0,,4,GALLON(S),OIL: DIESEL,YES,0.5,GALLON(S)
796401,NCC,000000-00-0,,0,UNKNOWN AMOUNT,HEAVY ODOR CHEMICAL,NO,,
796403,OHY,000000-00-0,,80,GALLON(S),HYDRAULIC OIL,YES,0,UNKNOWN AMOUNT
796404,BSS,000000-00-0,,1,QUART(S),BILGE SLOPS,YES,1,QUART(S)
796405,BNZ,000071-43-2,,0,UNKNOWN AMOUNT,BENZENE,NO,,
796406,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
796408,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
796409,ODS,000000-00-0,,0.5,GALLON(S),OIL: DIESEL,YES,0.5,GALLON(S)
796411,OTD,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2-D",YES,0,UNKNOWN AMOUNT
796412,NCC,000000-00-0,,20,TON(S),PETROLEUM COKE,NO,,
796413,NCC,000000-00-0,,5,EACH,FIVE PLASTIC DECK CHAIRS,YES,5,EACH
796415,OTD,000000-00-0,,3,QUART(S),"OIL, FUEL: NO. 2-D",YES,3,QUART(S)
796416,NCC,000000-00-0,,23.13,POUND(S),NITROGEN OXIDE,NO,,
796417,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
796418,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0,UNKNOWN AMOUNT
796419,OTF,000000-00-0,,100,GALLON(S),"OIL, MISC: TRANSFORMER",UNKNOWN,0,UNKNOWN AMOUNT
796420,SFD,000000-00-0,,500,POUND(S),SULFUR DIOXIDE,NO,,
796420,NCC,000000-00-0,,10,POUND(S),NOX,NO,,
796421,BNZ,000071-43-2,,1500,POUND(S),BENZENE,NO,,
796421,NTM,000091-20-3,,600,POUND(S),NAPHTHALENE,NO,,
796422,PTP,007722-64-7,,500,GALLON(S),POTASSIUM PERMANGANATE,YES,500,GALLON(S)
796423,NCC,000000-00-0,,10,GALLON(S),PROPARGITE,NO,,
796424,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NOX,NO,,
796425,OTH,000000-00-0,,0,UNKNOWN AMOUNT,OTHER OIL/ CABLE FLUID OLIVE OIL,YES,0,UNKNOWN AMOUNT
796426,HDS,007783-06-4,,0,UNKNOWN AMOUNT,HYDROGEN SULFIDE,NO,,
796426,NCC,000000-00-0,,0,UNKNOWN AMOUNT,HYDROGEN,NO,,
796427,NCC,000000-00-0,,0,UNKNOWN AMOUNT,COAL,NO,,
796428,NCC,000000-00-0,,14.6,POUND(S),NOX,NO,,
796429,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
796430,AMA,007664-41-7,,100,POUND(S),"AMMONIA, ANHYDROUS",NO,,
796430,NCC,000000-00-0,,10,POUND(S),NOX,NO,,
796431,NCC,000000-00-0,,0,UNKNOWN AMOUNT,GAS OIL,NO,,
796432,OTD,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2-D",NO,0,UNKNOWN AMOUNT
796434,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
796435,OUN,000000-00-0,,1000,GALLON(S),UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
796437,OTW,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2",UNKNOWN,0,UNKNOWN AMOUNT
796438,OIL,000000-00-0,,0.02,GALLON(S),OIL: CRUDE,YES,0.02,GALLON(S)
796439,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
796441,ONG,000000-00-0,,109.4,POUND(S),NATURAL GAS,NO,,
796442,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
796443,OOD,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 1-D",UNKNOWN,0,UNKNOWN AMOUNT
796444,ODS,000000-00-0,,1,GALLON(S),OIL: DIESEL,YES,1,GALLON(S)
796445,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
796446,SFD,000000-00-0,,714,POUND(S),SULFUR DIOXIDE,NO,,
796448,NCC,000000-00-0,,0,UNKNOWN AMOUNT,POT ASH,NO,,
796449,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
796450,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
796451,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
796452,OTW,000000-00-0,,0.5,GALLON(S),"OIL, FUEL: NO. 2",NO,,
796453,ODS,000000-00-0,,10,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
796454,SFA,007664-93-9,,400,GALLON(S),SULFURIC ACID,NO,,
796455,OTH,000000-00-0,,3,GALLON(S),AVIATION GASOLINE,YES,3,GALLON(S)
796456,OUN,000000-00-0,,40,GALLON(S),UNKNOWN OIL,YES,10,GALLON(S)
796456,PCB,000000-00-0,,0,UNKNOWN AMOUNT,POLYCHLORINATED BIPHENYLS,YES,0,UNKNOWN AMOUNT
796457,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
796458,OMN,000000-00-0,,60,GALLON(S),"OIL, MISC: MINERAL (NON PCB)",YES,60,GALLON(S)
796459,UNK,000000-00-0,,600,GALLON(S),UNKNOWN MATERIAL/ LIGHT SLOP CONTAINING BENZENE,NO,,
796460,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
796461,NCC,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN CHEMICALS,YES,0,UNKNOWN AMOUNT
796462,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
796463,NCC,000000-00-0,,0,UNKNOWN AMOUNT,HERBICIDE,YES,0,UNKNOWN AMOUNT
796464,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
796465,ONG,000000-00-0,,4328.7,OTHER,NATURAL GAS,NO,,
796465,NCC,000000-00-0,,643.88,POUND(S),NITROGEN OXIDE,NO,,
796465,NCC,000000-00-0,,33.89,POUND(S),NITROGEN DIOXIDE,NO,,
796465,NCC,000000-00-0,,677.77,POUND(S),NITROGEN OXIDES,NO,,
796466,NCC,000000-00-0,,0,UNKNOWN AMOUNT,HEMLOCK SAW DUST,NO,,
796466,NCC,000000-00-0,,0,UNKNOWN AMOUNT,OIL,NO,,
796467,GAS,000000-00-0,,2,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),UNKNOWN,0,UNKNOWN AMOUNT
796468,OTW,000000-00-0,,1,QUART(S),"OIL, FUEL: NO. 2",NO,,
796470,OIL,000000-00-0,,50,BARREL(S),OIL: CRUDE,YES,0,UNKNOWN AMOUNT
796471,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
796473,OOD,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 1-D",YES,0,UNKNOWN AMOUNT
796473,OHY,000000-00-0,,0,UNKNOWN AMOUNT,HYDRAULIC OIL,YES,0,UNKNOWN AMOUNT
796474,OOD,000000-00-0,,30,GALLON(S),"OIL, FUEL: NO. 1-D",YES,2,GALLON(S)
796475,OTH,000000-00-0,,0,UNKNOWN AMOUNT,OTHER OIL,YES,0,UNKNOWN AMOUNT
796476,OMT,000000-00-0,,1,QUART(S),"OIL, MISC: MOTOR",YES,1,QUART(S)
796477,OTD,000000-00-0,,41,GALLON(S),"OIL, FUEL: NO. 2-D",NO,,
796478,BNZ,000071-43-2,,8,POUND(S),BENZENE,NO,0,UNKNOWN AMOUNT
796480,NCC,000000-00-0,,10,POUND(S),NITROGEN OXIDE,NO,,
796481,OIL,000000-00-0,,5,BARREL(S),OIL: CRUDE,NO,,
796482,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
796483,NCC,000000-00-0,,5000,GALLON(S),CABLE FLUID,NO,,
796484,OTF,000000-00-0,,8,GALLON(S),"OIL, MISC: TRANSFORMER",YES,4,GALLON(S)
796485,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
796486,NCC,000000-00-0,,2,TON(S),UREA,NO,,
796486,NCC,000000-00-0,,2,TON(S),POTASH,NO,,
796487,MAR,000000-00-0,,1,EACH,DELCO # 08-031556,YES,1,EACH
796489,JPV,000000-00-0,,1,GALLON(S),"JET FUEL: JP-5 (KEROSENE, HEAVY)",YES,1,PINT(S)
796490,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
796491,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
796492,UNK,000000-00-0,,1,PINT(S),VEGITABLE BASED HYDROLIC OIL,YES,1,PINT(S)
796493,OLB,000000-00-0,,10,GALLON(S),"OIL, MISC: LUBRICATING",NO,,
796494,OTH,000000-00-0,,10,GALLON(S),DIRTY OIL & WATER,YES,5,GALLON(S)
796495,SFA,007664-93-9,,40,GALLON(S),SULFURIC ACID,NO,0,
796496,NCC,000000-00-0,,700,GALLON(S),AQUA AMMONIA,YES,700,GALLON(S)
796498,OSX,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 6",YES,0,UNKNOWN AMOUNT
796499,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
796500,OTD,000000-00-0,,2,GALLON(S),"OIL, FUEL: NO. 2-D",YES,0.5,GALLON(S)
796502,OMN,000000-00-0,,48,GALLON(S),"OIL, MISC: MINERAL ( NON PCB'S )",YES,10,GALLON(S)
796503,OIL,000000-00-0,,0.09,GALLON(S),OIL: CRUDE,YES,0.09,GALLON(S)
796505,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
796506,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
796507,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
796507,NCC,000000-00-0,,0,UNKNOWN AMOUNT,FIRE DEBRIS,NO,,
796508,SFD,000000-00-0,,16.9,POUND(S),SULFUR DIOXIDE,NO,,
796508,CMO,000000-00-0,,118.1,POUND(S),CARBON MONOXIDE,NO,,
796508,NCC,000000-00-0,,21.7,POUND(S),NITROGEN DIOXIDE,NO,,
796508,NCC,000000-00-0,,109.6,POUND(S),VOC,NO,,
796509,NCC,000000-00-0,,27.5,POUND(S),NITROGEN DIOXIDE,NO,,
796509,NCC,000000-00-0,,138.8,POUND(S),VOC,NO,,
796509,CMO,000000-00-0,,149.6,POUND(S),CARBON MONOXIDE,NO,,
796509,SFD,000000-00-0,,21.4,POUND(S),SULFUR DIOXIDE,NO,,
796511,NCC,000000-00-0,,52.4,POUND(S),VOC,NO,,
796511,NCC,000000-00-0,,10.4,POUND(S),NITROGEN DIOXIDE,NO,,
796511,CMO,000000-00-0,,56.5,POUND(S),CARBON MONOXIDE,NO,,
