SEQNOS,CHRIS_CODE,CAS_NUMBER,UN_NUMBER,AMOUNT_OF_MATERIAL,UNIT_OF_MEASURE,NAME_OF_MATERIAL,IF_REACHED_WATER,AMOUNT_IN_WATER,UNIT_OF_MEASURE_REACH_WATER
709548,OMT,000000-00-0,,10,GALLON(S),"OIL, MISC: MOTOR",YES,0,UNKNOWN AMOUNT
709549,OLB,000000-00-0,,1,OUNCE(S),"OIL, MISC: LUBRICATING",YES,1,OUNCE(S)
709551,CLX,007782-50-5,,0,UNKNOWN AMOUNT,CHLORINE,NO,,
709552,ODS,000000-00-0,,0,GALLON(S),OIL: DIESEL,YES,0,GALLON(S)
709553,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
709554,AMA,007664-41-7,,1.5,BARREL(S),"AMMONIA, ANHYDROUS",NO,,
709556,BNZ,000071-43-2,,0,UNKNOWN AMOUNT,BENZENE,YES,0,UNKNOWN AMOUNT
709556,CUM,000000-00-0,,0,UNKNOWN AMOUNT,CUMENE,YES,0,UNKNOWN AMOUNT
709558,NCC,000000-00-0,,0,UNKNOWN AMOUNT,TOXIC WATER,YES,0,UNKNOWN AMOUNT
709559,OTW,000000-00-0,,1,GALLON(S),"OIL, FUEL: NO. 2",NO,,
709560,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
709561,BDI,000000-00-0,,10,POUND(S),BUTADIENE,NO,,
709562,OTW,000000-00-0,,1,QUART(S),"OIL, FUEL: NO. 2",NO,,
709563,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
709564,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
709565,NCC,000000-00-0,,1000,GALLON(S),FLUOROSILICIC ACID,YES,0,UNKNOWN AMOUNT
709566,NCC,000000-00-0,,10,POUND(S),NITROGEN OXIDE,NO,,
709566,NCC,000000-00-0,,10,POUND(S),NITROGEN DIOXIDE,NO,,
709567,NCC,000000-00-0,,4,GALLON(S),XYLENE,NO,,
709568,BNZ,000071-43-2,,0,UNKNOWN AMOUNT,BENZENE,NO,,
709568,NTO,000000-00-0,,0,UNKNOWN AMOUNT,NITROUS OXIDE,NO,,
709569,NCC,000000-00-0,,100,GALLON(S),REGULAR SULFUR FUEL OIL,NO,,
709570,NCC,000000-00-0,,0,UNKNOWN AMOUNT,PAINT & RAINWATER,YES,0,UNKNOWN AMOUNT
709571,NCC,000000-00-0,,22.9,POUND(S),NOX,NO,,
709572,OTD,000000-00-0,,35,GALLON(S),"OIL, FUEL: NO. 2-D",NO,,
709574,JPE,000000-00-0,,1,GALLON(S),JET FUEL: JP-8,NO,,
709575,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
709576,OTH,000000-00-0,,21,GALLON(S),MOTOR OIL/WATER MIXTURE,YES,21,GALLON(S)
709577,OHY,000000-00-0,,55,GALLON(S),HYDRAULIC OIL,YES,10,GALLON(S)
709578,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
709580,NCC,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN,NO,,
709582,OTH,000000-00-0,,5,UNKNOWN AMOUNT,OIL DIESEL MIX,YES,5,GALLON(S)
709583,NCC,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN SUBSTANCE,NO,,
709584,HDS,007783-06-4,,100,POUND(S),HYDROGEN SULFIDE,NO,,
709585,NCC,000000-00-0,,37,POUND(S),NITROGEN OXIDES,NO,,
709586,NCC,000000-00-0,,28,POUND(S),NITROGEN OXIDE,NO,,
709587,OTD,000000-00-0,,207,GALLON(S),"OIL, FUEL: NO. 2-D",YES,0,UNKNOWN AMOUNT
709588,NCC,000000-00-0,,11.43,POUND(S),NITROGEN OXIDES,NO,,
709589,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
709590,NCC,000000-00-0,,11.43,POUND(S),NITROGEN OXIDES,NO,,
709591,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
709592,OTH,000000-00-0,,5,GALLON(S),CRUDE AND DIESEL MIX,NO,,
709593,NCC,000000-00-0,,191,POUND(S),NITROGEN OXIDE,NO,,
709593,NCC,000000-00-0,,21,POUND(S),NITROGEN DIOXIDE,NO,,
709594,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
709595,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
709596,OHY,000000-00-0,,100,LITER(S),HYDRAULIC OIL,YES,100,LITER(S)
709598,AMA,007664-41-7,,3000,POUND(S),AMMONIA,NO,,
709599,CLX,007782-50-5,,0,UNKNOWN AMOUNT,CHLORINE,NO,,
709600,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
709601,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
709604,PHN,000108-95-2,,5,GALLON(S),PHENOL,NO,,
709605,NTO,000000-00-0,,28,POUND(S),NITROUS OXIDE,NO,,
709605,ONG,000000-00-0,,435,MIL CBF,NATURAL GAS,NO,,
709606,AMA,007664-41-7,,0,UNKNOWN AMOUNT,AMMONIA,NO,,
709607,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
709608,OTD,000000-00-0,,1000,GALLON(S),"OIL, FUEL: NO. 2-D",UNKNOWN,0,UNKNOWN AMOUNT
709611,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
709612,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0,UNKNOWN AMOUNT
709613,OTH,000000-00-0,,20,BARREL(S),PRODUCED OIL,NO,,
709613,OTH,000000-00-0,,200,BARREL(S),PRODUCED WATER,NO,,
709614,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
709615,RFG,000000-00-0,,0,UNKNOWN AMOUNT,REFRIGERANT GASES,NO,,
709616,OTD,000000-00-0,,4,GALLON(S),"OIL, FUEL: NO. 2-D",YES,1,GALLON(S)
709617,BDI,000000-00-0,,100,POUND(S),BUTADIENE,NO,,
709618,UNK,000000-00-0,,55,GALLON(S),UNKNOWN MATERIAL,NO,,
709619,NCC,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
709620,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
709621,CSS,000000-00-0,,0,UNKNOWN AMOUNT,CAUSTIC SODA SOLUTION,NO,,
709623,NTX,010102-43-9,,28,POUND(S),NITRIC OXIDE,NO,,
709624,NTX,010102-43-9,,37,POUND(S),NITRIC OXIDE,NO,,
709625,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
709626,SFD,000000-00-0,,500,POUND(S),SULFUR DIOXIDE,NO,,
709627,ODS,000000-00-0,,100,GALLON(S),OIL: DIESEL,NO,,
709628,NCC,000000-00-0,,252,POUND(S),NOX,NO,,
709629,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
709632,NCC,000000-00-0,,191,POUND(S),NITROGEN OXIDE,NO,,
709632,NCC,000000-00-0,,21,POUND(S),NITROGEN DIOXIDE,NO,,
709633,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
709634,OHY,000000-00-0,,10,GALLON(S),HYDRAULIC OIL,YES,10,GALLON(S)
709635,BSS,000000-00-0,,1,BARREL(S),BILGE SLOPS,YES,1,BARREL(S)
709636,OHY,000000-00-0,,2,DROP(S),HYDRAULIC OIL,YES,2,DROP(S)
709637,ODS,000000-00-0,,5,GALLON(S),OIL: DIESEL,YES,5,GALLON(S)
709638,NCC,000000-00-0,,0,UNKNOWN AMOUNT,SEWAGE,YES,0,UNKNOWN AMOUNT
709639,OIL,000000-00-0,,10,GALLON(S),OIL: CRUDE,YES,10,GALLON(S)
709641,BSS,000000-00-0,,1,GALLON(S),BILGE SLOPS,YES,1,GALLON(S)
709642,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
709643,AMA,007664-41-7,,240,POUND(S),"AMMONIA, ANHYDROUS",NO,,
709644,NCC,000000-00-0,,15,POUND(S),NITROGEN OXIDE,NO,,
709645,OTD,000000-00-0,,1,GALLON(S),"OIL, FUEL: NO. 2-D",YES,1,GALLON(S)
709646,ODS,000000-00-0,,40,GALLON(S),OIL: DIESEL,YES,40,GALLON(S)
709647,OHY,000000-00-0,,1.5,CUP(S),HYDRAULIC OIL,YES,0.5,CUP(S)
709648,BDI,000000-00-0,,100,POUND(S),BUTADIENE,NO,,
709649,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
709650,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
709651,NCC,000000-00-0,,17.4,POUND(S),NITROGEN OXIDE,NO,,
709652,OTH,000000-00-0,,0,UNKNOWN AMOUNT,RUSPHREE 4746A (OIL BASED MATERIAL),YES,20,GALLON(S)
709653,OTH,000000-00-0,,42,GALLON(S),CRUDE OIL DIESEL FUEL MIXTURE,NO,,
709654,OTH,000000-00-0,,0,UNKNOWN AMOUNT,GEAR OIL,YES,0,UNKNOWN AMOUNT
709655,SFD,000000-00-0,,10.3,TON(S),SULFUR DIOXIDE,NO,,
709656,NCC,000000-00-0,,100,POUND(S),NITROGEN OXIDE,NO,,
709658,OIL,000000-00-0,,10,BARREL(S),OIL: CRUDE,YES,10,BARREL(S)
709659,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NITROGEN OXIDES,NO,,
709660,OTH,000000-00-0,,3,GALLON(S),OTHER OIL,YES,0,UNKNOWN AMOUNT
709661,OIL,000000-00-0,,15,BARREL(S),OIL: CRUDE,NO,,
709662,NCC,000000-00-0,,420000,CUBIC FEET,NITROGEN OXIDES,NO,,
709663,NCC,000000-00-0,,99.6,POUND(S),LIQUID PENTANE,NO,,
709663,NCC,000000-00-0,,1890,POUND(S),PENTANE,NO,,
709663,NCC,000000-00-0,,1160,POUND(S),ISOOCTANE,NO,,
709664,NTX,010102-43-9,,37,POUND(S),NITRIC OXIDE,NO,,
709665,NTX,010102-43-9,,28,POUND(S),NITRIC OXIDE,NO,,
709666,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
709667,NCC,000000-00-0,,100,POUND(S),METHYLENE CHLORIDE,NO,,
709667,MTC,000000-00-0,,100,POUND(S),METHYL CHLORIDE,NO,,
709667,CRF,000000-00-0,,10,POUND(S),CHLOROFORM,NO,,
709667,CBT,000056-23-5,,10,POUND(S),CARBON TETRACHLORIDE,NO,,
709667,HDC,000000-00-0,,100,POUND(S),HYDROGEN CHLORIDE,NO,,
709669,OTD,000000-00-0,,1,QUART(S),"OIL, FUEL: NO. 2-D",YES,1,QUART(S)
709670,NOX,010544-72-6,,89,POUND(S),NITROGEN TETROXIDE,NO,,
709671,PRP,000000-00-0,,0,UNKNOWN AMOUNT,PROPANE,NO,,
709672,OTD,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2-D",YES,0,UNKNOWN AMOUNT
709673,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
709675,OTD,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2-D",YES,0,UNKNOWN AMOUNT
709675,OLB,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: LUBRICATING",YES,0,UNKNOWN AMOUNT
709676,NCC,000000-00-0,,0.03,GALLON(S),EMULSION,YES,0.03,GALLON(S)
709677,TDI,000000-00-0,,200,POUND(S),"TOLUENE 2,4-DIISOCYANATE",NO,,
709678,NCC,000000-00-0,,110,POUND(S),NITROGEN OXIDE,NO,,
709678,NCC,000000-00-0,,21,POUND(S),NITROGEN DIOXIDE,NO,,
709682,JPV,000000-00-0,,20,GALLON(S),"JET FUEL: JP-5 (KEROSENE, HEAVY)",NO,,
709683,OTD,000000-00-0,,5,GALLON(S),"OIL, FUEL: NO. 2-D",YES,5,GALLON(S)
709684,CLX,007782-50-5,,0,UNKNOWN AMOUNT,CHLORINE,NO,,
709685,ODS,000000-00-0,,115,GALLON(S),OIL: DIESEL,UNKNOWN,,
709688,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
709689,EDC,000000-00-0,,200,POUND(S),ETHYLENE DICHLORIDE,NO,,
709689,CLX,007782-50-5,,18,POUND(S),CHLORINE,NO,,
709689,CRF,000000-00-0,,28,POUND(S),CHLOROFORM,NO,,
709690,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
709691,OSX,000000-00-0,,1,OUNCE(S),"OIL, FUEL: NO. 6",YES,1,OUNCE(S)
709692,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
709693,NCC,000000-00-0,,44,POUND(S),NITROGEN OXIDE,NO,,
709694,OTD,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2-D",YES,0,UNKNOWN AMOUNT
709694,OLB,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: LUBRICATING",YES,0,UNKNOWN AMOUNT
709695,NCC,000000-00-0,,0,UNKNOWN AMOUNT,STORM WATER,YES,0,UNKNOWN AMOUNT
709696,OSX,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 6",UNKNOWN,0,UNKNOWN AMOUNT
709697,NCC,000000-00-0,,500,GALLON(S),SEWAGE,NO,,
709698,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
709700,NCC,000000-00-0,,100,GALLON(S),DIEELECTRIC,UNKNOWN,0,GALLON(S)
709701,NCC,000000-00-0,,15,POUND(S),NITROGEN OXIDES,NO,,
709702,MAR,000000-00-0,,1,EACH,DELCO LT 112A 08-025431,YES,1,EACH
709703,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
709704,SHD,001310-73-2,,2000,POUND(S),SODIUM HYDROXIDE,NO,,
709705,OIL,000000-00-0,,0.01,GALLON(S),OIL: CRUDE,YES,0.01,GALLON(S)
709706,NCC,000000-00-0,,145,POUND(S),AMMONIA,NO,,
709707,NCC,000000-00-0,,2000,GALLON(S),8% NITROGEN WITH AMONIUM CHLORIDE,NO,,
709708,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
709710,OMT,000000-00-0,,10,GALLON(S),"OIL, MISC: MOTOR",YES,10,GALLON(S)
709711,SFD,000000-00-0,,36552,POUND(S),SULFUR DIOXIDE,NO,,
709713,OTD,000000-00-0,,200,GALLON(S),"OIL, FUEL: NO. 2-D",YES,200,GALLON(S)
709714,NCC,000000-00-0,,1535,GALLON(S),FLUSHING TAR,NO,,
709715,OTD,000000-00-0,,1,GALLON(S),"OIL, FUEL: NO. 2-D",NO,,
709716,PPL,000000-00-0,,0,UNKNOWN AMOUNT,PROPYLENE,NO,,
709716,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NITROGEN OXIDE,NO,,
709717,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
709717,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NITROGEN OXIDE,NO,,
709718,NCC,000000-00-0,,1,PINT(S),FINISHED FURNACE OIL,YES,1,PINT(S)
709719,NCC,000000-00-0,,5,GALLON(S),HAZMAT WASTE,NO,,
709720,OTD,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2-D",YES,0,UNKNOWN AMOUNT
709721,ODS,000000-00-0,,10,GALLON(S),OIL: DIESEL,NO,,
709722,NCC,000000-00-0,,0,UNKNOWN AMOUNT,FUEL GAS,NO,,
709723,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
709724,SFD,000000-00-0,,9022,POUND(S),SULFUR DIOXIDE,NO,,
709724,CMO,000000-00-0,,57,POUND(S),CARBON MONOXIDE,NO,,
709724,NCC,000000-00-0,,8,POUND(S),NOX,NO,,
709724,HDS,007783-06-4,,98,POUND(S),HYDROGEN SULFIDE,NO,,
709724,NCC,000000-00-0,,195,POUND(S),VOC,NO,,
709725,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NITROGEN OXIDE,NO,,
709726,NCC,000000-00-0,,177000,GALLON(S),STORM WATER,YES,177000,GALLON(S)
709727,NCC,000000-00-0,,19,POUND(S),NITROGEN OXIDE,NO,,
709729,OTD,000000-00-0,,2,GALLON(S),"OIL, FUEL: NO. 2-D",YES,2,GALLON(S)
709732,NCC,000000-00-0,,100000,GALLON(S),GEOTHERMAL BRINE,NO,,
709734,NOX,010544-72-6,,64,POUND(S),NITROGEN TETROXIDE,NO,,
709735,NCC,000000-00-0,,1,GALLON(S),BILDGE WATER,YES,1,GALLON(S)
709736,OWA,000000-00-0,,0,UNKNOWN AMOUNT,WASTE OIL,YES,0,UNKNOWN AMOUNT
709737,NTX,010102-43-9,,37,POUND(S),NITRIC OXIDE,NO,,
709738,NTX,010102-43-9,,28,POUND(S),NITRIC OXIDE,NO,,
709739,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
709740,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NITROGEN OXIDE,NO,,
709740,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
709740,HDS,007783-06-4,,0,UNKNOWN AMOUNT,HYDROGEN SULFIDE,NO,,
709741,AMA,007664-41-7,,100,GALLON(S),"AMMONIA, ANHYDROUS",NO,,
709742,OMT,000000-00-0,,3,GALLON(S),"OIL, MISC: MOTOR",YES,3,GALLON(S)
709743,OTH,000000-00-0,,0.1,GALLON(S),30 WEIGHT OIL,YES,0.1,GALLON(S)
709744,OTF,000000-00-0,,1,GALLON(S),"OIL, MISC: TRANSFORMER",NO,,
709745,OLB,000000-00-0,,10,GALLON(S),"OIL, MISC: LUBRICATING",NO,,
709746,NCC,000000-00-0,,13,POUND(S),NITROGEN OXIDE,NO,,
709747,NCC,000000-00-0,,130,POUND(S),NITROGEN OXIDE,NO,,
709748,NCC,000000-00-0,,3000,GALLON(S),RAW SEWAGE,YES,50,GALLON(S)
709749,OTD,000000-00-0,,100,GALLON(S),"OIL, FUEL: NO. 2-D",UNKNOWN,0,UNKNOWN AMOUNT
709750,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
709751,OTD,000000-00-0,,30,GALLON(S),"OIL, FUEL: NO. 2-D",YES,30,GALLON(S)
709752,NCC,000000-00-0,,0,UNKNOWN AMOUNT,BLACK MOLD,NO,,
709752,NCC,000000-00-0,,0,UNKNOWN AMOUNT,ASBESTOS,NO,,
