SEQNOS,CHRIS_CODE,CAS_NUMBER,UN_NUMBER,AMOUNT_OF_MATERIAL,UNIT_OF_MEASURE,NAME_OF_MATERIAL,IF_REACHED_WATER,AMOUNT_IN_WATER,UNIT_OF_MEASURE_REACH_WATER
895603,NCC,000000-00-0,,50,TON(S),COAL,NO,,
895605,NCC,000000-00-0,,0.02,GALLON(S),CONDENSATE,YES,0.02,GALLON(S)
895607,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895608,OOD,000000-00-0,,15,GALLON(S),"OIL, FUEL: NO. 1-D",YES,15,GALLON(S)
895609,OTH,000000-00-0,,0,UNKNOWN AMOUNT,OTHER OIL (FUEL ADDITIVE),YES,0,UNKNOWN AMOUNT
895610,ODS,000000-00-0,,0.5,OUNCE(S),OIL: DIESEL,YES,0.5,OUNCE(S)
895611,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
895612,OIL,000000-00-0,,2,BARREL(S),OIL: CRUDE,YES,2,BARREL(S)
895612,NCC,000000-00-0,,80,BARREL(S),SALT WATER,YES,80,BARREL(S)
895613,ODS,000000-00-0,,30,GALLON(S),OIL: DIESEL,YES,5,GALLON(S)
895616,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN CHEMICAL MATERIAL,YES,0,UNKNOWN AMOUNT
895617,OTD,000000-00-0,,100,GALLON(S),"OIL, FUEL: NO. 2-D",YES,10,GALLON(S)
895618,NCC,000000-00-0,,0,UNKNOWN AMOUNT,RAW SEWAGE,NO,,
895619,OIL,000000-00-0,,0,UNKNOWN AMOUNT,OIL: CRUDE,NO,,
895620,OLB,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: LUBRICATING",NO,,
895621,OTH,000000-00-0,,100,GALLON(S),NUMBER SIX OIL WATER MIXTURE,YES,1,QUART(S)
895622,ODS,000000-00-0,,15,GALLON(S),OIL: DIESEL,YES,15,GALLON(S)
895623,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
895624,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895626,OIL,000000-00-0,,0.27,GALLON(S),OIL: CRUDE,YES,0.27,GALLON(S)
895627,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
895629,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,YES,0,UNKNOWN AMOUNT
895630,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895632,OMT,000000-00-0,,4,GALLON(S),"OIL, MISC: MOTOR",YES,4,GALLON(S)
895635,GAS,000000-00-0,,4000,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
895636,OTW,000000-00-0,,1.5,GALLON(S),"OIL, FUEL: NO. 2",NO,,
895637,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,,
895639,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895640,NCC,000000-00-0,,36.5,POUND(S),AMMONIA,NO,,
895641,NCC,000000-00-0,,300,GALLON(S),CHEMICAL BLEND OF MATERIALS,YES,300,GALLON(S)
895643,OOD,000000-00-0,,2,TEASPOON(S),"OIL, FUEL: NO. 1-D",YES,2,TEASPOON(S)
895644,AMA,007664-41-7,,165,POUND(S),"AMMONIA, ANHYDROUS",NO,,
895645,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895646,NCC,000000-00-0,,0,UNKNOWN AMOUNT,LIGHT DUSTING KAOLEX,NO,,
895647,OUN,000000-00-0,,5,GALLON(S),UNKNOWN OIL,NO,,
895648,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895648,NCC,000000-00-0,,0,UNKNOWN AMOUNT,DIAPERS,YES,0,UNKNOWN AMOUNT
895648,NCC,000000-00-0,,0,UNKNOWN AMOUNT,DEBRIS,YES,0,UNKNOWN AMOUNT
895649,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
895650,NCC,000000-00-0,,35,GALLON(S),RAW SEWAGE,YES,13,GALLON(S)
895652,NCC,000000-00-0,,0,UNKNOWN AMOUNT,TIRES,NO,,
895653,ODS,000000-00-0,,5,GALLON(S),OIL: DIESEL,NO,,
895656,OON,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 1 (KEROSENE)",NO,,
895657,OIL,000000-00-0,,2.7,GALLON(S),OIL: CRUDE,YES,2.7,GALLON(S)
895658,MAR,000000-00-0,,1,EACH,DELCO S-2000 SER. #05-017463,YES,1,EACH
895659,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
895660,ODS,000000-00-0,,10,GALLON(S),OIL: DIESEL,YES,10,GALLON(S)
895661,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895662,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895663,ODS,000000-00-0,,5,LITER(S),OIL: DIESEL,YES,2,LITER(S)
895664,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
895666,NCC,000000-00-0,,999,GALLON(S),UNTREATED SEWAGE,YES,0,UNKNOWN AMOUNT
895668,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895669,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895670,NCC,000000-00-0,,100,BARREL(S),PRODUCED WATER,YES,100,UNKNOWN AMOUNT
895670,OIL,000000-00-0,,2,BARREL(S),OIL: CRUDE,YES,2,BARREL(S)
895671,MCR,007439-97-6,,18.3,OTHER,MERCURY,NO,,
895671,NCC,000000-00-0,,2200,OTHER,LEAD,NO,,
895672,OTH,000000-00-0,,1,GALLON(S),OTHER OIL (GREASE),NO,,
895673,NCC,000000-00-0,,0,UNKNOWN AMOUNT,MTBE,YES,0,UNKNOWN AMOUNT
895673,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
895675,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
895676,OTH,000000-00-0,,0.5,TEASPOON(S), BUNKER OIL,YES,0.5,TEASPOON(S)
895677,OHY,000000-00-0,,2,GALLON(S),HYDRAULIC OIL,YES,2,GALLON(S)
895678,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895680,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895681,NCC,000000-00-0,,2,GALLON(S),BLEACH REPLENISHER,NO,,
895682,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895684,AMA,007664-41-7,,3075,POUND(S),"AMMONIA, ANHYDROUS",NO,,
895685,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
895686,NCC,000000-00-0,,0,UNKNOWN AMOUNT,PAINT,NO,,
895686,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
895688,ODS,000000-00-0,,2,GALLON(S),OIL: DIESEL,YES,2,GALLON(S)
895689,OUN,000000-00-0,,5,GALLON(S),UNKNOWN OIL,YES,5,GALLON(S)
895690,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
895691,CLX,007782-50-5,,25,GALLON(S),CHLORINE,YES,25,GALLON(S)
895692,OTH,000000-00-0,,0.1,GALLON(S),CONDENSATE,YES,0.1,GALLON(S)
895693,ODS,000000-00-0,,2,GALLON(S),OIL: DIESEL,YES,2,GALLON(S)
895694,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
895695,BNZ,000071-43-2,,11,POUND(S),BENZENE,NO,,
895695,BDI,000000-00-0,,11,POUND(S),BUTADIENE,NO,,
895698,ONG,000000-00-0,,20,GALLON(S),NATURAL GAS CONDENSATE,YES,20,GALLON(S)
895700,MCR,007439-97-6,,0,UNKNOWN AMOUNT,MERCURY,NO,,
895701,OHY,000000-00-0,,2,TEASPOON(S),HYDRAULIC OIL,YES,2,TEASPOON(S)
895702,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895703,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
895704,OIL,000000-00-0,,2.52,GALLON(S),OIL: CRUDE,YES,2.52,GALLON(S)
895705,GAS,000000-00-0,,1200,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
895707,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
895708,OTH,000000-00-0,,0.001,GALLON(S),"""RBW-513""; WATER CLARIFIER, LIGHTER THAN WATER",YES,0.001,GALLON(S)
895709,OIL,000000-00-0,,0.427,GALLON(S),OIL: CRUDE,YES,0.427,GALLON(S)
895710,NCC,000000-00-0,,2,GALLON(S),POWER STEERING FLUID,NO,,
895711,OLB,000000-00-0,,1,GALLON(S),"OIL, MISC: LUBRICATING",NO,,
895712,OIL,000000-00-0,,0.0194,GALLON(S),OIL: CRUDE,YES,0.0194,GALLON(S)
895713,ODS,000000-00-0,,1000,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
895716,GAS,000000-00-0,,1,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
895717,OHY,000000-00-0,,0,UNKNOWN AMOUNT,HYDRAULIC OIL,UNKNOWN,0,UNKNOWN AMOUNT
895719,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
895720,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895722,OLB,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: LUBRICATING",UNKNOWN,0,UNKNOWN AMOUNT
895724,HCL,007647-01-0,,0,UNKNOWN AMOUNT,HYDROCHLORIC ACID,NO,,
895724,SFA,007664-93-9,,0,UNKNOWN AMOUNT,SULFURIC ACID,NO,,
895724,NAC,007697-37-2,,0,UNKNOWN AMOUNT,NITRIC ACID,NO,,
895724,PTC,000151-50-8,,0,UNKNOWN AMOUNT,POTASSIUM CYANIDE,NO,,
895724,SCN,000143-33-9,,0,UNKNOWN AMOUNT,SODIUM CYANIDE,NO,,
895724,PRP,000000-00-0,,0,UNKNOWN AMOUNT,PROPANE,NO,,
895727,NCC,000000-00-0,,100,POUND(S),LIQUID AMMONIA,NO,,
895728,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
895729,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),UNKNOWN,0,UNKNOWN AMOUNT
895729,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",UNKNOWN,0,UNKNOWN AMOUNT
895729,EGL,000107-21-1,,0,UNKNOWN AMOUNT,ETHYLENE GLYCOL,UNKNOWN,0,UNKNOWN AMOUNT
895732,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
895733,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895734,OTH,000000-00-0,,2,OUNCE(S),OIL & WATER MIXTURE,YES,2,OUNCE(S)
895735,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895736,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895737,NCC,000000-00-0,,30,GALLON(S),WASTE PAINT MATERIAL,NO,,
895738,OSX,000000-00-0,,1,GALLON(S),"OIL, FUEL: NO. 6",YES,1,GALLON(S)
895739,OIL,000000-00-0,,52,BARREL(S),OIL: CRUDE,YES,30,GALLON(S)
895740,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
895742,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895743,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895744,OIL,000000-00-0,,11,GALLON(S),OIL: CRUDE,YES,11,GALLON(S)
895745,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895746,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895747,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895748,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895749,OTH,000000-00-0,,30,BARREL(S),CONDENSATE,YES,30,BARREL(S)
895750,ODS,000000-00-0,,50,GALLON(S),OIL: DIESEL,YES,50,GALLON(S)
895751,NCC,000000-00-0,,0,UNKNOWN AMOUNT,SALT WATER,YES,0,UNKNOWN AMOUNT
895752,GAS,000000-00-0,,2,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,2,GALLON(S)
895754,NCC,000000-00-0,,101.9,POUND(S),AMMONIA,NO,,
895757,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
895758,OON,000000-00-0,,1100,GALLON(S),"OIL, FUEL: NO. 1 (KEROSENE)",YES,1100,GALLON(S)
895758,OUN,000000-00-0,,100,GALLON(S),UNKNOWN OIL,YES,100,GALLON(S)
895759,OTH,000000-00-0,,1,OUNCE(S),HEAT MEDIUM OIL,YES,1,OUNCE(S)
895763,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895764,GAS,000000-00-0,,3,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,3,GALLON(S)
895765,OIL,000000-00-0,,2,CUBIC METER(S),OIL: CRUDE,NO,,
895766,ODS,000000-00-0,,20,GALLON(S),OIL: DIESEL,YES,20,GALLON(S)
895767,OTF,000000-00-0,,175,GALLON(S),"OIL, MISC: TRANSFORMER",NO,,
895768,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895769,OLB,000000-00-0,,1,GALLON(S),"OIL, MISC: LUBRICATING",YES,1,GALLON(S)
895770,OIL,000000-00-0,,1,BARREL(S),OIL: CRUDE,YES,1,BARREL(S)
895771,OIL,000000-00-0,,0,UNKNOWN AMOUNT,OIL: CRUDE,UNKNOWN,0,UNKNOWN AMOUNT
895772,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
895773,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895774,OHY,000000-00-0,,0.015,GALLON(S),HYDRAULIC OIL,YES,0.015,GALLON(S)
895775,NCC,000000-00-0,,9000,GALLON(S),POTABLE WATER,YES,9000,GALLON(S)
895775,CRF,000000-00-0,,0,UNKNOWN AMOUNT,CHLOROFORM,YES,0,UNKNOWN AMOUNT
895775,NCC,000000-00-0,,0,UNKNOWN AMOUNT,DIBROMOCHLOROMETHANE,YES,0,UNKNOWN AMOUNT
895775,NCC,000000-00-0,,0,UNKNOWN AMOUNT,BROMODICHLOROMETHANE,YES,0,UNKNOWN AMOUNT
895775,BRO,000075-25-2,,0,UNKNOWN AMOUNT,BROMOFORM,YES,0,UNKNOWN AMOUNT
895775,ETB,000100-41-4,,0,UNKNOWN AMOUNT,ETHYLBENZENE,YES,0,UNKNOWN AMOUNT
895775,TOL,000108-88-3,,0,UNKNOWN AMOUNT,TOLUENE,YES,0,UNKNOWN AMOUNT
895775,XLX,000000-00-0,,0,UNKNOWN AMOUNT,"XYLENE (O-, M-, P-, & MIXTURES)",YES,0,UNKNOWN AMOUNT
895775,NCC,000000-00-0,,0,UNKNOWN AMOUNT,CHLORO-ETHYL-BENZENE,YES,0,UNKNOWN AMOUNT
895775,NCC,000000-00-0,,0,UNKNOWN AMOUNT,CHLORO-DIMETHYL-BENZENE,YES,0,UNKNOWN AMOUNT
895775,NCC,000000-00-0,,0,UNKNOWN AMOUNT,BROMO-DIMETHYL-BENZENE,YES,0,UNKNOWN AMOUNT
895775,NCC,000000-00-0,,0,UNKNOWN AMOUNT,DICHLORO-DIMETHYL-BENZENE,YES,0,UNKNOWN AMOUNT
895777,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,0,UNKNOWN AMOUNT
895778,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895780,NCC,000000-00-0,,1000,POUND(S),REFINERY GAS,NO,,
895780,SFD,000000-00-0,,500,POUND(S),SULFUR DIOXIDE,NO,,
895780,HDS,007783-06-4,,100,POUND(S),HYDROGEN SULFIDE,NO,,
895781,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895782,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895783,ODS,000000-00-0,,1500,GALLON(S),OIL: DIESEL,NO,,
895784,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895785,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
895786,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895787,OTH,000000-00-0,,0.5,TEASPOON(S),BUNKER OIL,YES,0.5,TEASPOON(S)
895789,VCM,000075-01-4,,0,UNKNOWN AMOUNT,VINYL CHLORIDE,NO,,
895791,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895792,OIL,000000-00-0,,3,GALLON(S),OIL: CRUDE,YES,3,GALLON(S)
895793,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
895794,OIL,000000-00-0,,15,BARREL(S),OIL: CRUDE,NO,,
895795,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
895798,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0,UNKNOWN AMOUNT
895799,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL AND GREASE,YES,0,UNKNOWN AMOUNT
895802,ZBR,007699-45-8,,20,GALLON(S),ZINC BROMIDE,YES,20,GALLON(S)
895803,SFA,007664-93-9,,6,OUNCE(S),SULFURIC ACID,NO,,
895805,OTH,000000-00-0,,0,UNKNOWN AMOUNT,WATER & UNKNOWN PETROLEUM MIXTURE,UNKNOWN,0,UNKNOWN AMOUNT
895806,OLB,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: LUBRICATING",YES,0,UNKNOWN AMOUNT
895807,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895808,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895809,NCC,000000-00-0,,0,UNKNOWN AMOUNT,POOL WATER,YES,0,UNKNOWN AMOUNT
895810,OTH,000000-00-0,,0.75,BARREL(S),CONDENSATE,NO,,
895811,OIL,000000-00-0,,0.001,GALLON(S),OIL: CRUDE,YES,0.001,GALLON(S)
895812,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895813,OIL,000000-00-0,,0,UNKNOWN AMOUNT,OIL: CRUDE,UNKNOWN,0,UNKNOWN AMOUNT
895814,GAS,000000-00-0,,3,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
895816,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
895817,NCC,000000-00-0,,62.2,POUND(S),AMMONIA,NO,,
895818,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895819,OIL,000000-00-0,,0.035,GALLON(S),OIL: CRUDE,YES,0.035,GALLON(S)
895820,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895821,OIL,000000-00-0,,0.086,GALLON(S),OIL: CRUDE,YES,0.086,GALLON(S)
895822,OTH,000000-00-0,,1,GALLON(S),CONDENSATE,YES,1,GALLON(S)
895823,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
895825,OLB,000000-00-0,,1,QUART(S),"OIL, MISC: LUBRICATING",NO,,
895826,OIL,000000-00-0,,5,GALLON(S),OIL: CRUDE,YES,5,GALLON(S)
895827,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895829,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895830,OTH,000000-00-0,,0,UNKNOWN AMOUNT,SEWAGE WATER (CONTAINING ANTIFREEZE & MOTOR OIL),YES,0,UNKNOWN AMOUNT
895831,OTH,000000-00-0,,1,TEASPOON(S),BUNKER OIL,YES,1,TEASPOON(S)
895832,ODS,000000-00-0,,10,DROP(S),OIL: DIESEL,YES,10,DROP(S)
895833,OIL,000000-00-0,,0.001,GALLON(S),OIL: CRUDE,YES,0.001,GALLON(S)
895834,ODS,000000-00-0,,10,DROP(S),OIL: DIESEL,YES,10,DROP(S)
895835,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895837,IPA,000000-00-0,,0,UNKNOWN AMOUNT,ISOPROPYL ALCOHOL,NO,,
895838,HCL,007647-01-0,,15,GALLON(S),HYDROCHLORIC ACID,NO,,
895839,OIL,000000-00-0,,1500,BARREL(S),OIL: CRUDE,NO,,
895840,ODS,000000-00-0,,1,GALLON(S),OIL: DIESEL,YES,1,GALLON(S)
895841,OTD,000000-00-0,,1,GALLON(S),"OIL, FUEL: NO. 2-D",YES,0.5,GALLON(S)
895842,NCC,000000-00-0,,300,GALLON(S),RECYCLED SOLVENT,NO,,
895843,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
895844,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
895845,ODS,000000-00-0,,4000,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
895847,ODS,000000-00-0,,35,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
895848,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895849,GAS,000000-00-0,,1,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,1,UNKNOWN AMOUNT
895850,NCC,000000-00-0,,30,GALLON(S),REGENERATIVE WASTE WATER,NO,,
895851,OTW,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2",NO,,
895852,TMA,000075-50-3,,0,UNKNOWN AMOUNT,TRIMETHYLAMINE,NO,,
895853,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
895854,ODS,000000-00-0,,1,GALLON(S),OIL: DIESEL,YES,1,GALLON(S)
895855,PAC,007664-38-2,,75,TON(S),PHOSPHORIC ACID,NO,,
895857,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
895857,OTH,000000-00-0,,0,UNKNOWN AMOUNT,TRANSMISSION FLUID,NO,,
895857,OTH,000000-00-0,,0,UNKNOWN AMOUNT,90 WEIGHT OIL,NO,,
895859,OHY,000000-00-0,,0.5,GALLON(S),HYDRAULIC OIL,YES,0.5,GALLON(S)
895860,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
895861,OLB,000000-00-0,,10,GALLON(S),"OIL, MISC: LUBRICATING",NO,,
895862,OTH,000000-00-0,,2,GALLON(S),OTHER OIL,YES,2,GALLON(S)
895863,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
895864,SHD,001310-73-2,,165,GALLON(S),SODIUM HYDROXIDE,NO,,
895865,NCC,000000-00-0,,0,UNKNOWN AMOUNT,CONDENSATE,YES,0,UNKNOWN AMOUNT
895866,NCC,000000-00-0,,5,GALLON(S),CHEMICAL OIL,YES,5,GALLON(S)
895867,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895868,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,UNKNOWN,0,UNKNOWN AMOUNT
895869,OUN,000000-00-0,,0.00056,GALLON(S),UNKNOWN OIL,YES,0.00056,GALLON(S)
895870,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895871,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895872,NCC,000000-00-0,,12,GALLON(S),WASTE SALT,NO,,
895873,OLB,000000-00-0,,20,GALLON(S),"OIL, MISC: LUBRICATING",NO,,
895874,EGL,000107-21-1,,2,GALLON(S),ETHYLENE GLYCOL,NO,,
895875,OHY,000000-00-0,,2,GALLON(S),HYDRAULIC OIL,NO,,
895876,ODS,000000-00-0,,1.5,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
895877,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
895878,OIL,000000-00-0,,8.125,GALLON(S),OIL: CRUDE,YES,8.125,GALLON(S)
895879,MAR,000000-00-0,,1,OTHER,DELCO S2000 S/N 08-037661,YES,1,OTHER
895880,OTH,000000-00-0,,0.043,GALLON(S),PRODUCED OIL,YES,0.043,GALLON(S)
895881,MAR,000000-00-0,,1,OTHER,DELCO S2000 S/N 08-037623,YES,1,OTHER
895882,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
895884,OIL,000000-00-0,,0,UNKNOWN AMOUNT,OIL: CRUDE,YES,0,UNKNOWN AMOUNT
895885,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
895885,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
