SEQNOS,CHRIS_CODE,CAS_NUMBER,UN_NUMBER,AMOUNT_OF_MATERIAL,UNIT_OF_MEASURE,NAME_OF_MATERIAL,IF_REACHED_WATER,AMOUNT_IN_WATER,UNIT_OF_MEASURE_REACH_WATER
893807,NCC,000000-00-0,,0,UNKNOWN AMOUNT,CHARCOAL,YES,0,UNKNOWN AMOUNT
893808,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
893810,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
893810,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
893811,OIL,000000-00-0,,3,GALLON(S),OIL: CRUDE,YES,3,GALLON(S)
893812,OTH,000000-00-0,,1,POUND(S),OTHER OIL (GREASE),YES,1,POUND(S)
893813,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893814,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
893814,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
893815,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893817,UNK,000000-00-0,,1.4,GALLON(S),UNKNOWN MATERIAL,YES,1.4,GALLON(S)
893818,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893819,VCM,000075-01-4,,1,POUND(S),VINYL CHLORIDE,NO,,
893820,OOD,000000-00-0,,160,GALLON(S),"OIL, FUEL: NO. 1-D",NO,,
893823,NCC,000000-00-0,,30,GALLON(S),FOOD GRADE WASTE WATER,NO,,
893825,NCC,000000-00-0,,0,UNKNOWN AMOUNT,COAL,NO,,
893826,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893827,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
893828,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),UNKNOWN,0,UNKNOWN AMOUNT
893829,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
893830,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
893831,ODS,000000-00-0,,20,GALLON(S),OIL: DIESEL,NO,,
893832,OHY,000000-00-0,,2,TABLESPOON(S),HYDRAULIC OIL,YES,2,TABLESPOON(S)
893833,GAS,000000-00-0,,1,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
893834,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893835,OHY,000000-00-0,,1,GALLON(S),HYDRAULIC OIL (MOBILE DTE 26),YES,1,PINT(S)
893836,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893837,OMT,000000-00-0,,0.5,QUART(S),"OIL, MISC: MOTOR",YES,0.5,QUART(S)
893838,AMA,007664-41-7,,50,POUND(S),"AMMONIA, ANHYDROUS",NO,,
893839,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,YES,0,UNKNOWN AMOUNT
893840,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893841,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893842,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893843,NCC,000000-00-0,,15,TON(S),AGRICULTURAL LIME,NO,,
893844,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
893845,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893846,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893847,AMA,007664-41-7,,100,POUND(S),"AMMONIA, ANHYDROUS",NO,,
893848,CSS,000000-00-0,,1,QUART(S),CAUSTIC SODA SOLUTION,NO,,
893849,OLB,000000-00-0,,2,GALLON(S),"OIL, MISC: LUBRICATING",YES,2,GALLON(S)
893850,OHY,000000-00-0,,0.1,GALLON(S),HYDRAULIC OIL,YES,0.1,GALLON(S)
893851,OMT,000000-00-0,,5,GALLON(S),"OIL, MISC: MOTOR",YES,1,GALLON(S)
893852,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
893853,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893854,OTH,000000-00-0,,0,UNKNOWN AMOUNT,CRANK CASE OIL,YES,0,UNKNOWN AMOUNT
893855,PRP,000000-00-0,,0,UNKNOWN AMOUNT,PROPANE,NO,,
893856,OIL,000000-00-0,,5,GALLON(S),OIL: CRUDE,NO,,
893857,GAS,000000-00-0,,1,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,1,GALLON(S)
893858,ODS,000000-00-0,,75,GALLON(S),OIL: DIESEL,YES,75,GALLON(S)
893859,GAS,000000-00-0,,86,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
893860,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893862,OIL,000000-00-0,,4,GALLON(S),OIL: CRUDE,YES,4,GALLON(S)
893863,EGL,000107-21-1,,0,UNKNOWN AMOUNT,ETHYLENE GLYCOL,YES,0,UNKNOWN AMOUNT
893864,OTH,000000-00-0,,1,TEASPOON(S), BUNKER OIL,YES,1,TEASPOON(S)
893865,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893866,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893867,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893868,OIL,000000-00-0,,0.00014,GALLON(S),OIL: CRUDE,YES,0.00014,GALLON(S)
893869,OIL,000000-00-0,,23.625,GALLON(S),OIL: CRUDE,YES,23.625,GALLON(S)
893870,OMN,000000-00-0,,0.5,GALLON(S),"OIL, MISC: MINERAL",YES,0,UNKNOWN AMOUNT
893871,OTH,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, GREASE AND FLOUR MIXTURE",YES,0,UNKNOWN AMOUNT
893872,OTH,000000-00-0,,20,BARREL(S),COKER FEED,YES,20,BARREL(S)
893873,OTH,000000-00-0,,1,BARREL(S),COKER FEED,YES,1,BARREL(S)
893874,ODS,000000-00-0,,40,GALLON(S),OIL: DIESEL,YES,40,GALLON(S)
893876,OMN,000000-00-0,,50,GALLON(S),"OIL, MISC: MINERAL",YES,0,UNKNOWN AMOUNT
893878,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893879,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
893880,NCC,000000-00-0,,30,TON(S),COAL,NO,,
893881,EGL,000107-21-1,,5,GALLON(S),ETHYLENE GLYCOL,YES,5,GALLON(S)
893882,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893884,HCL,007647-01-0,,1,GALLON(S),HYDROCHLORIC ACID,NO,,
893885,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893886,OUN,000000-00-0,,23000,GALLON(S),UNKNOWN OIL,YES,23000,GALLON(S)
893887,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893888,OTD,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2-D",NO,,
893889,NCC,000000-00-0,,0,UNKNOWN AMOUNT,COAL ASH WASTE,YES,0,UNKNOWN AMOUNT
893890,ODS,000000-00-0,,40,GALLON(S),OIL: DIESEL,YES,5,GALLON(S)
893891,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893892,ODS,000000-00-0,,1,GALLON(S),OIL: DIESEL,YES,1,GALLON(S)
893893,OMT,000000-00-0,,0.645,GALLON(S),"OIL, MISC: MOTOR",YES,0.645,GALLON(S)
893894,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893895,OIL,000000-00-0,,0.00036,GALLON(S),OIL: CRUDE,YES,0.00036,GALLON(S)
893897,OIL,000000-00-0,,30,BARREL(S),OIL: CRUDE,YES,10,BARREL(S)
893899,OIL,000000-00-0,,1,BARREL(S),OIL: CRUDE,NO,,
893900,OUN,000000-00-0,,23000,GALLON(S),UNKNOWN OIL,YES,23000,GALLON(S)
893901,GAS,000000-00-0,,1,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,1,UNKNOWN AMOUNT
893901,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893902,OHY,000000-00-0,,0.5,GALLON(S),HYDRAULIC OIL,YES,0.5,GALLON(S)
893903,NCC,000000-00-0,,20,TON(S),NON HAZARDOUS PEA GRAVEL,NO,,
893904,XLX,000000-00-0,,0,UNKNOWN AMOUNT,"XYLENE (O-, M-, P-, & MIXTURES)",NO,,
893905,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893907,ODS,000000-00-0,,48,GALLON(S),OIL: DIESEL (OFF-ROAD DYED),NO,,
893910,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
893911,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893912,OIL,000000-00-0,,1500,BARREL(S),OIL: CRUDE,YES,1500,BARREL(S)
893914,OTH,000000-00-0,,0.5,TEASPOON(S),BUNKER OIL,YES,0.5,TEASPOON(S)
893915,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
893916,SHD,001310-73-2,,4000,GALLON(S),SODIUM HYDROXIDE,NO,,
893917,OTH,000000-00-0,,0.01,GALLON(S),CONDENSATE,YES,0.01,GALLON(S)
893918,XLX,000000-00-0,,0,UNKNOWN AMOUNT,"XYLENE (O-, M-, P-, & MIXTURES)",NO,,
893919,OIL,000000-00-0,,0.00014,GALLON(S),OIL: CRUDE,YES,0.00014,GALLON(S)
893920,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
893920,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
893922,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893923,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NITROGEN OXIDE,NO,,
893926,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893927,OIL,000000-00-0,,7,GALLON(S),OIL: CRUDE,YES,7,GALLON(S)
893928,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
893930,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893931,AMA,007664-41-7,,100,POUND(S),"AMMONIA, ANHYDROUS",NO,,
893932,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893933,NCC,000000-00-0,,0,UNKNOWN AMOUNT,RAW SEWAGE,NO,,
893939,NCC,000000-00-0,,0,UNKNOWN AMOUNT,WOOD CHIPS,NO,,
893940,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
893941,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893942,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893943,OTW,000000-00-0,,150,GALLON(S),"OIL, FUEL: NO. 2",YES,150,GALLON(S)
893944,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893945,OIL,000000-00-0,,15,GALLON(S),OIL: CRUDE,YES,15,GALLON(S)
893946,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893948,OIL,000000-00-0,,8,BARREL(S),OIL: CRUDE,NO,,
893949,NCC,000000-00-0,,0,UNKNOWN AMOUNT,HYDROGEN,NO,,
893950,NCC,000000-00-0,,0,UNKNOWN AMOUNT,PRODUCED WATER,YES,0,UNKNOWN AMOUNT
893951,OOD,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 1-D",YES,0,UNKNOWN AMOUNT
893953,OIL,000000-00-0,,0.37735,GALLON(S),OIL: CRUDE,YES,0.37735,GALLON(S)
893954,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893957,OHY,000000-00-0,,10,LITER(S),HYDRAULIC OIL,YES,10,LITER(S)
893959,OTH,000000-00-0,,0.09685,GALLON(S),HYDROCARBON AND RAINWATER,YES,0.09685,GALLON(S)
893962,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893963,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
893964,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893965,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893966,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893968,GAS,000000-00-0,,1,QUART(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,1,QUART(S)
893969,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
893971,OIL,000000-00-0,,19,GALLON(S),OIL: CRUDE,YES,19,GALLON(S)
893972,OLB,000000-00-0,,30,GALLON(S),"OIL, MISC: LUBRICATING",NO,,
893973,OHY,000000-00-0,,15,GALLON(S),HYDRAULIC OIL,NO,,
893974,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
893975,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),UNKNOWN,0,UNKNOWN AMOUNT
893975,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",UNKNOWN,0,UNKNOWN AMOUNT
893975,OTH,000000-00-0,,0,UNKNOWN AMOUNT,OTHER OIL (CAR RELATED OILS),UNKNOWN,0,UNKNOWN AMOUNT
893978,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
893979,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893980,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,UNKNOWN,0,UNKNOWN AMOUNT
893981,OMT,000000-00-0,,30,GALLON(S),"OIL, MISC: MOTOR",UNKNOWN,0,UNKNOWN AMOUNT
893982,NCC,000000-00-0,,0,UNKNOWN AMOUNT,RAW SEWAGE,YES,0,UNKNOWN AMOUNT
893984,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893985,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893986,OTH,000000-00-0,,93.33,OTHER,OTHER OIL (GLYCOL MATERIAL) OIL & GREASE,YES,93.33,OTHER
893987,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
893988,NCC,000000-00-0,,0,UNKNOWN AMOUNT,RAW SEWAGE,NO,,
893989,OHY,000000-00-0,,16,OUNCE(S),HYDRAULIC OIL,YES,16,OUNCE(S)
893990,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
893992,OTW,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2",YES,0,UNKNOWN AMOUNT
893993,OTW,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2",YES,0,UNKNOWN AMOUNT
893994,OVG,000000-00-0,,30,GALLON(S),"OIL, EDIBLE: VEGETABLE",YES,5,GALLON(S)
893995,JPO,000000-00-0,,0,UNKNOWN AMOUNT,JET FUEL: JP-1 (KEROSENE),YES,0,UNKNOWN AMOUNT
893995,OHY,000000-00-0,,0,UNKNOWN AMOUNT,HYDRAULIC OIL,YES,0,UNKNOWN AMOUNT
893996,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
893999,OIL,000000-00-0,,7,GALLON(S),OIL: CRUDE,YES,7,GALLON(S)
894000,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
894000,OTH,000000-00-0,,0,UNKNOWN AMOUNT,PCB OILY WASTE,NO,,
894001,OIL,000000-00-0,,2,GALLON(S),OIL: CRUDE,YES,2,GALLON(S)
894002,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,YES,0,UNKNOWN AMOUNT
894003,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
894004,ACT,000067-64-1,,0,UNKNOWN AMOUNT,ACETONE,NO,,
894004,NCC,000000-00-0,,0,UNKNOWN AMOUNT,STRIPPER WASTE,NO,,
894004,NCC,000000-00-0,,0,UNKNOWN AMOUNT,PAINT WASTE,NO,,
894008,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
894009,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
894010,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
894011,OMN,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MINERAL",UNKNOWN,0,UNKNOWN AMOUNT
894011,PCB,000000-00-0,,0,UNKNOWN AMOUNT,POLYCHLORINATED BIPHENYLS,UNKNOWN,0,UNKNOWN AMOUNT
894012,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
894013,OTD,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2-D",YES,0,UNKNOWN AMOUNT
894014,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
894015,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0,UNKNOWN AMOUNT
894016,OUN,000000-00-0,,1,GALLON(S),PETROLUEM BASED OIL,YES,1,GALLON(S)
894017,OTH,000000-00-0,,5,BARREL(S),"OTHER OIL, CONDENSATE",UNKNOWN,0,UNKNOWN AMOUNT
894022,OHY,000000-00-0,,5,GALLON(S),HYDRAULIC OIL,YES,2.5,GALLON(S)
894024,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
894025,GAS,000000-00-0,,75,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
894026,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
894027,ODS,000000-00-0,,3,GALLON(S),OIL: DIESEL,NO,,
894028,OTD,000000-00-0,,2000,GALLON(S),"OIL, FUEL: NO. 2-D",NO,,
894029,OMN,000000-00-0,,10,GALLON(S),"OIL, MISC: MINERAL",YES,2,GALLON(S)
894030,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
894031,OTW,000000-00-0,,150,GALLON(S),"OIL, FUEL: NO. 2",YES,100,GALLON(S)
894032,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
894033,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
894034,OIL,000000-00-0,,25,BARREL(S),OIL: CRUDE,NO,,
894035,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
894036,NCC,000000-00-0,,0,UNKNOWN AMOUNT,USED ROOFING MATERIALS,NO,,
894038,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
894039,OTF,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: TRANSFORMER",NO,,
894039,PCB,000000-00-0,,0,UNKNOWN AMOUNT,POLYCHLORINATED BIPHENYLS,NO,,
894040,OHY,000000-00-0,,50,GALLON(S),HYDRAULIC OIL,YES,50,GALLON(S)
894041,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
894042,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
894043,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NON HAZARDOUS RESIN,NO,,
894044,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
894045,ODS,000000-00-0,,200,GALLON(S),OIL: DIESEL,NO,,
894046,OTH,000000-00-0,,0,UNKNOWN AMOUNT,HEAT TRANSFER OIL,UNKNOWN,0,UNKNOWN AMOUNT
894047,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
894048,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
894049,OLB,000000-00-0,,5,OUNCE(S),"OIL, MISC: LUBRICATING",YES,5,OUNCE(S)
894051,OIL,000000-00-0,,12,GALLON(S),OIL: CRUDE,YES,12,GALLON(S)
894054,GAS,000000-00-0,,0.5,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
894055,JPE,000000-00-0,,2,GALLON(S),JET FUEL: JP-8,NO,,
894056,OHY,000000-00-0,,1,CUP(S),HYDRAULIC OIL,YES,8,OUNCE(S)
894057,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
894058,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
894059,HDS,007783-06-4,,137.8,POUND(S),HYDROGEN SULFIDE,NO,,
