SEQNOS,CHRIS_CODE,CAS_NUMBER,UN_NUMBER,AMOUNT_OF_MATERIAL,UNIT_OF_MEASURE,NAME_OF_MATERIAL,IF_REACHED_WATER,AMOUNT_IN_WATER,UNIT_OF_MEASURE_REACH_WATER
1034623,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
1034624,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
1034624,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),UNKNOWN,0,UNKNOWN AMOUNT
1034624,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",UNKNOWN,0,UNKNOWN AMOUNT
1034624,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,UNKNOWN,0,UNKNOWN AMOUNT
1034624,EGL,000107-21-1,,0,UNKNOWN AMOUNT,ETHYLENE GLYCOL,UNKNOWN,0,UNKNOWN AMOUNT
1034628,OTB,000000-00-0,,1,QUART(S),"OIL, MISC: TURBINE",YES,1,QUART(S)
1034629,OMT,000000-00-0,,0.5,CUP(S),"OIL, MISC: MOTOR",YES,0.5,CUP(S)
1034630,ODS,000000-00-0,,0.5,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1034631,OMT,000000-00-0,,8,GALLON(S),"OIL, MISC: MOTOR",NO,,
1034632,EGL,000107-21-1,,0,UNKNOWN AMOUNT,ETHYLENE GLYCOL,YES,0,UNKNOWN AMOUNT
1034632,OTH,000000-00-0,,0,UNKNOWN AMOUNT,TRANMISSION FLUID,YES,0,UNKNOWN AMOUNT
1034632,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0,UNKNOWN AMOUNT
1034632,NCC,000000-00-0,,0,UNKNOWN AMOUNT,BATTERY ACID,YES,0,UNKNOWN AMOUNT
1034633,OIL,000000-00-0,,0.26,GALLON(S),OIL: CRUDE,YES,0.26,GALLON(S)
1034635,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
1034637,ODS,000000-00-0,,300,GALLON(S),OIL: DIESEL,NO,,
1034638,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034640,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
1034641,OTW,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2",YES,0,UNKNOWN AMOUNT
1034642,OIL,000000-00-0,,0.00212,GALLON(S),OIL: CRUDE,YES,0.00212,GALLON(S)
1034643,NCC,000000-00-0,,45,GALLON(S),SOLVENT (COATING SOLUTION),NO,,
1034644,OWA,000000-00-0,,0,UNKNOWN AMOUNT,WASTE OIL,YES,0,UNKNOWN AMOUNT
1034645,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034646,ODS,000000-00-0,,200,GALLON(S),OIL: DIESEL,NO,,
1034649,NCC,000000-00-0,,30,GALLON(S),FO39 WATER,NO,,
1034650,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034652,NCC,000000-00-0,,0,UNKNOWN AMOUNT,GREY WATER,YES,0,UNKNOWN AMOUNT
1034653,OHY,000000-00-0,,0,UNKNOWN AMOUNT,HYDRAULIC OIL,NO,,
1034654,OHY,000000-00-0,,127,GALLON(S),HYDRAULIC OIL,NO,,
1034655,OTW,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2",YES,0,UNKNOWN AMOUNT
1034656,NCC,000000-00-0,,0,UNKNOWN AMOUNT,COAL,YES,0,UNKNOWN AMOUNT
1034657,ODS,000000-00-0,,250,GALLON(S),OIL: DIESEL,NO,,
1034658,OHY,000000-00-0,,0.5,GALLON(S),HYDRAULIC OIL (MOBIL EAL-224H),YES,0.5,GALLON(S)
1034659,BBM,000000-00-0,,500,POUND(S),"BUTADIENE, BUTYLENE MIXTURE (INH",NO,,
1034660,ODS,000000-00-0,,3,GALLON(S),OIL: DIESEL,NO,,
1034662,ODS,000000-00-0,,500,GALLON(S),OIL: DIESEL,NO,,
1034663,ODS,000000-00-0,,200,GALLON(S),OIL: DIESEL,NO,,
1034664,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1034666,MCR,007439-97-6,,10,POUND(S),MERCURY,NO,,
1034667,NCC,000000-00-0,,101,POUND(S),LOW PH WASTEWATER,NO,,
1034668,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1034669,ODS,000000-00-0,,0.5,GALLON(S),OIL: DIESEL,YES,0.5,GALLON(S)
1034670,OWA,000000-00-0,,0,UNKNOWN AMOUNT,WASTE OIL,YES,0,UNKNOWN AMOUNT
1034671,OLB,000000-00-0,,3,GALLON(S),"OIL, MISC: LUBRICATING",NO,,
1034672,LPG,000000-00-0,,0,UNKNOWN AMOUNT,LIQUEFIED PETROLEUM GAS,NO,,
1034673,UNK,000000-00-0,,1000,GALLON(S),UNKNOWN MATERIAL,NO,,
1034678,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034679,ODS,000000-00-0,,2,PINT(S),OIL: DIESEL,NO,,
1034680,ONG,000000-00-0,,22000,MIL CBF,NATURAL GAS,NO,,
1034682,OTF,000000-00-0,,5,GALLON(S),<1.0 PPM PCB INSULATING OIL,YES,5,GALLON(S)
1034684,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034685,NCC,000000-00-0,,500,GALLON(S),SEWAGE,NO,,
1034686,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1034688,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034690,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034691,OMN,000000-00-0,,400,GALLON(S),"OIL, MISC: MINERAL",NO,,
1034693,ODS,000000-00-0,,20,GALLON(S),OIL: DIESEL,NO,,
1034694,ODS,000000-00-0,,100,GALLON(S),OIL: DIESEL,YES,100,GALLON(S)
1034695,AMA,007664-41-7,,96,POUND(S),"AMMONIA, ANHYDROUS",NO,,
1034698,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1034699,ODS,000000-00-0,,40,GALLON(S),OIL: DIESEL,YES,40,GALLON(S)
1034700,OWA,000000-00-0,,0,UNKNOWN AMOUNT,WASTE OIL,YES,0,UNKNOWN AMOUNT
1034701,OTF,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: TRANSFORMER",YES,0,UNKNOWN AMOUNT
1034702,OHY,000000-00-0,,3,GALLON(S),HYDRAULIC OIL,NO,,
1034703,OTW,000000-00-0,,0.5,CUP(S),"OIL, FUEL: NO. 2",NO,,
1034704,AMA,007664-41-7,,100,POUND(S),"AMMONIA, ANHYDROUS",NO,,
1034706,OIL,000000-00-0,,0.008,OUNCE(S),OIL: CRUDE,YES,0.008,OUNCE(S)
1034707,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
1034707,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034708,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034709,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034710,OTF,000000-00-0,,1,GALLON(S),"OIL, MISC: TRANSFORMER",NO,,
1034712,NCC,000000-00-0,,5,GALLON(S),PAINT,YES,5,GALLON(S)
1034713,ODS,000000-00-0,,50,GALLON(S),OIL: DIESEL,NO,,
1034714,ODS,000000-00-0,,15,GALLON(S),OIL: DIESEL,NO,,
1034715,OMN,000000-00-0,,10,GALLON(S),"OIL, MISC: MINERAL",YES,10,GALLON(S)
1034716,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034717,OIL,000000-00-0,,0.15,GALLON(S),OIL: CRUDE,YES,0.15,GALLON(S)
1034718,ONG,000000-00-0,,3500000,CUBIC FEET,NATURAL GAS,NO,,
1034720,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0,UNKNOWN AMOUNT
1034721,NCC,000000-00-0,,0,UNKNOWN AMOUNT,ASBESTOS,NO,,
1034721,HDS,007783-06-4,,0,UNKNOWN AMOUNT,HYDROGEN SULFIDE,NO,,
1034722,NCC,000000-00-0,,0,UNKNOWN AMOUNT,COAL,NO,,
1034723,OTH,000000-00-0,,5,GALLON(S),CONDENSATE,YES,5,GALLON(S)
1034724,OHY,000000-00-0,,5,GALLON(S),HYDRAULIC OIL,YES,5,GALLON(S)
1034725,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034726,OHY,000000-00-0,,3,GALLON(S),HYDRAULIC OIL,NO,,
1034727,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
1034728,ODS,000000-00-0,,100,GALLON(S),OIL: DIESEL,NO,,
1034729,OHY,000000-00-0,,1,QUART(S),HYDRAULIC OIL,YES,1,QUART(S)
1034730,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034732,OTW,000000-00-0,,2,GALLON(S),"OIL, FUEL: NO. 2",NO,,
1034733,ODS,000000-00-0,,40,GALLON(S),OIL: DIESEL,NO,,
1034734,ONG,000000-00-0,,363.92,MIL CBF,NATURAL GAS,NO,,
1034736,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034737,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034739,GAS,000000-00-0,,200,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,100,GALLON(S)
1034741,NCC,000000-00-0,,0,UNKNOWN AMOUNT,CAULKING,NO,,
1034741,NCC,000000-00-0,,0,UNKNOWN AMOUNT,STONE,NO,,
1034741,NCC,000000-00-0,,0,UNKNOWN AMOUNT,METAL,NO,,
1034741,PCB,000000-00-0,,0,UNKNOWN AMOUNT,POLYCHLORINATED BIPHENYLS,NO,,
1034741,NCC,000000-00-0,,0,UNKNOWN AMOUNT,WOOD,NO,,
1034741,NCC,000000-00-0,,0,UNKNOWN AMOUNT,GLASS,NO,,
1034741,NCC,000000-00-0,,0,UNKNOWN AMOUNT,BRICK,NO,,
1034741,NCC,000000-00-0,,0,UNKNOWN AMOUNT,CONCRETE,NO,,
1034744,OMN,000000-00-0,,37,GALLON(S),"OIL, MISC: MINERAL",YES,37,GALLON(S)
1034745,OLB,000000-00-0,,2,GALLON(S),"OIL, MISC: LUBRICATING",YES,1.5,GALLON(S)
1034746,NCC,000000-00-0,,2,GALLON(S),AIRCRAFT SOAP,YES,2,GALLON(S)
1034747,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034748,PRP,000000-00-0,,0,UNKNOWN AMOUNT,PROPANE,NO,,
1034749,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
1034751,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034752,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034753,OTW,000000-00-0,,1000,GALLON(S),"OIL, FUEL: NO. 2",NO,,
1034755,OLB,000000-00-0,,20,GALLON(S),"OIL, MISC: LUBRICATING",NO,,
1034756,ODS,000000-00-0,,1,GALLON(S),OIL: DIESEL,NO,,
1034757,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
1034758,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034759,AMA,007664-41-7,,90,POUND(S),"AMMONIA, ANHYDROUS",NO,,
1034760,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
1034761,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1034762,DIL,000000-00-0,,20000,POUND(S),DIPHENYL,NO,,
1034763,BSS,000000-00-0,,0,UNKNOWN AMOUNT,BILGE SLOPS,YES,0,UNKNOWN AMOUNT
1034764,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034766,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034768,EGL,000107-21-1,,6,GALLON(S),ETHYLENE GLYCOL,YES,0,UNKNOWN AMOUNT
1034769,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034770,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034771,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034772,OOD,000000-00-0,,0,GALLON(S),"OIL, FUEL: NO. 1-D",NO,,
1034775,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
1034775,OLB,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: LUBRICATING",NO,,
1034776,CLC,000000-00-0,,1,DROP(S),CALCIUM CHLORIDE (LIQUID SOLUTION),NO,,
1034777,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1034778,SFA,007664-93-9,,650,GALLON(S),SULFURIC ACID,NO,,
1034779,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034780,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
1034781,NCC,000000-00-0,,20,GALLON(S),AFFLUENT WATER,YES,20,GALLON(S)
1034782,OTH,000000-00-0,,1,QUART(S),OTHER OIL / J FLEX,YES,1,QUART(S)
1034783,NCC,000000-00-0,,0,UNKNOWN AMOUNT,RAW SEWAGE,NO,,
1034784,ODS,000000-00-0,,650,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
1034785,ODS,000000-00-0,,4,GALLON(S),OIL: DIESEL,NO,,
1034786,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034787,OHY,000000-00-0,,75,GALLON(S),HYDRAULIC OIL,NO,,
1034788,OIL,000000-00-0,,1.79,GALLON(S),OIL: CRUDE,YES,1.79,GALLON(S)
1034789,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034790,OHY,000000-00-0,,20,GALLON(S),HYDRAULIC OIL,NO,,
1034791,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034792,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034793,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034794,MAR,000000-00-0,,1,EACH,DELCO S2000 SN# 05-187930,UNKNOWN,0,UNKNOWN AMOUNT
1034794,MAR,000000-00-0,,1,EACH,DELCO S2000 SN# 05-187872,UNKNOWN,0,UNKNOWN AMOUNT
1034795,ODS,000000-00-0,,151.2,GALLON(S),OIL: DIESEL,NO,,
1034796,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034797,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034798,OTH,000000-00-0,,0,UNKNOWN AMOUNT,"OTHER OIL, TRANSMISSION OIL",YES,0,UNKNOWN AMOUNT
1034799,OIL,000000-00-0,,0.21,GALLON(S),OIL: CRUDE,YES,0.21,GALLON(S)
1034800,ODS,000000-00-0,,3,GALLON(S),OIL: DIESEL,YES,0.5,GALLON(S)
1034801,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034802,ODS,000000-00-0,,4.5,GALLON(S),OIL: DIESEL,YES,1.5,GALLON(S)
1034803,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034804,OHY,000000-00-0,,0.5,GALLON(S),HYDRAULIC OIL,YES,0,UNKNOWN AMOUNT
1034805,NCC,000000-00-0,,300,GALLON(S),RAW SEWAGE,YES,300,GALLON(S)
1034807,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1034807,NCC,000000-00-0,,0,UNKNOWN AMOUNT,SOLVENTS,NO,,
1034809,NCC,000000-00-0,,10,GALLON(S),DIISOPROPYLDENZENE,NO,,
1034810,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
1034811,NCC,000000-00-0,,0,UNKNOWN AMOUNT,INK/TONER,NO,,
1034812,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
1034813,NCC,000000-00-0,,1,TABLESPOON(S),BLUE DYE,YES,1,TABLESPOON(S)
1034814,NCC,000000-00-0,,0,UNKNOWN AMOUNT,INK/TONER,NO,,
1034815,OHY,000000-00-0,,8,GALLON(S),HYDRAULIC OIL,YES,3,OUNCE(S)
1034816,OTH,000000-00-0,,0.5,GALLON(S),FOOD GRADE OIL,YES,0.5,GALLON(S)
1034817,MMC,000000-00-0,,113,POUND(S),METHYL MERCAPTAN,NO,,
1034818,OTW,000000-00-0,,50,GALLON(S),"OIL, FUEL: NO. 2",YES,50,GALLON(S)
1034821,NCC,000000-00-0,,990,GALLON(S), P.A.A. VIGOROX,NO,,
1034821,SHP,000000-00-0,,220,GALLON(S),SODIUM HYPOCHLORITE (15% OR LESS,NO,,
1034822,OTW,000000-00-0,,29100,PART(S) PER MILLION,"OIL, FUEL: NO. 2",NO,,
1034823,HDS,007783-06-4,,500,POUND(S),HYDROGEN SULFIDE,NO,,
1034824,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034826,JPV,000000-00-0,,50,GALLON(S),"JET FUEL: JP-5 (KEROSENE, HEAVY)",NO,,
1034828,OTW,000000-00-0,,1000,GALLON(S),"OIL, FUEL: NO. 2",YES,0,UNKNOWN AMOUNT
1034829,NCC,000000-00-0,,10,POUND(S),LEAD-CONTAINING BYPRODUCT,NO,,
1034830,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034833,OUN,000000-00-0,,5,GALLON(S),UNKNOWN OIL,NO,,
1034834,ODS,000000-00-0,,10,GALLON(S),OIL: DIESEL,NO,,
1034835,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034836,NCC,000000-00-0,,0,UNKNOWN AMOUNT,COPPER,NO,,
1034837,OHY,000000-00-0,,15,GALLON(S),HYDRAULIC OIL,YES,1,GALLON(S)
1034838,OTF,000000-00-0,,40,GALLON(S),"OIL, MISC: TRANSFORMER",UNKNOWN,0,UNKNOWN AMOUNT
1034838,PCB,000000-00-0,,0,UNKNOWN AMOUNT,POLYCHLORINATED BIPHENYLS,UNKNOWN,0,UNKNOWN AMOUNT
1034839,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034840,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
1034841,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034842,ODS,000000-00-0,,200,GALLON(S),OIL: DIESEL,YES,200,GALLON(S)
1034844,OHY,000000-00-0,,5,GALLON(S),HYDRAULIC OIL,NO,,
1034845,HDS,007783-06-4,,1.3,PART(S) PER MILLION,HYDROGEN SULFIDE,NO,,
1034849,ODS,000000-00-0,,30,GALLON(S),OIL: DIESEL,NO,,
1034850,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
1034850,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
1034851,NCC,000000-00-0,,10,GALLON(S),SODIUM HYDROXIDE SOLUTION (UN1760),NO,,
1034852,OIL,000000-00-0,,20,GALLON(S),OIL: CRUDE,YES,20,GALLON(S)
1034853,ODS,000000-00-0,,2,GALLON(S),OIL: DIESEL,NO,,
1034854,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
1034855,ODS,000000-00-0,,30,GALLON(S),OIL: DIESEL,NO,,
1034856,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
1034858,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
