SEQNOS,CHRIS_CODE,CAS_NUMBER,UN_NUMBER,AMOUNT_OF_MATERIAL,UNIT_OF_MEASURE,NAME_OF_MATERIAL,IF_REACHED_WATER,AMOUNT_IN_WATER,UNIT_OF_MEASURE_REACH_WATER
858597,NCC,000000-00-0,,0.5,QUART(S),LATEX PAINT,NO,,
858598,SFA,007664-93-9,,700,GALLON(S),SULFURIC ACID,NO,,
858600,NCC,000000-00-0,,1,GALLON(S),NAPTHA,YES,1,GALLON(S)
858601,PRP,000000-00-0,,20,GALLON(S),PROPANE,NO,,
858602,OTD,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2-D",YES,0,UNKNOWN AMOUNT
858603,OTD,000000-00-0,,185,GALLON(S),"OIL, FUEL: NO. 2-D",YES,0,UNKNOWN AMOUNT
858604,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
858605,NCC,000000-00-0,,40,POUND(S),CHROMIUM,NO,,
858606,NCC,000000-00-0,,10000,POUND(S),RESIN,NO,,
858606,STY,000100-42-5,,32,POUND(S),STYRENE,NO,,
858607,OIL,000000-00-0,,25,GALLON(S),OIL: CRUDE,YES,25,GALLON(S)
858607,NCC,000000-00-0,,25,GALLON(S),SALT WATER,YES,25,GALLON(S)
858608,BSS,000000-00-0,,0,UNKNOWN AMOUNT,BILGE SLOPS,YES,0,UNKNOWN AMOUNT
858609,NCC,000000-00-0,,1000,POUND(S),COAL,NO,,
858612,MCR,007439-97-6,,0,UNKNOWN AMOUNT,MERCURY,UNKNOWN,0,UNKNOWN AMOUNT
858612,OHY,000000-00-0,,0,UNKNOWN AMOUNT,HYDRAULIC OIL,UNKNOWN,0,UNKNOWN AMOUNT
858613,ODS,000000-00-0,,2,GALLON(S),OIL: DIESEL,YES,2,GALLON(S)
858615,OTH,000000-00-0,,7,DROP(S),OTHER OIL (BUNKER OIL),YES,7,DROP(S)
858617,OTW,000000-00-0,,3,GALLON(S),"OIL, FUEL: NO. 2",NO,,
858619,OTD,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2-D",UNKNOWN,0,UNKNOWN AMOUNT
858620,NCC,000000-00-0,,1200,BARREL(S),PRODUCED WATER,YES,1200,BARREL(S)
858621,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,YES,0,UNKNOWN AMOUNT
858622,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
858623,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,YES,0,UNKNOWN AMOUNT
858623,NCC,000000-00-0,,1,BARREL(S),CONDENSTATE,YES,1,BARREL(S)
858625,NCC,000000-00-0,,5,GALLON(S),RAW SEWAGE,YES,5,GALLON(S)
858626,NCC,000000-00-0,,0,UNKNOWN AMOUNT,SEWAGE,NO,,
858627,OHY,000000-00-0,,2,TABLESPOON(S),HYDRAULIC OIL,YES,2,TABLESPOON(S)
858628,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
858629,VCM,000075-01-4,,0,UNKNOWN AMOUNT,VINYL CHLORIDE,NO,,
858630,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
858631,OHY,000000-00-0,,0.5,CUP(S),HYDRAULIC OIL,YES,0.5,CUP(S)
858633,SFA,007664-93-9,,200,GALLON(S),SULFURIC ACID,YES,200,GALLON(S)
858634,NCC,000000-00-0,,5,GALLON(S),HAN 906,YES,5,GALLON(S)
858635,SFD,000000-00-0,,500,POUND(S),SULFUR DIOXIDE,NO,,
858635,HDS,007783-06-4,,100,POUND(S),HYDROGEN SULFIDE,NO,,
858637,GAS,000000-00-0,,0.5,CUP(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,0.5,CUP(S)
858638,OHY,000000-00-0,,0.5,CUP(S),HYDRAULIC OIL,YES,0.5,CUP(S)
858639,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
858640,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
858642,OHY,000000-00-0,,15,GALLON(S),HYDRAULIC OIL,NO,,
858643,GAS,000000-00-0,,4,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
858644,NCC,000000-00-0,,50,TON(S),COAL,NO,,
858645,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
858647,OHY,000000-00-0,,1,GALLON(S),HYDRAULIC OIL,YES,1,GALLON(S)
858648,NCC,000000-00-0,,1,CUP(S),JET A FUEL,YES,1,CUP(S)
858649,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
858650,ODS,000000-00-0,,2,DROP(S),OIL: DIESEL,YES,2,DROP(S)
858653,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
858654,OLB,000000-00-0,,2,QUART(S),"OIL, MISC: LUBRICATING",YES,2,QUART(S)
858655,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
858656,VCM,000075-01-4,,50,POUND(S),VINYL CHLORIDE,NO,,
858657,ODS,000000-00-0,,100,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
858658,GAS,000000-00-0,,3.5,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
858659,NCC,000000-00-0,,2,TON(S),"CLASS 9 PCB, CONTAMINATED SOIL",NO,,
858660,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
858662,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
858662,HDS,007783-06-4,,0,UNKNOWN AMOUNT,HYDROGEN SULFIDE,NO,,
858662,NTO,000000-00-0,,0,UNKNOWN AMOUNT,NITROUS OXIDE,NO,,
858662,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NITROGEN DIOXIDE,NO,,
858664,OLB,000000-00-0,,30,GALLON(S),"OIL, MISC: LUBRICATING",NO,,
858665,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
858665,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NOX,NO,,
858665,BNZ,000071-43-2,,0,UNKNOWN AMOUNT,BENZENE,NO,,
858666,NCC,000000-00-0,,1883,POUND(S),NOX,NO,,
858666,BDI,000000-00-0,,594,POUND(S),BUTADIENE,NO,,
858666,IPR,000078-79-5,,157,POUND(S),ISOPRENE,NO,,
858666,BNZ,000071-43-2,,908,POUND(S),BENZENE,NO,,
858666,HDS,007783-06-4,,0,UNKNOWN AMOUNT,HYDROGEN SULFIDE,NO,,
858666,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
858667,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
858668,ODS,000000-00-0,,4,GALLON(S),OIL: DIESEL,NO,,
858669,OTF,000000-00-0,,1,QUART(S),"OIL, MISC: TRANSFORMER (NON PCB'S)",NO,,
858670,PRP,000000-00-0,,0,UNKNOWN AMOUNT,PROPANE,NO,,
858671,JPE,000000-00-0,,30,GALLON(S),JET FUEL: JP-8,YES,0,UNKNOWN AMOUNT
858672,ODS,000000-00-0,,75,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
858673,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
858674,OIL,000000-00-0,,2,BARREL(S),OIL: CRUDE,NO,,
858675,OWA,000000-00-0,,200,GALLON(S),WASTE OIL,YES,100,GALLON(S)
858676,SFD,000000-00-0,,500,POUND(S),SULFUR DIOXIDE,NO,,
858676,HDS,007783-06-4,,100,POUND(S),HYDROGEN SULFIDE,NO,,
858676,NCC,000000-00-0,,1000,POUND(S),NITROGEN OXIDE,NO,,
858677,OTW,000000-00-0,,2,GALLON(S),"OIL, FUEL: NO. 2",YES,2,GALLON(S)
858678,OTD,000000-00-0,,100,GALLON(S),"OIL, FUEL: NO. 2-D",NO,,
858679,OTW,000000-00-0,,100,GALLON(S),"OIL, FUEL: NO. 2",YES,0,UNKNOWN AMOUNT
858680,NCC,000000-00-0,,100,GALLON(S),ASPHALT TACK,NO,,
858681,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
858682,NCC,000000-00-0,,100,POUND(S),NITROGEN OXIDE,NO,,
858683,NCC,000000-00-0,,0,UNKNOWN AMOUNT,CAUSTIC SODA,UNKNOWN,0,UNKNOWN AMOUNT
858683,NCC,000000-00-0,,0,UNKNOWN AMOUNT,MUD GEL,UNKNOWN,0,UNKNOWN AMOUNT
858684,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
858685,OIL,000000-00-0,,0.01,GALLON(S),OIL: CRUDE,YES,0.01,GALLON(S)
858686,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
858687,ALC,000107-05-1,,0,UNKNOWN AMOUNT,ALLYL CHLORIDE,NO,,
858688,NCC,000000-00-0,,0,UNKNOWN AMOUNT,UN 2536 CLASS 3 METHYLTETRAHYDROFURAN,NO,,
858689,OIL,000000-00-0,,0.02,GALLON(S),OIL: CRUDE,YES,0.02,GALLON(S)
858690,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
858691,SFD,000000-00-0,,4000,POUND(S),SULFUR DIOXIDE,NO,,
858692,NCC,000000-00-0,,409,POUND(S),XYLENE,NO,,
858693,OWA,000000-00-0,,0,UNKNOWN AMOUNT,WASTE OIL,YES,0,UNKNOWN AMOUNT
858695,OTH,000000-00-0,,700,POUND(S),AMMONIA,NO,,
858697,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
858697,NCC,000000-00-0,,0,UNKNOWN AMOUNT,AUTOMOBILE OIL FILTERS,NO,,
858698,OTH,000000-00-0,,2,GALLON(S),TRANSMISSION FLUID,YES,1,CUP(S)
858699,OHY,000000-00-0,,0.85,OUNCE(S),HYDRAULIC OIL,YES,0.85,OUNCE(S)
858700,AMA,007664-41-7,,300,POUND(S),"AMMONIA, ANHYDROUS",NO,,
858702,OTD,000000-00-0,,1100,GALLON(S),"OIL, FUEL: NO. 2-D",NO,,
858703,MAR,000000-00-0,,1,EACH,DELCO S2000 BATTERY SERIAL # 08-28607,YES,1,EACH
858704,ODS,000000-00-0,,0.5,GALLON(S),OIL: DIESEL,YES,0.5,GALLON(S)
858705,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
858706,NCC,000000-00-0,,159,BARREL(S),CONDENSATE,YES,0,UNKNOWN AMOUNT
858707,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
858708,NCC,000000-00-0,,0,GALLON(S),CONDENSATE,YES,0,GALLON(S)
858709,GAS,000000-00-0,,40,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
858710,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
858711,NCC,000000-00-0,,200,GALLON(S),ETHANOL,NO,,
858712,ODS,000000-00-0,,7,GALLON(S),OIL: DIESEL,NO,,
858713,OMT,000000-00-0,,1,QUART(S),"OIL, MISC: MOTOR",YES,1,QUART(S)
858714,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
858715,OTD,000000-00-0,,500,GALLON(S),"OIL, FUEL: NO. 2-D",YES,500,GALLON(S)
858716,ODS,000000-00-0,,35,GALLON(S),OIL: DIESEL,NO,,
858717,ODS,000000-00-0,,100,GALLON(S),OIL: DIESEL,NO,,
858718,ODS,000000-00-0,,25,GALLON(S),OIL: DIESEL,NO,,
858719,ODS,000000-00-0,,200,GALLON(S),OIL: DIESEL,NO,,
858720,NCC,000000-00-0,,0,UNKNOWN AMOUNT,DOO7 WASTE (CHROMIUM),NO,,
858721,NCC,000000-00-0,,200,GALLON(S),LIQUID 28% NITROGEN,NO,,
858722,ETL,000000-00-0,,0,UNKNOWN AMOUNT,ETHYLENE,NO,,
858723,NCC,000000-00-0,,0,UNKNOWN AMOUNT,HYDROCARBONS,NO,,
858724,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
858725,BNZ,000071-43-2,,10,POUND(S),BENZENE,NO,,
858726,OIL,000000-00-0,,5,BARREL(S),OIL: CRUDE,YES,5,BARREL(S)
858727,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
858728,BNZ,000071-43-2,,33,POUND(S),BENZENE,NO,,
858728,BDI,000000-00-0,,47,POUND(S),BUTADIENE,NO,,
858729,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
858730,OTH,000000-00-0,,11,DROP(S),BUNKER OIL,YES,11,DROP(S)
858731,ASP,000000-00-0,,0,UNKNOWN AMOUNT,ASPHALT,YES,0,UNKNOWN AMOUNT
858732,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
858733,ASP,000000-00-0,,0,UNKNOWN AMOUNT,ASPHALT,YES,0,UNKNOWN AMOUNT
858734,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
858735,OIL,000000-00-0,,0.13,GALLON(S),OIL: CRUDE,YES,0.13,GALLON(S)
858736,ODS,000000-00-0,,600,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
858737,OTD,000000-00-0,,25,GALLON(S),"OIL, FUEL: NO. 2-D",NO,,
858738,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
858740,CUM,000000-00-0,,1,GALLON(S),CUMENE,NO,,
858741,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
858742,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0,UNKNOWN AMOUNT
858743,TTT,000000-00-0,,1090,POUND(S),TITANIUM TETRACHLORIDE,NO,,
858744,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NOX,NO,,
858744,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
858745,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
858747,AMA,007664-41-7,,100,POUND(S),"AMMONIA, ANHYDROUS",NO,,
858748,OSX,000000-00-0,,90,GALLON(S),"OIL, FUEL: NO. 6",YES,40,GALLON(S)
858749,NCC,000000-00-0,,55,GALLON(S),TOP COAT REDUCER (DB294),NO,,
858749,NCC,000000-00-0,,20,GALLON(S),XYLENE,NO,,
858750,NCC,000000-00-0,,150,TON(S),COAL,NO,,
858752,OIL,000000-00-0,,0.24,GALLON(S),OIL: CRUDE,YES,0.24,GALLON(S)
858753,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,UNKNOWN,0,UNKNOWN AMOUNT
858754,OSX,000000-00-0,,1,GALLON(S),"OIL, FUEL: NO. 6",YES,1,CUP(S)
858755,NCC,000000-00-0,,1000,GALLON(S),UNTREATED WASTE WATER (PH6.30),NO,,
858756,UNK,000000-00-0,,0.01,GALLON(S),UNKNOWN MATERIAL(UNKNOWN CHEMICAL),YES,0.01,GALLON(S)
858758,NCC,000000-00-0,,30,POUND(S),DIPHENYL,NO,,
858759,NCC,000000-00-0,,1,GALLON(S),LIGHT CONDENSATE,YES,1,GALLON(S)
858760,OIL,000000-00-0,,2,BARREL(S),OIL: CRUDE,YES,2,BARREL(S)
858760,NCC,000000-00-0,,0,UNKNOWN AMOUNT,PRODUCED SALT WATER,YES,0,UNKNOWN AMOUNT
858761,NCC,000000-00-0,,0,UNKNOWN AMOUNT,BAG HOUSE MATERIALS CONTAINING CHROMIUM,NO,,
858762,OIL,000000-00-0,,2,BARREL(S),OIL: CRUDE,NO,,
858763,HCL,007647-01-0,,2000,POUND(S),HYDROCHLORIC ACID,NO,,
858765,ODS,000000-00-0,,1,GALLON(S),OIL: DIESEL,YES,1,GALLON(S)
858766,OHY,000000-00-0,,1,OUNCE(S),HYDRAULIC OIL,YES,1,OUNCE(S)
858767,NCC,000000-00-0,,1,GALLON(S),XYLENE,NO,,
858768,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
858769,OUN,000000-00-0,,0.25,GALLON(S),UNKNOWN OIL,YES,0.25,GALLON(S)
858770,ODS,000000-00-0,,40,GALLON(S),OIL: DIESEL,YES,0.55,GALLON(S)
858771,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
858773,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
858774,OIL,000000-00-0,,0,GALLON(S),OIL: CRUDE,YES,0,GALLON(S)
858775,BDI,000000-00-0,,0,UNKNOWN AMOUNT,BUTADIENE,NO,,
858776,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
858777,SFD,000000-00-0,,638.2,POUND(S),SULFUR DIOXIDE,NO,,
858778,SFD,000000-00-0,,589.84,POUND(S),SULFUR DIOXIDE,NO,,
858779,OHY,000000-00-0,,1,PINT(S),HYDRAULIC OIL,YES,1,PINT(S)
858780,SFD,000000-00-0,,554.39,POUND(S),SULFUR DIOXIDE,NO,,
858781,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
858782,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
858783,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
858784,NCC,000000-00-0,,100,GALLON(S),FLAMMABLE PAINT,NO,,
858786,OTW,000000-00-0,,6,GALLON(S),"OIL, FUEL: NO. 2",NO,,
858787,ODS,000000-00-0,,80,GALLON(S),OIL: DIESEL,NO,,
858788,NCC,000000-00-0,,20,GALLON(S),RAW SEWAGE,YES,20,GALLON(S)
858789,OTD,000000-00-0,,2000,GALLON(S),"OIL, FUEL: NO. 2-D",NO,,
858790,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
858791,PCB,000000-00-0,,0,UNKNOWN AMOUNT,POLYCHLORINATED BIPHENYLS,NO,,
858792,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
858794,OTH,000000-00-0,,50,GALLON(S),VEGETABLE OIL 97 % WATER,YES,50,GALLON(S)
858795,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
858796,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
858796,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
858796,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
858797,GAS,000000-00-0,,3,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
858798,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
858799,HDS,007783-06-4,,0,UNKNOWN AMOUNT,HYDROGEN SULFIDE,NO,,
858800,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
858801,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
858802,OTH,000000-00-0,,0,UNKNOWN AMOUNT,"OTHER OIL( GASOLINE, DIESEL AND WATER MIXTURE)",NO,,
858803,ODS,000000-00-0,,50,GALLON(S),OIL: DIESEL,NO,,
858804,ODS,000000-00-0,,100,GALLON(S),OIL: DIESEL,YES,100,GALLON(S)
858805,NCC,000000-00-0,,5,GALLON(S),F039 MULTI SOURCE LEACH AID (GROUND WATER),NO,,
858806,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
858807,OTH,000000-00-0,,8,DROP(S),"OTHER OIL, BUNKER OIL",YES,8,DROP(S)
858808,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
858808,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
858809,OTD,000000-00-0,,4000,GALLON(S),"OIL, FUEL: NO. 2-D",YES,0,UNKNOWN AMOUNT
858810,AMA,007664-41-7,,200,POUND(S),"AMMONIA, ANHYDROUS",NO,,
858812,BNZ,000071-43-2,,0,UNKNOWN AMOUNT,BENZENE,NO,,
858813,MAR,000000-00-0,,1,EACH,"ATON BATTERY; DELCO, SERIAL # 08-034115",YES,1,EACH
858814,MAR,000000-00-0,,1,EACH,"ATON BATTERY; DELCO, SERIAL #08-024544",YES,1,EACH
858815,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
858816,GAS,000000-00-0,,12,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
858817,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
858818,ODS,000000-00-0,,876,GALLON(S),OIL: DIESEL,NO,,
858819,NCC,000000-00-0,,30,POUND(S),ALUMINA CALCINE,NO,,
858820,MCR,007439-97-6,,3,OUNCE(S),MERCURY,NO,,
858821,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
