SEQNOS,CHRIS_CODE,CAS_NUMBER,UN_NUMBER,AMOUNT_OF_MATERIAL,UNIT_OF_MEASURE,NAME_OF_MATERIAL,IF_REACHED_WATER,AMOUNT_IN_WATER,UNIT_OF_MEASURE_REACH_WATER
869439,OTH,000000-00-0,,1,TEASPOON(S),BUNKER OIL,YES,1,TEASPOON(S)
869440,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869441,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0,UNKNOWN AMOUNT
869442,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,YES,0,UNKNOWN AMOUNT
869443,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869444,NCC,000000-00-0,,0,UNKNOWN AMOUNT,HYDROCARBONS,NO,,
869445,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NO CHRIS CODE - WASTE WATER FROM INJECTION,UNKNOWN,0,UNKNOWN AMOUNT
869446,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869448,OTD,000000-00-0,,30,GALLON(S),"OIL, FUEL: NO. 2-D",YES,30,GALLON(S)
869449,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NO CHRIS CODE (SOOT),YES,0,UNKNOWN AMOUNT
869450,NCC,000000-00-0,,20,GALLON(S),WATER CLARIFIER,YES,20,GALLON(S)
869451,ONG,000000-00-0,,25,MIL CBF,NATURAL GAS,NO,,
869452,OTH,000000-00-0,,8,LITER(S),ISOPAR M KEROSENE,YES,8,LITER(S)
869454,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869455,OHY,000000-00-0,,5,GALLON(S),HYDRAULIC OIL,NO,,
869456,HDS,007783-06-4,,100,POUND(S),HYDROGEN SULFIDE,NO,,
869456,SFD,000000-00-0,,500,POUND(S),SULFUR DIOXIDE,NO,,
869457,BNZ,000071-43-2,,100,POUND(S),BENZENE,NO,,
869458,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
869459,HDS,007783-06-4,,0,UNKNOWN AMOUNT,HYDROGEN SULFIDE,NO,,
869461,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
869462,OHY,000000-00-0,,50,GALLON(S),HYDRAULIC OIL,NO,,
869463,OTW,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2",NO,,
869464,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869465,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
869467,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
869468,SHD,001310-73-2,,20000,POUND(S),SODIUM HYDROXIDE (50% SOLUTION),UNKNOWN,0,UNKNOWN AMOUNT
869469,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869470,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0,UNKNOWN AMOUNT
869471,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
869472,OTD,000000-00-0,,1,GALLON(S),"OIL, FUEL: NO. 2-D",YES,1,GALLON(S)
869475,ODS,000000-00-0,,20,GALLON(S),OIL: DIESEL,NO,,
869477,SFD,000000-00-0,,7388,POUND(S),SULFUR DIOXIDE,NO,,
869478,HDS,007783-06-4,,0,UNKNOWN AMOUNT,HYDROGEN SULFIDE,NO,,
869478,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
869478,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NITROGEN OXIDE,NO,,
869479,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
869480,OTH,000000-00-0,,0,UNKNOWN AMOUNT,OTHER OIL (OIL BASED MUD),YES,0,UNKNOWN AMOUNT
869481,OMT,000000-00-0,,3,OUNCE(S),"OIL, MISC: MOTOR",YES,3,OUNCE(S)
869482,NCC,000000-00-0,,1,BARREL(S),CONDENSATE,YES,1,BARREL(S)
869483,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869484,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869485,OIL,000000-00-0,,0,GALLON(S),OIL: CRUDE,YES,0,GALLON(S)
869488,ODS,000000-00-0,,75,GALLON(S),OIL: DIESEL,YES,50,GALLON(S)
869489,UNK,000000-00-0,,50,GALLON(S),UNKNOWN MATERIAL,NO,,
869490,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869491,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
869492,OIL,000000-00-0,,30,BARREL(S),OIL: CRUDE,NO,,
869492,NCC,000000-00-0,,200,BARREL(S),SALT WATER,YES,200,BARREL(S)
869493,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869494,ODS,000000-00-0,,1,TEASPOON(S),OIL: DIESEL,YES,1,TEASPOON(S)
869495,NCC,000000-00-0,,1500,POUND(S),(ACID) PROCESS SOLUTION FROM THE CONCENTRATE LEACH FACILITY,NO,,
869496,ODS,000000-00-0,,5,GALLON(S),OIL: DIESEL,YES,5,GALLON(S)
869498,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
869499,CRF,000000-00-0,,4,LITER(S),CHLOROFORM,NO,,
869502,OIL,000000-00-0,,1,GALLON(S),OIL: CRUDE,YES,1,GALLON(S)
869503,UNK,000000-00-0,,5,GALLON(S),UNKNOWN MATERIAL,UNKNOWN,0,UNKNOWN AMOUNT
869504,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869506,NCC,000000-00-0,,0,UNKNOWN AMOUNT,SOOT (EXHAUST),YES,0,UNKNOWN AMOUNT
869507,ODS,000000-00-0,,20,GALLON(S),OIL: DIESEL,YES,20,GALLON(S)
869509,VCM,000075-01-4,,5,POUND(S),VINYL CHLORIDE MONOMER,NO,,
869510,NCC,000000-00-0,,0,UNKNOWN AMOUNT,PAH (POLY NUCLEAR AROMATIC),NO,,
869510,NTM,000091-20-3,,0,UNKNOWN AMOUNT,NAPHTHALENE,NO,,
869510,BNZ,000071-43-2,,0,UNKNOWN AMOUNT,BENZENE,NO,,
869511,OIL,000000-00-0,,0.04,GALLON(S),OIL: CRUDE,YES,0.04,GALLON(S)
869512,POX,000075-56-9,,1500,POUND(S),PROPYLENE OXIDE,NO,,
869513,BNZ,000071-43-2,,100,POUND(S),BENZENE,NO,,
869515,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0,UNKNOWN AMOUNT
869516,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869517,CLC,000000-00-0,,0,UNKNOWN AMOUNT,CALCIUM CHLORIDE,NO,,
869519,ODS,000000-00-0,,50,GALLON(S),OIL: DIESEL,NO,,
869520,NCC,000000-00-0,,2.5,GALLON(S),PAINT AND SOLVENT MIXTURE,YES,2.5,GALLON(S)
869523,OHY,000000-00-0,,1,GALLON(S),HYDRAULIC OIL,YES,1,GALLON(S)
869524,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
869527,AMA,007664-41-7,,800,POUND(S),"AMMONIA, ANHYDROUS",NO,,
869528,OHY,000000-00-0,,1,PINT(S),HYDRAULIC OIL,YES,1,PINT(S)
869530,CLX,007782-50-5,,0,UNKNOWN AMOUNT,CHLORINE,YES,0,UNKNOWN AMOUNT
869531,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869534,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
869535,OTW,000000-00-0,,3,GALLON(S),"OIL, FUEL: NO. 2",YES,0,UNKNOWN AMOUNT
869536,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
869538,NCC,000000-00-0,,1,QUART(S),TRANSMISSION FLUID,NO,,
869539,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869540,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869542,AMA,007664-41-7,,1,POUND(S),"AMMONIA, ANHYDROUS",NO,,
869543,OTH,000000-00-0,,1,TEASPOON(S),BUNKER OIL,YES,1,TEASPOON(S)
869544,OTH,000000-00-0,,0,UNKNOWN AMOUNT,RAW GAS OIL,YES,0,UNKNOWN AMOUNT
869545,AMA,007664-41-7,,3400,POUND(S),"AMMONIA, ANHYDROUS",NO,,
869546,OHY,000000-00-0,,50,GALLON(S),HYDRAULIC OIL,NO,,
869548,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
869549,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869551,ODS,000000-00-0,,200,GALLON(S),OIL: DIESEL,YES,200,GALLON(S)
869552,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
869553,OTF,000000-00-0,,1,QUART(S),"OIL, MISC: TRANSFORMER",UNKNOWN,,
869554,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0,UNKNOWN AMOUNT
869555,ODS,000000-00-0,,20,GALLON(S),OIL: DIESEL,NO,,
869556,OLB,000000-00-0,,1,GALLON(S),"OIL, MISC: LUBRICATING",NO,,
869557,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
869557,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0,UNKNOWN AMOUNT
869558,ODS,000000-00-0,,10,GALLON(S),OIL: DIESEL,NO,,
869559,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
869560,EDC,000000-00-0,,100,POUND(S),ETHYLENE DICHLORIDE,NO,,
869561,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869562,NCC,000000-00-0,,2,PINT(S),UNKNOWN TOLUENE LIKE MATERIAL,NO,,
869563,BNZ,000071-43-2,,15,POUND(S),BENZENE,NO,,
869563,BDI,000000-00-0,,15,POUND(S),BUTADIENE,NO,,
869564,PRP,000000-00-0,,0,UNKNOWN AMOUNT,PROPANE,NO,,
869565,GAS,000000-00-0,,3000,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
869568,ODS,000000-00-0,,60,GALLON(S),DIESEL ,YES,0,UNKNOWN AMOUNT
869569,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
869570,CMO,000000-00-0,,99.13,POUND(S),CARBON MONOXIDE,NO,,
869570,NCC,000000-00-0,,19.45,POUND(S),NITROGEN OXIDE,NO,,
869570,BNZ,000071-43-2,,324.47,POUND(S),BENZENE,NO,,
869571,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869572,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
869575,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
869576,OTW,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2",YES,0,UNKNOWN AMOUNT
869577,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869578,OIL,000000-00-0,,10,GALLON(S),OIL: CRUDE,YES,0,UNKNOWN AMOUNT
869579,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
869580,OUN,000000-00-0,,3,GALLON(S),UNKNOWN OIL,YES,3,GALLON(S)
869581,OHY,000000-00-0,,1,GALLON(S),HYDRAULIC OIL,YES,1,GALLON(S)
869582,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0,UNKNOWN AMOUNT
869583,OHY,000000-00-0,,5,GALLON(S),HYDRAULIC OIL,NO,,
869584,ONG,000000-00-0,,7.3,OTHER,NATURAL GAS,NO,,
869585,OUN,000000-00-0,,150,GALLON(S),UNKNOWN OIL,NO,,
869586,OTH,000000-00-0,,2,GALLON(S),VEGETABLE OIL,YES,2,GALLON(S)
869587,UNK,000000-00-0,,15,GALLON(S),NO 2 DIESEL FUEL,YES,5,GALLON(S)
869588,NCC,000000-00-0,,500,GALLON(S),WASTE SLUDGE,NO,,
869590,NCC,000000-00-0,,0,UNKNOWN AMOUNT,ACID ALDEHYDE,NO,,
869591,ODS,000000-00-0,,1,PINT(S),OIL: DIESEL,YES,1,PINT(S)
869594,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869595,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869596,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869597,BAR,000000-00-0,,5,GALLON(S),"BUTYL ACRYLATE (INH)(ISO-, N-, &",NO,,
869598,OHY,000000-00-0,,2,GALLON(S),HYDRAULIC OIL,NO,,
869599,NCC,000000-00-0,,2151,GALLON(S),SEWAGE,YES,187,GALLON(S)
869600,NCC,000000-00-0,,200,GALLON(S),HYDROCHLORIC ACID,NO,,
869601,OIL,000000-00-0,,100,BARREL(S),OIL: CRUDE,NO,,
869602,OTW,000000-00-0,,1,GALLON(S),"OIL, FUEL: NO. 2",YES,2,DROP(S)
869603,ODS,000000-00-0,,150,GALLON(S),OIL: DIESEL,UNKNOWN,0,UNKNOWN AMOUNT
869604,OHY,000000-00-0,,40,GALLON(S),HYDRAULIC OIL,NO,,
869605,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869606,OHY,000000-00-0,,1,GALLON(S),HYDRAULIC OIL,YES,1,GALLON(S)
869607,ODS,000000-00-0,,4,GALLON(S),OIL: DIESEL,NO,,
869608,OMT,000000-00-0,,4,GALLON(S),"OIL, MISC: MOTOR",YES,4,GALLON(S)
869609,BDI,000000-00-0,,0,UNKNOWN AMOUNT,BUTADIENE,NO,,
869612,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,YES,0,UNKNOWN AMOUNT
869613,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869614,OTH,000000-00-0,,5,GALLON(S),OILY WASTE,YES,5,GALLON(S)
869615,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
869616,OWA,000000-00-0,,5,GALLON(S),WASTE OIL,YES,5,GALLON(S)
869617,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
869618,PCB,000000-00-0,,1,PART(S) PER MILLION,POLYCHLORINATED BIPHENYLS,NO,,
869618,OMN,000000-00-0,,5,GALLON(S),"OIL, MISC: MINERAL",NO,,
869619,ASF,012135-76-1,,32.4,GALLON(S),AMMONIUM SULFIDE,NO,,
869622,NCC,000000-00-0,,0,UNKNOWN AMOUNT,SALT WATER,UNKNOWN,0,UNKNOWN AMOUNT
869623,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",UNKNOWN,0,UNKNOWN AMOUNT
869624,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
869626,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869628,UNK,000000-00-0,,15,GALLON(S),#2 DIESEL,YES,2,GALLON(S)
869629,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
869630,JPE,000000-00-0,,560,GALLON(S),JET FUEL: JP-8,NO,,
869632,OHY,000000-00-0,,5,GALLON(S),HYDRAULIC OIL,NO,,
869633,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0,UNKNOWN AMOUNT
869634,BNZ,000071-43-2,,324.47,POUND(S),BENZENE,NO,,
869635,CLX,007782-50-5,,0,UNKNOWN AMOUNT,CHLORINE,NO,,
869638,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869639,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869641,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
869642,HDS,007783-06-4,,84,POUND(S),HYDROGEN SULFIDE,NO,,
869642,MMC,000000-00-0,,129,POUND(S),METHYL MERCAPTAN,NO,,
869643,OHY,000000-00-0,,1,PINT(S),HYDRAULIC OIL,YES,1,PINT(S)
869644,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
869645,OHY,000000-00-0,,1,PINT(S),HYDRAULIC OIL (BIO DEGRADABLE),YES,1,PINT(S)
869646,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869647,OTH,000000-00-0,,1,TEASPOON(S),BUNKER OIL,YES,1,TEASPOON(S)
869648,OHY,000000-00-0,,4,GALLON(S),HYDRAULIC OIL,YES,0,UNKNOWN AMOUNT
869649,ODS,000000-00-0,,2,GALLON(S),OIL: DIESEL,YES,2,GALLON(S)
869650,OSX,000000-00-0,,1,QUART(S),"OIL, FUEL: NO. 6",YES,1,QUART(S)
869651,ODS,000000-00-0,,100,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
869652,ODS,000000-00-0,,50,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
869652,OMT,000000-00-0,,20,GALLON(S),"OIL, MISC: MOTOR",YES,0,UNKNOWN AMOUNT
869653,OTH,000000-00-0,,0,UNKNOWN AMOUNT,BUNKER OIL,YES,0,UNKNOWN AMOUNT
869654,ODS,000000-00-0,,10,GALLON(S),OIL: DIESEL,NO,,
869654,OMT,000000-00-0,,5,GALLON(S),"OIL, MISC: MOTOR",NO,,
869654,NCC,000000-00-0,,0,UNKNOWN AMOUNT,COOKING OIL,NO,,
869655,OTF,000000-00-0,,0.5,GALLON(S),"OIL, MISC: TRANSFORMER",NO,,
869656,ODS,000000-00-0,,50,GALLON(S),OIL: DIESEL,NO,,
869657,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869658,AMA,007664-41-7,,514,POUND(S),"AMMONIA, ANHYDROUS",NO,,
869660,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
869662,OUN,000000-00-0,,300,GALLON(S),UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
869664,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
869665,SFA,007664-93-9,,100,GALLON(S),SULFURIC ACID,YES,100,GALLON(S)
869666,NCC,000000-00-0,,1,QUART(S),NAPHTHA,YES,1,QUART(S)
869667,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
869667,NCC,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN HAZARDOUS MATERIAL,NO,,
869667,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
869668,OIL,000000-00-0,,7,GALLON(S),OIL: CRUDE,YES,2,GALLON(S)
869669,OTD,000000-00-0,,5,GALLON(S),"OIL, FUEL: NO. 2-D",NO,,
869670,NCC,000000-00-0,,300,GALLON(S),LIQUID ASPHALT,NO,,
869673,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869674,OUN,000000-00-0,,20,GALLON(S),UNKNOWN OIL OTHER OIL (UNKNOWN AUTOMOTIVE OIL),YES,10,GALLON(S)
869676,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",UNKNOWN,0,UNKNOWN AMOUNT
869678,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
869679,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
869679,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0,UNKNOWN AMOUNT
869680,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869681,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869682,NCC,000000-00-0,,182,POUND(S),SODIUM CHLORIDE,NO,,
869682,NCC,000000-00-0,,12,GALLON(S),BLEACH,NO,,
869683,ODS,000000-00-0,,70,GALLON(S),OIL: DIESEL,NO,,
869684,NCC,000000-00-0,,0,UNKNOWN AMOUNT,BATTERY ACID,YES,0,UNKNOWN AMOUNT
869686,NCC,000000-00-0,,0,UNKNOWN AMOUNT,RAW SEWAGE,YES,0,UNKNOWN AMOUNT
869686,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
869686,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
869686,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
869687,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869688,OTH,000000-00-0,,150,GALLON(S),BURNT OIL,UNKNOWN,0,UNKNOWN AMOUNT
869689,NCC,000000-00-0,,0,UNKNOWN AMOUNT,DRILLING MUD,UNKNOWN,0,UNKNOWN AMOUNT
869689,NCC,000000-00-0,,0,UNKNOWN AMOUNT,PAINT,UNKNOWN,0,UNKNOWN AMOUNT
869690,OUN,000000-00-0,,2.5,GALLON(S),UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869691,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
869691,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
869691,OTH,000000-00-0,,0,UNKNOWN AMOUNT,JET FUEL,NO,,
869692,JPE,000000-00-0,,0,OTHER,JET FUEL: JP-8,NO,,
869693,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869694,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
869695,OTH,000000-00-0,,5,GALLON(S),JET FUEL,NO,,
869699,PER,000000-00-0,,10,GALLON(S),PERCHLOROETHYLENE,YES,0,UNKNOWN AMOUNT
869700,OHY,000000-00-0,,0,UNKNOWN AMOUNT,HYDRAULIC OIL (RESIDUAL),YES,0,UNKNOWN AMOUNT
869701,MCR,007439-97-6,,1,POUND(S),MERCURY,NO,,
869702,CRF,000000-00-0,,4,LITER(S),CHLOROFORM,NO,,
869703,ODS,000000-00-0,,5,GALLON(S),OIL: DIESEL,YES,5,GALLON(S)
869704,OTD,000000-00-0,,19,GALLON(S),DIESEL FUEL,YES,15,GALLON(S)
869706,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869707,NCC,000000-00-0,,4200,GALLON(S),"FRESH WATER, FRICTION REDUCER, SCALE INHIBITOR SURFACTENT",YES,4200,GALLON(S)
869708,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869709,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0,UNKNOWN AMOUNT
869710,NCC,000000-00-0,,0,UNKNOWN AMOUNT,RAW SEWAGE,YES,0,UNKNOWN AMOUNT
869711,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869712,SFA,007664-93-9,,10000,GALLON(S),SULFURIC ACID,YES,2000,GALLON(S)
869712,HCL,007647-01-0,,0,UNKNOWN AMOUNT,HYDROCHLORIC ACID,NO,,
869713,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
869714,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
869715,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
869716,OMN,000000-00-0,,20,GALLON(S),"OIL, MISC: MINERAL",YES,20,GALLON(S)
869717,NCC,000000-00-0,,60,POUND(S),CALCIUM HYPOCHLORITE HYDRATED MIXTURE,NO,,
869718,ODS,000000-00-0,,10,GALLON(S),OIL: DIESEL,NO,,
869720,ODS,000000-00-0,,20,GALLON(S),OIL: DIESEL,YES,0,GALLON(S)
869721,OTF,000000-00-0,,900,GALLON(S),"OIL, MISC: TRANSFORMER",NO,,
869722,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
869723,AMA,007664-41-7,,5,GALLON(S),"AMMONIA, ANHYDROUS",NO,,
869724,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869725,BNZ,000071-43-2,,241,POUND(S),BENZENE,NO,,
869727,OTW,000000-00-0,,1,QUART(S),"OIL, FUEL: NO. 2",YES,1,QUART(S)
869728,GAS,000000-00-0,,15,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),UNKNOWN,0,UNKNOWN AMOUNT
869729,ODS,000000-00-0,,20,GALLON(S),OIL: DIESEL,YES,0.5,GALLON(S)
869730,OTH,000000-00-0,,0,OUNCE(S),OIL AND WATER MIXTURE,YES,0,OUNCE(S)
869731,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
869732,OTF,000000-00-0,,42,GALLON(S),"OIL, MISC: TRANSFORMER",NO,,
869733,NCC,000000-00-0,,0,UNKNOWN AMOUNT,GARBAGE,UNKNOWN,0,UNKNOWN AMOUNT
869734,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0,UNKNOWN AMOUNT
