SEQNOS,CHRIS_CODE,CAS_NUMBER,UN_NUMBER,AMOUNT_OF_MATERIAL,UNIT_OF_MEASURE,NAME_OF_MATERIAL,IF_REACHED_WATER,AMOUNT_IN_WATER,UNIT_OF_MEASURE_REACH_WATER
822521,NCC,000000-00-0,,2,POUND(S),HEXYL CARBITOL,NO,,
822522,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822525,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NICKEL SOLUTION,NO,,
822527,OLB,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: LUBRICATING",YES,0,UNKNOWN AMOUNT
822528,NCC,000000-00-0,,200,GALLON(S),PARATHERM (NON-TOXIC THERMAL FLUID),YES,100,GALLON(S)
822529,NCC,000000-00-0,,0.5,TON(S),PLASTIC PELLETS,NO,,
822530,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
822532,OTD,000000-00-0,,1000,GALLON(S),"OIL, FUEL: NO. 2-D",NO,,
822533,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
822534,OTD,000000-00-0,,500,GALLON(S),"OIL, FUEL: NO. 2-D",NO,,
822535,OOD,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 1-D",UNKNOWN,0,UNKNOWN AMOUNT
822537,OLB,000000-00-0,,10,GALLON(S),"OIL, MISC: LUBRICATING",YES,2,DROP(S)
822538,OTD,000000-00-0,,6000,GALLON(S),"OIL, FUEL: NO. 2-D",UNKNOWN,0,UNKNOWN AMOUNT
822539,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
822540,SFD,000000-00-0,,3000,POUND(S),SULFUR DIOXIDE,NO,,
822541,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822542,OUN,000000-00-0,,0,UNKNOWN AMOUNT,WATER AND DRILLING FLUIDS,UNKNOWN,0,UNKNOWN AMOUNT
822545,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822546,ODS,000000-00-0,,150,GALLON(S),OIL: DIESEL,NO,,
822547,GAS,000000-00-0,,2,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,2,GALLON(S)
822548,HCL,007647-01-0,,5,GALLON(S),HYDROCHLORIC ACID,NO,,
822549,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
822550,GAS,000000-00-0,,5,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,5,GALLON(S)
822551,OHY,000000-00-0,,10,GALLON(S),HYDRAULIC OIL WITH WATER,YES,1,GALLON(S)
822552,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
822553,OTH,000000-00-0,,0,UNKNOWN AMOUNT,OTHER OIL,YES,0,UNKNOWN AMOUNT
822554,ODS,000000-00-0,,200,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
822555,ODS,000000-00-0,,60,GALLON(S),OIL: DIESEL,NO,,
822557,OIL,000000-00-0,,0.96,GALLON(S),OIL: CRUDE MIXED WITH WATER,YES,0.96,GALLON(S)
822558,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822559,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0,UNKNOWN AMOUNT
822560,NCC,000000-00-0,,72,POUND(S),VOLOTILE ORGANIC COMPOUND,NO,,
822560,NCC,000000-00-0,,14,POUND(S),NITROGEN OXIDE,NO,,
822561,NCC,000000-00-0,,96,POUND(S),VOLOTILE ORGANIC COMPOUND,NO,,
822562,NCC,000000-00-0,,64,POUND(S),VOLOTILE ORGANIC COMPOUND,NO,,
822562,NCC,000000-00-0,,12,POUND(S),NITROGEN OXIDE,NO,,
822562,CMO,000000-00-0,,69,POUND(S),CARBON MONOXIDE,NO,,
822562,SFD,000000-00-0,,10,POUND(S),SULFUR DIOXIDE,NO,,
822563,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0,UNKNOWN AMOUNT
822564,CMO,000000-00-0,,150,POUND(S),CARBON MONOXIDE,NO,,
822564,NCC,000000-00-0,,27,POUND(S),NITROGEN OXIDE,NO,,
822564,NCC,000000-00-0,,139,POUND(S),VOLOTILE ORGANIC COMPOUND,NO,,
822564,SFD,000000-00-0,,21,POUND(S),SULFUR DIOXIDE,NO,,
822565,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
822566,OIL,000000-00-0,,500,BARREL(S),OIL: CRUDE,NO,,
822567,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,YES,0,UNKNOWN AMOUNT
822568,BDI,000000-00-0,,101,POUND(S),BUTADIENE,NO,,
822569,OTH,000000-00-0,,0,UNKNOWN AMOUNT,OTHER OIL,YES,0,UNKNOWN AMOUNT
822570,NCC,000000-00-0,,50,GALLON(S),RAW SEWAGE,YES,5,GALLON(S)
822571,OOD,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 1-D",NO,,
822572,NCC,000000-00-0,,300,GALLON(S),WATER MIXED WITH TOILET DEODORIZER,YES,100,GALLON(S)
822573,NCC,000000-00-0,,3,GALLON(S),FUEL OIL AND BALLAST WATER,YES,3,GALLON(S)
822574,OTD,000000-00-0,,0.5,GALLON(S),"OIL, FUEL: NO. 2-D",YES,0.5,GALLON(S)
822575,ODS,000000-00-0,,3,GALLON(S),OIL: DIESEL,YES,3,GALLON(S)
822576,NCC,000000-00-0,,8,GALLON(S),PLASTIC PELLETS,NO,,
822577,JPV,000000-00-0,,1,GALLON(S),"JET FUEL: JP-5 (KEROSENE, HEAVY)",YES,1,GALLON(S)
822578,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
822579,OHY,000000-00-0,,2,GALLON(S),HYDRAULIC OIL,YES,2,GALLON(S)
822580,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822581,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
822583,NCC,000000-00-0,,20,GALLON(S),REFINED OIL AND WATER MIXTURE,YES,20,GALLON(S)
822584,GAS,000000-00-0,,1,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
822585,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
822588,NCC,000000-00-0,,0,UNKNOWN AMOUNT,PAINT,UNKNOWN,0,UNKNOWN AMOUNT
822589,NCC,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIALS,NO,,
822590,OTH,000000-00-0,,3,BARREL(S),MARINE DIESEL,NO,,
822591,OTD,000000-00-0,,250,GALLON(S),"OIL, FUEL: NO. 2-D",YES,0,UNKNOWN AMOUNT
822593,PRP,000000-00-0,,1000,GALLON(S),PROPANE GAS,NO,,
822594,GAS,000000-00-0,,0.5,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
822595,OTH,000000-00-0,,20,DROP(S),BUNKER OIL,YES,20,DROP(S)
822597,NCC,000000-00-0,,0,UNKNOWN AMOUNT,"TIRES, BATTERIES, SHINGLES, INSULATION",UNKNOWN,0,UNKNOWN AMOUNT
822597,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",UNKNOWN,0,UNKNOWN AMOUNT
822599,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822600,NCC,000000-00-0,,1,EACH,DELCO BATTERY 08-030577,YES,1,EACH
822601,OIL,000000-00-0,,10,GALLON(S),OIL: CRUDE,YES,10,GALLON(S)
822601,NCC,000000-00-0,,0,UNKNOWN AMOUNT,PRODUCED WATER,YES,0,UNKNOWN AMOUNT
822602,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
822603,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
822604,ODS,000000-00-0,,300,GALLON(S),OIL: DIESEL,YES,300,GALLON(S)
822605,ODS,000000-00-0,,50,GALLON(S),OIL: DIESEL,NO,,
822606,ODS,000000-00-0,,1,CUP(S),OIL: DIESEL,YES,1,CUP(S)
822607,ODS,000000-00-0,,300,LITER(S),OIL: DIESEL,YES,300,LITER(S)
822608,OHY,000000-00-0,,5,GALLON(S),HYDRAULIC OIL,YES,0,UNKNOWN AMOUNT
822610,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822612,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822613,NCC,000000-00-0,,500,GALLON(S),CAR WASH WATER,YES,0,UNKNOWN AMOUNT
822614,NCC,000000-00-0,,10,GALLON(S),TOMATO PASTE,NO,,
822615,OIL,000000-00-0,,5,BARREL(S),OIL: CRUDE,YES,0,UNKNOWN AMOUNT
822616,NCC,000000-00-0,,0,UNKNOWN AMOUNT,MURATIC ACID,NO,,
822617,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
822618,KRS,000000-00-0,,0,UNKNOWN AMOUNT,KEROSENE,NO,,
822621,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822622,OWA,000000-00-0,,5,GALLON(S),WASTE OIL,YES,1,GALLON(S)
822623,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822624,OTD,000000-00-0,,2,GALLON(S),"OIL, FUEL: NO. 2-D",YES,1,GALLON(S)
822625,NCC,000000-00-0,,3,GALLON(S),TRANSMISSION FLUID,NO,,
822625,OMT,000000-00-0,,5,GALLON(S),"OIL, MISC: MOTOR",NO,,
822626,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822628,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0,UNKNOWN AMOUNT
822629,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822630,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822631,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822632,OTH,000000-00-0,,7,LITER(S),SLUDGE OIL,YES,7,LITER(S)
822633,AMA,007664-41-7,,106,POUND(S),"AMMONIA, ANHYDROUS",NO,,
822637,OTF,000000-00-0,,20,GALLON(S),"OIL, MISC: TRANSFORMER",NO,,
822637,PCB,000000-00-0,,50,PART(S) PER MILLION,POLYCHLORINATED BIPHENYLS,NO,,
822638,OTD,000000-00-0,,50,GALLON(S),"OIL, FUEL: NO. 2-D",NO,,
822640,BUT,000000-00-0,,0,UNKNOWN AMOUNT,BUTANE,NO,,
822641,OIL,000000-00-0,,2,BARREL(S),OIL: CRUDE,YES,2,BARREL(S)
822642,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,YES,0,UNKNOWN AMOUNT
822642,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
822643,NCC,000000-00-0,,40,GALLON(S),RK8490,NO,,
822644,OSX,000000-00-0,,2,BARREL(S),"OIL, FUEL: NO. 6",YES,1.5,BARREL(S)
822645,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822648,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822649,NCC,000000-00-0,,20,BARREL(S),SALT WATER,NO,,
822651,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822653,OMT,000000-00-0,,15,GALLON(S),"OIL, MISC: MOTOR",NO,,
822653,NCC,000000-00-0,,12,GALLON(S),ANTI FREEZE,NO,,
822654,OIL,000000-00-0,,0,GALLON(S),OIL: CRUDE,YES,0,GALLON(S)
822655,MCR,007439-97-6,,10,POUND(S),MERCURY,NO,,
822656,NCC,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN HEAVY BLUE SUBSTANCE,UNKNOWN,0,UNKNOWN AMOUNT
822661,OHY,000000-00-0,,45,GALLON(S),HYDRAULIC OIL,NO,,
822663,BNZ,000071-43-2,,0,UNKNOWN AMOUNT,BENZENE,NO,,
822664,OTD,000000-00-0,,150,GALLON(S),"OIL, FUEL: NO. 2-D",NO,,
822666,AMA,007664-41-7,,17,POUND(S),"AMMONIA, ANHYDROUS",NO,,
822667,OIL,000000-00-0,,0.76,GALLON(S),OIL: CRUDE,YES,0.76,GALLON(S)
822668,HDS,007783-06-4,,49,POUND(S),HYDROGEN SULFIDE,NO,,
822669,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822670,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0,UNKNOWN AMOUNT
822672,OIL,000000-00-0,,5,GALLON(S),OIL: CRUDE,YES,5,GALLON(S)
822673,BNZ,000071-43-2,,0,UNKNOWN AMOUNT,BENZENE (RESIDUE),YES,0,UNKNOWN AMOUNT
822673,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NORM (RESIDUE),YES,0,UNKNOWN AMOUNT
822673,NCC,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR (RESIDUE),YES,0,UNKNOWN AMOUNT
822674,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822675,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
822676,OIL,000000-00-0,,4,GALLON(S),OIL: CRUDE,YES,4,GALLON(S)
822677,NCC,000000-00-0,,20,BARREL(S),PRODUCED WATER,NO,,
822678,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
822679,OTW,000000-00-0,,300,GALLON(S),"OIL, FUEL: NO. 2",YES,10,GALLON(S)
822680,OTW,000000-00-0,,225,GALLON(S),"OIL, FUEL: NO. 2",NO,,
822681,PRP,000000-00-0,,0,UNKNOWN AMOUNT,PROPANE,NO,,
822682,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0,UNKNOWN AMOUNT
822683,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822684,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
822685,ODS,000000-00-0,,19,GALLON(S),OIL: DIESEL,NO,,
822686,OTF,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: TRANSFORMER",NO,,
822688,NCC,000000-00-0,,300,GALLON(S),BLACK STRAP MOLLASSAS,NO,,
822689,ODS,000000-00-0,,270,GALLON(S),OIL: DIESEL,YES,150,GALLON(S)
822690,NCC,000000-00-0,,10,GALLON(S),BATTERY ACID,NO,,
822691,OTW,000000-00-0,,100,GALLON(S),"OIL, FUEL: NO. 2",NO,,
822692,BNZ,000071-43-2,,15,POUND(S),BENZENE,NO,,
822693,NCC,000000-00-0,,92,GALLON(S),RAW SEWAGE,YES,92,GALLON(S)
822694,NCC,000000-00-0,,10,BARREL(S),PRODUCED WATER,YES,5,BARREL(S)
822695,OIL,000000-00-0,,1,BARREL(S),OIL: CRUDE,NO,,
822695,NCC,000000-00-0,,12,BARREL(S),PRODUCED WATER,NO,,
822696,ODS,000000-00-0,,1,GALLON(S),OIL: DIESEL,YES,1,GALLON(S)
822697,NCC,000000-00-0,,400,LITER(S),AMMONIA PROTECT 650P,YES,0,UNKNOWN AMOUNT
822698,NCC,000000-00-0,,0,UNKNOWN AMOUNT,AFFF FOAM,YES,0,UNKNOWN AMOUNT
822699,ODS,000000-00-0,,300,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
822701,OIL,000000-00-0,,2,BARREL(S),OIL: CRUDE,NO,,
822702,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822703,ODS,000000-00-0,,80,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
822705,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822706,NCC,000000-00-0,,5,POUND(S),ASBESTOS,NO,,
822707,CRT,001066-30-4,,0,UNKNOWN AMOUNT,CHROMIC ACID,YES,0,UNKNOWN AMOUNT
822708,NCC,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN GREEN POWDER,NO,,
822709,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822710,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
822712,OMN,000000-00-0,,300,GALLON(S),"OIL, MISC: MINERAL",YES,300,GALLON(S)
822713,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822714,OHY,000000-00-0,,1,QUART(S),HYDRAULIC OIL,YES,1,QUART(S)
822715,NCC,000000-00-0,,3500,GALLON(S),MILKY WATER,YES,1,GALLON(S)
822716,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822717,OHY,000000-00-0,,10,GALLON(S),HYDRAULIC OIL (MOBILE ETE16),YES,0.5,GALLON(S)
822718,NCC,000000-00-0,,3500,GALLON(S),MILKY WATER,YES,1,GALLON(S)
822719,ODS,000000-00-0,,2,GALLON(S),OIL: DIESEL,YES,2,GALLON(S)
822720,NTX,010102-43-9,,10,POUND(S),NITRIC OXIDE,NO,,
822721,NCC,000000-00-0,,0,UNKNOWN AMOUNT,VARIOUS DEBRIS TO INCLUDE ASBESTOS AND PAINT PARTICLES,NO,,
822722,OHY,000000-00-0,,30,GALLON(S),HYDRAULIC OIL,NO,,
822723,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822724,OUN,000000-00-0,,0,UNKNOWN AMOUNT,WHITE AND BROWN SUBSTANCE,YES,0,UNKNOWN AMOUNT
822725,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822726,OIL,000000-00-0,,0.05,GALLON(S),OIL: CRUDE,YES,0.05,GALLON(S)
822729,KRS,000000-00-0,,0,UNKNOWN AMOUNT,KEROSENE,UNKNOWN,0,UNKNOWN AMOUNT
822730,OIL,000000-00-0,,4,BARREL(S),OIL: CRUDE,NO,,
822732,NCC,000000-00-0,,7000,GALLON(S),SEWAGE,YES,7000,GALLON(S)
822734,NCC,000000-00-0,,50,GALLON(S),SEWAGE,NO,,
822736,OIL,000000-00-0,,0.06,GALLON(S),OIL: CRUDE,YES,0.06,GALLON(S)
822737,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822738,NCC,000000-00-0,,1,TEASPOON(S),BUNKER OIL,YES,1,TEASPOON(S)
822740,OIL,000000-00-0,,0.2,GALLON(S),OIL: CRUDE,YES,0.2,GALLON(S)
822741,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822743,MCR,007439-97-6,,0,UNKNOWN AMOUNT,MERCURY,NO,,
822744,ODS,000000-00-0,,3,GALLON(S),OIL: DIESEL,YES,3,GALLON(S)
822745,OOD,000000-00-0,,100,GALLON(S),"OIL, FUEL: NO. 1-D",NO,,
822746,NCC,000000-00-0,,0,UNKNOWN AMOUNT,COKER OVERHEAD GAS,NO,,
822746,BNZ,000071-43-2,,0,UNKNOWN AMOUNT,BENZENE,NO,,
822746,HDS,007783-06-4,,0,UNKNOWN AMOUNT,HYDROGEN SULFIDE,NO,,
822746,NCC,000000-00-0,,0,UNKNOWN AMOUNT,VOC'S,NO,,
822746,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
822746,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NITROGEN DIOXIDE,NO,,
822746,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NITROGEN OXIDE,NO,,
822747,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822748,OHY,000000-00-0,,0.25,CUP(S),HYDRAULIC OIL,YES,0.25,CUP(S)
822750,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0,UNKNOWN AMOUNT
822752,NCC,000000-00-0,,1,CUP(S),TRANSMISSION FLUID,UNKNOWN,0,UNKNOWN AMOUNT
822754,EOX,000075-21-8,,10,POUND(S),ETHYLENE OXIDE,NO,,
822755,OHY,000000-00-0,,3,QUART(S),HYDRAULIC OIL,YES,2,QUART(S)
822756,NCC,000000-00-0,,100,TON(S),COAL,NO,,
822757,NCC,000000-00-0,,10,TON(S),COAL,NO,,
822759,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NOX,NO,,
822759,CMO,000000-00-0,,0,UNKNOWN AMOUNT,CARBON MONOXIDE,NO,,
822759,NCC,000000-00-0,,0,UNKNOWN AMOUNT,VOC,NO,,
822759,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
822760,NCC,000000-00-0,,0,UNKNOWN AMOUNT,VOC,NO,,
822760,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NOX,NO,,
822760,CMO,000000-00-0,,0,UNKNOWN AMOUNT,CARBON MONOXIDE,NO,,
822760,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
822762,GAS,000000-00-0,,1000,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
822763,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822764,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
822766,SHD,001310-73-2,,1000,GALLON(S),SODIUM HYDROXIDE,YES,0,UNKNOWN AMOUNT
822767,NCC,000000-00-0,,100,GALLON(S),RAW SEWAGE,YES,75,GALLON(S)
822772,NCC,000000-00-0,,35,GALLON(S),GOC-1 (DIESEL ADDITIVE),YES,0,UNKNOWN AMOUNT
822773,OIL,000000-00-0,,0,UNKNOWN AMOUNT,OIL: CRUDE,YES,0,UNKNOWN AMOUNT
822775,OLB,000000-00-0,,1,GALLON(S),"OIL, MISC: LUBRICATING",YES,1,GALLON(S)
822777,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822778,OOD,000000-00-0,,30,GALLON(S),"OIL, FUEL: NO. 1-D",NO,,
822779,SFD,000000-00-0,,5000,POUND(S),SULFUR DIOXIDE,NO,,
822779,HDS,007783-06-4,,100,POUND(S),HYDROGEN SULFIDE,NO,,
822782,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
822783,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822784,OHY,000000-00-0,,30,GALLON(S),HYDRAULIC OIL,NO,,
822785,MCR,007439-97-6,,1,TEASPOON(S),MERCURY,NO,,
822786,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
822787,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
