SEQNOS,CHRIS_CODE,CAS_NUMBER,UN_NUMBER,AMOUNT_OF_MATERIAL,UNIT_OF_MEASURE,NAME_OF_MATERIAL,IF_REACHED_WATER,AMOUNT_IN_WATER,UNIT_OF_MEASURE_REACH_WATER
963455,OTH,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE OR DIESEL,NO,,
963458,OIL,000000-00-0,,0,GALLON(S),OIL: CRUDE,NO,,
963460,OLB,000000-00-0,,5,GALLON(S),"OIL, MISC: LUBRICATING",NO,,
963461,OUN,000000-00-0,,100,GALLON(S),UNKNOWN OIL,YES,100,GALLON(S)
963462,OMT,000000-00-0,,0.132,GALLON(S),"OIL, MISC: MOTOR",YES,0.132,GALLON(S)
963463,HDS,007783-06-4,,0,UNKNOWN AMOUNT,HYDROGEN SULFIDE,NO,,
963464,BNZ,000071-43-2,,10.15,POUND(S),BENZENE,NO,,
963465,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
963466,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
963467,OMN,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MINERAL",NO,,
963468,NCC,000000-00-0,,315.2,POUND(S),NON-ANHYDROUS AMMONIA,NO,,
963469,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963471,PRP,000000-00-0,,0,UNKNOWN AMOUNT,PROPANE,NO,,
963473,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963475,NCC,000000-00-0,,0,UNKNOWN AMOUNT,TIRES,NO,,
963475,NCC,000000-00-0,,0,UNKNOWN AMOUNT,SMOKE,NO,,
963476,NCC,000000-00-0,,0,UNKNOWN AMOUNT,RAW SEWAGE,NO,,
963477,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
963479,ODS,000000-00-0,,5000,GALLON(S),OIL: DIESEL,YES,4000,GALLON(S)
963481,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963482,OTF,000000-00-0,,2,GALLON(S),"OIL, MISC: TRANSFORMER",UNKNOWN,0,UNKNOWN AMOUNT
963482,PCB,000000-00-0,,0,UNKNOWN AMOUNT,POLYCHLORINATED BIPHENYLS,UNKNOWN,0,UNKNOWN AMOUNT
963484,OTH,000000-00-0,,125,GALLON(S),MAGGIESOL OIL,YES,0,UNKNOWN AMOUNT
963485,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963486,OTH,000000-00-0,,0.013,BARREL(S),CONDENSATE,YES,0.013,BARREL(S)
963487,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
963488,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963491,NCC,000000-00-0,,0,UNKNOWN AMOUNT,SEWAGE,YES,0,UNKNOWN AMOUNT
963492,OTH,000000-00-0,,33,GALLON(S),OTHER OIL (AVIATION FUEL),YES,0,UNKNOWN AMOUNT
963494,NCC,000000-00-0,,25,GALLON(S),FLYASH,NO,,
963495,OTH,000000-00-0,,1,GALLON(S),OTHER OIL ((VGO) VACUUM GAS OIL,NO,,
963500,ODS,000000-00-0,,1,GALLON(S),OIL: DIESEL,YES,1,GALLON(S)
963501,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
963502,NCC,000000-00-0,,1300,POUND(S),STYRENE MONOMER,NO,,
963503,AMA,007664-41-7,,317,POUND(S),"AMMONIA, ANHYDROUS",NO,,
963504,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963505,OTH,000000-00-0,,14,GALLON(S),GEAR OIL,YES,14,GALLON(S)
963506,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
963507,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963509,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963510,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963512,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
963512,OTH,000000-00-0,,0,UNKNOWN AMOUNT,OILY WASTE,UNKNOWN,0,UNKNOWN AMOUNT
963513,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL (TAR PATTIES),YES,0,UNKNOWN AMOUNT
963515,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
963516,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963518,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963519,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
963519,CSS,000000-00-0,,0,UNKNOWN AMOUNT,CAUSTIC SODA SOLUTION,NO,,
963520,OTF,000000-00-0,,20,GALLON(S),"OIL, MISC: TRANSFORMER",NO,,
963521,GAS,000000-00-0,,10,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),NO,,
963522,ODS,000000-00-0,,10,BARREL(S),OIL: DIESEL,NO,,
963523,AMA,007664-41-7,,100,POUND(S),"AMMONIA, ANHYDROUS",NO,,
963524,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963525,NCC,000000-00-0,,0,UNKNOWN AMOUNT,WASTE WATER (NON-HAZARDOUS),YES,0,UNKNOWN AMOUNT
963526,NCC,000000-00-0,,0,UNKNOWN AMOUNT,"""PERC"" (DRY CLEANING MATERIAL)",YES,0,UNKNOWN AMOUNT
963529,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0,UNKNOWN AMOUNT
963530,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
963531,OLB,000000-00-0,,1,GALLON(S),"OIL, MISC: LUBRICATING",NO,,
963532,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963533,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963534,OTD,000000-00-0,,600,GALLON(S),"OIL, FUEL: NO. 2-D",NO,,
963535,NCC,000000-00-0,,50000,GALLON(S),SPRINKLER WATER,NO,,
963539,ODS,000000-00-0,,250,GALLON(S),OIL: DIESEL,UNKNOWN,0,GALLON(S)
963540,BDI,000000-00-0,,0,UNKNOWN AMOUNT,BUTADIENE,NO,,
963541,NCC,000000-00-0,,0,UNKNOWN AMOUNT,LEAD,NO,,
963542,OTD,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2-D",NO,,
963543,OTF,000000-00-0,,125,GALLON(S),"OIL, MISC: TRANSFORMER",YES,120,GALLON(S)
963544,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
963546,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
963547,OTH,000000-00-0,,0,UNKNOWN AMOUNT,PETROLEUM PRODUCT,YES,0,UNKNOWN AMOUNT
963547,NCC,000000-00-0,,0,UNKNOWN AMOUNT,LEAD PRODUCT,NO,0,UNKNOWN AMOUNT
963547,OTH,000000-00-0,,0,UNKNOWN AMOUNT,MBTE (GAS ADDITIVE),YES,0,UNKNOWN AMOUNT
963547,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0,UNKNOWN AMOUNT
963548,BAN,000000-00-0,,1,PINT(S),N-BUTYL ALCOHOL,YES,1,PINT(S)
963550,OTH,000000-00-0,,8,GALLON(S),BILGE MATERIAL,YES,0.5,GALLON(S)
963552,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
963553,NCC,000000-00-0,,0,UNKNOWN AMOUNT,PAINT FUMES,NO,,
963554,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963557,OHY,000000-00-0,,20,GALLON(S),HYDRAULIC OIL,NO,,
963558,OTH,000000-00-0,,0,UNKNOWN AMOUNT,"""COKER"" (WASTE CRUDE OIL)",NO,,
963559,OTH,000000-00-0,,10,GALLON(S),ENGINE OIL,NO,,
963560,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
963561,HFS,000000-00-0,,2188,GALLON(S),HYDROFLUOROSILICIC ACID (23%),YES,2188,GALLON(S)
963562,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963563,NCC,000000-00-0,,326,POUND(S),NON-ANHYDROUS AMMONIA,NO,,
963564,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963565,OIL,000000-00-0,,0,UNKNOWN AMOUNT,OIL: CRUDE,YES,0,UNKNOWN AMOUNT
963566,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963568,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0,UNKNOWN AMOUNT
963570,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0,UNKNOWN AMOUNT
963571,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
963571,EGL,000107-21-1,,0,UNKNOWN AMOUNT,ETHYLENE GLYCOL,NO,,
963571,NCC,000000-00-0,,0,UNKNOWN AMOUNT,CLEANING SOLVENTS,NO,,
963572,OTD,000000-00-0,,20,GALLON(S),"OIL, FUEL: NO. 2-D",NO,,
963573,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
963574,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963575,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963576,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
963578,ODS,000000-00-0,,40,GALLON(S),OIL: DIESEL,NO,,
963581,ACY,000075-86-5,,3,GALLON(S),ACETONE CYANOHYDRIN,NO,,
963582,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
963583,ODS,000000-00-0,,200,GALLON(S),OIL: DIESEL,YES,10,GALLON(S)
963584,OIL,000000-00-0,,0.00135,GALLON(S),OIL: CRUDE,YES,0.00135,GALLON(S)
963585,EGL,000107-21-1,,0,UNKNOWN AMOUNT,ETHYLENE GLYCOL,YES,0,UNKNOWN AMOUNT
963585,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0,UNKNOWN AMOUNT
963585,NCC,000000-00-0,,0,UNKNOWN AMOUNT,BRAKE FLUID,YES,0,UNKNOWN AMOUNT
963586,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963587,MCR,007439-97-6,,0,UNKNOWN AMOUNT,MERCURY,NO,,
963588,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
963589,OHY,000000-00-0,,7,GALLON(S),HYDRAULIC OIL,NO,,
963590,MCR,007439-97-6,,0,UNKNOWN AMOUNT,MERCURY,YES,0,UNKNOWN AMOUNT
963591,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963594,NCC,000000-00-0,,0,UNKNOWN AMOUNT,PETROLEUM COKE,YES,0,UNKNOWN AMOUNT
963595,NCC,000000-00-0,,0,UNKNOWN AMOUNT,PIPE LIQUIDS,YES,0,UNKNOWN AMOUNT
963596,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963597,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963598,OIL,000000-00-0,,3,GALLON(S),OIL: CRUDE,YES,3,GALLON(S)
963599,OWA,000000-00-0,,15,GALLON(S),WASTE OIL,YES,10,GALLON(S)
963601,NCC,000000-00-0,,0,UNKNOWN AMOUNT,HIGH PH WATER,YES,0,UNKNOWN AMOUNT
963603,OTH,000000-00-0,,40,GALLON(S),ENGINE OIL,NO,,
963604,ODS,000000-00-0,,400,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
963605,OTW,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2",NO,,
963606,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
963607,MCR,007439-97-6,,1,TEASPOON(S),MERCURY,NO,,
963608,OIL,000000-00-0,,0,UNKNOWN AMOUNT,OIL: CRUDE,YES,0,UNKNOWN AMOUNT
963609,FEC,007758-94-3,,200,GALLON(S),FERROUS CHLORIDE,NO,,
963610,BNZ,000071-43-2,,10,POUND(S),BENZENE,NO,,
963610,BDI,000000-00-0,,10,POUND(S),BUTADIENE,NO,,
963611,ODS,000000-00-0,,100,GALLON(S),OIL: DIESEL,NO,0,UNKNOWN AMOUNT
963612,OMN,000000-00-0,,40,GALLON(S),"OIL, MISC: MINERAL",YES,40,GALLON(S)
963613,NCC,000000-00-0,,1000,POUND(S),NITROGEN OXIDE,NO,,
963613,NCC,000000-00-0,,2000,POUND(S),VOLATILE ORGANIC COMPOUND,NO,,
963613,HDS,007783-06-4,,100,POUND(S),HYDROGEN SULFIDE,NO,,
963613,SFD,000000-00-0,,1000,POUND(S),SULFUR DIOXIDE,NO,,
963613,CMO,000000-00-0,,5000,POUND(S),CARBON MONOXIDE,NO,,
963614,NCC,000000-00-0,,0,UNKNOWN AMOUNT,ASBESTOS,NO,,
963615,GAS,000000-00-0,,50,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,5,GALLON(S)
963616,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
963617,NCC,000000-00-0,,0,UNKNOWN AMOUNT,INJECTION CHEMICALS,YES,0,UNKNOWN AMOUNT
963618,ODS,000000-00-0,,30,GALLON(S),OIL: DIESEL,YES,30,GALLON(S)
963619,OLB,000000-00-0,,1,GALLON(S),"OIL, MISC: LUBRICATING",YES,0,UNKNOWN AMOUNT
963620,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963621,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL (TARBALLS),YES,0,UNKNOWN AMOUNT
963622,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
963624,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963625,OTH,000000-00-0,,40,GALLON(S),PETCOKE DUST,YES,40,GALLON(S)
963628,OIL,000000-00-0,,0.5,BARREL(S),OIL: CRUDE,NO,,
963628,NCC,000000-00-0,,0.25,BARREL(S),PRODUCED WATER,NO,,
963629,OTH,000000-00-0,,146,BARREL(S),CONDENSATE,YES,20,BARREL(S)
963630,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
963631,OTH,000000-00-0,,5,GALLON(S),CRUDE OIL CONDENSATE,YES,5,GALLON(S)
963632,OMN,000000-00-0,,80,GALLON(S),"OIL, MISC: MINERAL",NO,,
963634,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
963635,OTD,000000-00-0,,300,GALLON(S),"OIL, FUEL: NO. 2-D",NO,,
963637,NCC,000000-00-0,,200,GALLON(S),FIRE FIGHTING FOAM,NO,,
963638,NCC,000000-00-0,,100,TON(S),COAL,NO,,
963639,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963640,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963641,SHS,016721-80-5,,0,UNKNOWN AMOUNT,SODIUM HYDROSULFIDE SOLUTION,NO,,
963642,HDS,007783-06-4,,0,UNKNOWN AMOUNT,HYDROGEN SULFIDE,NO,,
963643,NTO,000000-00-0,,0,UNKNOWN AMOUNT,NITROUS OXIDE,NO,,
963643,NCC,000000-00-0,,0,UNKNOWN AMOUNT,METHANOL,NO,,
963643,NCC,000000-00-0,,0,UNKNOWN AMOUNT,SEAT BELT PRETENSIONERS,NO,,
963643,NCC,000000-00-0,,0,UNKNOWN AMOUNT,HEPTANES,NO,,
963646,OTD,000000-00-0,,30,GALLON(S),"OIL, FUEL: NO. 2-D",NO,,
963647,OTH,000000-00-0,,0,UNKNOWN AMOUNT,OIL RESIDUE,YES,0,UNKNOWN AMOUNT
963650,OHY,000000-00-0,,1,PINT(S),HYDRAULIC OIL,YES,0,UNKNOWN AMOUNT
963651,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963653,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963655,CLX,007782-50-5,,0,UNKNOWN AMOUNT,CHLORINE,NO,,
963656,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
963657,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963658,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963659,OIL,000000-00-0,,1,GALLON(S),OIL: CRUDE,YES,1,GALLON(S)
963661,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN NEON GREEN COLORED MATERIAL,YES,0,UNKNOWN AMOUNT
963662,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
963662,NCC,000000-00-0,,0,UNKNOWN AMOUNT,AUTOMOBILE FLUIDS,NO,,
963663,OHY,000000-00-0,,2,GALLON(S),HYDRAULIC OIL,YES,2,GALLON(S)
963664,DEN,000109-89-7,,138,POUND(S),DIETHYLAMINE,NO,,
963665,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NEON GREEN WATER,YES,0,UNKNOWN AMOUNT
963666,OIL,000000-00-0,,5,BARREL(S),OIL: CRUDE,YES,5,BARREL(S)
963667,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963668,CLX,007782-50-5,,0,UNKNOWN AMOUNT,CHLORINE (GAS),NO,,
963669,OIL,000000-00-0,,4,BARREL(S),OIL: CRUDE,YES,5,GALLON(S)
963670,BDI,000000-00-0,,1068.3,POUND(S),BUTADIENE,NO,,
963670,NCC,000000-00-0,,2525.7,POUND(S),VOC'S,NO,,
963671,SFA,007664-93-9,,200,GALLON(S),SULFURIC ACID,NO,,
963672,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
963672,EGL,000107-21-1,,0,UNKNOWN AMOUNT,ETHYLENE GLYCOL,YES,0,UNKNOWN AMOUNT
963672,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0,UNKNOWN AMOUNT
963673,NCC,000000-00-0,,197.7,POUND(S),NON-ANHYDROUS AMMONIA,NO,,
963674,ODS,000000-00-0,,100,GALLON(S),OIL: DIESEL,NO,,
963675,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963678,OMT,000000-00-0,,0.08,GALLON(S),"OIL, MISC: MOTOR",YES,0.08,GALLON(S)
963679,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963680,OLB,000000-00-0,,4,GALLON(S),"OIL, MISC: LUBRICATING",NO,,
963681,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963682,BNZ,000071-43-2,,0,UNKNOWN AMOUNT,BENZENE,NO,,
963683,OTW,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, FUEL: NO. 2",NO,,
963684,NCC,000000-00-0,,0,UNKNOWN AMOUNT,"BURNING LARGE AMOUNTS OF PLASTICS BAGS, STYROFOAM & UNKNOWN CHEMICALS",YES,0,UNKNOWN AMOUNT
963687,CLX,007782-50-5,,0,UNKNOWN AMOUNT,CHLORINE,UNKNOWN,0,UNKNOWN AMOUNT
963687,NCC,000000-00-0,,0,UNKNOWN AMOUNT,SEWAGE,YES,0,UNKNOWN AMOUNT
963688,OMT,000000-00-0,,5,GALLON(S),"OIL, MISC: MOTOR",YES,5,GALLON(S)
963689,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL THAT IMPACTED SOIL,YES,0,UNKNOWN AMOUNT
963690,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963691,NCC,000000-00-0,,100,POUND(S),MONOETHYLAMINE,NO,,
963693,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963694,SHD,001310-73-2,,10,GALLON(S),SODIUM HYDROXIDE SOLUTION,NO,,
963695,OTH,000000-00-0,,0.006,BARREL(S),HYDROCARBONS,YES,0.006,BARREL(S)
963696,FUR,000110-00-9,,251,POUND(S),FURAN,NO,,
963697,OIL,000000-00-0,,2007,GALLON(S),OIL: CRUDE,YES,2007,GALLON(S)
963698,OTF,000000-00-0,,40,GALLON(S),"OIL, MISC: TRANSFORMER",NO,,
963701,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963702,OTH,000000-00-0,,1,GALLON(S),CONDENSATE,YES,1,GALLON(S)
963703,ODS,000000-00-0,,100,GALLON(S),OIL: DIESEL,YES,0,UNKNOWN AMOUNT
963704,RFG,000000-00-0,,0,UNKNOWN AMOUNT,REFRIGERANT GASES,NO,,
963705,HDS,007783-06-4,,0,UNKNOWN AMOUNT,HYDROGEN SULFIDE,NO,,
963706,OTH,000000-00-0,,15,GALLON(S),OTHER OIL (CUTTING OIL),YES,5,GALLON(S)
963707,OTH,000000-00-0,,0,OUNCE(S),LIGHT NON AQUEOUS PHASE LIQUID (LNAPL),YES,6,OUNCE(S)
963708,OLB,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: BIODEGRADABLE LUBRICATING",YES,0,UNKNOWN AMOUNT
963709,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963710,OOL,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, EDIBLE: OLIVE",NO,,
963711,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
963711,NCC,000000-00-0,,0,UNKNOWN AMOUNT,TIRES,NO,,
963712,OTH,000000-00-0,,200,GALLON(S),OIL/WATER MIXTURE,NO,,
963713,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963714,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
963715,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
963717,TCL,000079-01-6,,1,GALLON(S),TRICHLOROETHYLENE,NO,,
963718,NCC,000000-00-0,,116,POUND(S),PARAXYLENE,NO,,
963719,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,YES,0,UNKNOWN AMOUNT
963720,NCC,000000-00-0,,1,OUNCE(S),DIRTY WATER,UNKNOWN,0,UNKNOWN AMOUNT
963721,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963722,OTH,000000-00-0,,1000,GALLON(S),QUENCH OIL,YES,1000,GALLON(S)
963723,OTH,000000-00-0,,0.25,TEASPOON(S),BUNKER OIL,YES,0.25,TEASPOON(S)
963724,OTH,000000-00-0,,100,GALLON(S),CORN OIL,YES,100,GALLON(S)
963725,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963726,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963727,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963728,NCC,000000-00-0,,221,POUND(S),NITROGEN DIOXIDE,NO,,
963729,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
963730,OLB,000000-00-0,,1,CUP(S),"OIL, MISC: LUBRICATING",YES,1,CUP(S)
963731,NCC,000000-00-0,,0,UNKNOWN AMOUNT,BEEF TALLOW,YES,0,UNKNOWN AMOUNT
963732,ODS,000000-00-0,,200,GALLON(S),OIL: DIESEL,NO,,
963733,OHY,000000-00-0,,20,GALLON(S),HYDRAULIC OIL,YES,0,UNKNOWN AMOUNT
963734,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
963735,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963736,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
963737,NCC,000000-00-0,,10,TON(S),COAL,NO,,
963739,OTD,000000-00-0,,50,GALLON(S),"OIL, FUEL: NO. 2-D",NO,,
963740,OUN,000000-00-0,,5,GALLON(S),UNKNOWN OIL,YES,5,GALLON(S)
963741,ODS,000000-00-0,,5,GALLON(S),OIL: DIESEL,YES,5,GALLON(S)
963742,NCC,000000-00-0,,1,TON(S),COAL,NO,,
963743,NCC,000000-00-0,,3425,POUND(S),NITROGEN OXIDES,NO,,
963743,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
963745,NCC,000000-00-0,,0,UNKNOWN AMOUNT,RAW SEWAGE,UNKNOWN,0,UNKNOWN AMOUNT
963746,OWA,000000-00-0,,0.5,GALLON(S),WASTE OIL,YES,0.5,GALLON(S)
963748,SFD,000000-00-0,,1500,POUND(S),SULFUR DIOXIDE,NO,,
963750,OIL,000000-00-0,,2.8,GALLON(S),OIL: CRUDE,YES,2.8,GALLON(S)
963751,NCC,000000-00-0,,250000,GALLON(S),BEEF TALLOW,YES,15000,GALLON(S)
