SEQNOS,CHRIS_CODE,CAS_NUMBER,UN_NUMBER,AMOUNT_OF_MATERIAL,UNIT_OF_MEASURE,NAME_OF_MATERIAL,IF_REACHED_WATER,AMOUNT_IN_WATER,UNIT_OF_MEASURE_REACH_WATER
931540,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NITROGEN OXIDES,NO,,
931540,BDI,000000-00-0,,0,UNKNOWN AMOUNT,BUTADIENE,NO,,
931540,PPL,000000-00-0,,0,UNKNOWN AMOUNT,PROPYLENE,NO,,
931540,BUT,000000-00-0,,0,UNKNOWN AMOUNT,BUTANE,NO,,
931540,BNZ,000071-43-2,,0,UNKNOWN AMOUNT,BENZENE,NO,,
931540,HXA,000110-54-3,,0,UNKNOWN AMOUNT,HEXANE,NO,,
931540,NCC,000000-00-0,,0,UNKNOWN AMOUNT,HYDROGEN,NO,,
931540,NCC,000000-00-0,,0,UNKNOWN AMOUNT,VOLATILE ORGANIC COMPOUNDS,NO,,
931540,BTN,000000-00-0,,0,UNKNOWN AMOUNT,BUTYLENE,NO,,
931542,ODS,000000-00-0,,200,GALLON(S),OIL: DIESEL,NO,,
931543,HDS,007783-06-4,,100,POUND(S),HYDROGEN SULFIDE,NO,,
931543,SFD,000000-00-0,,500,POUND(S),SULFUR DIOXIDE,NO,,
931543,CMO,000000-00-0,,5000,POUND(S),CARBON MONOXIDE,NO,,
931543,NCC,000000-00-0,,1000,POUND(S),VOLATILE ORGANIC COMPOUNDS,NO,,
931543,NCC,000000-00-0,,200,POUND(S),NITROGEN OXIDE,NO,,
931544,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
931545,OSX,000000-00-0,,1,GALLON(S),"OIL, FUEL: NO. 6",YES,1,GALLON(S)
931547,HCN,000074-90-8,,0,UNKNOWN AMOUNT,HYDROGEN CYANIDE,NO,,
931547,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
931547,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NITROGEN OXIDE,NO,,
931548,OHY,000000-00-0,,1,CUP(S),HYDRAULIC OIL,NO,,
931549,AMA,007664-41-7,,200,POUND(S),"AMMONIA, ANHYDROUS",NO,,
931550,BNZ,000071-43-2,,10.28,POUND(S),BENZENE,YES,10.28,POUND(S)
931551,NCC,000000-00-0,,0,UNKNOWN AMOUNT,METHYL ACRYLATE,NO,,
931553,ODS,000000-00-0,,1000,GALLON(S),OIL: DIESEL,NO,,
931555,OIL,000000-00-0,,0,UNKNOWN AMOUNT,OIL: CRUDE,YES,0,UNKNOWN AMOUNT
931557,NCC,000000-00-0,,0,UNKNOWN AMOUNT,ASPHALT,NO,,
931559,BNZ,000071-43-2,,500,POUND(S),BENZENE,NO,,
931559,BDI,000000-00-0,,500,POUND(S),BUTADIENE,NO,,
931560,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,2,GALLON(S)
931562,ODS,000000-00-0,,3600,GALLON(S),OIL: DIESEL,NO,,
931563,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
931564,OWA,000000-00-0,,5,GALLON(S),WASTE OIL,YES,5,GALLON(S)
931565,OTH,000000-00-0,,0.661,GALLON(S),CONDENSATE,YES,0.661,GALLON(S)
931566,OHY,000000-00-0,,2.5,PINT(S),HYDRAULIC OIL,YES,1,PINT(S)
931568,NAC,007697-37-2,,0,UNKNOWN AMOUNT,NITRIC ACID,YES,0,UNKNOWN AMOUNT
931571,KRS,000000-00-0,,0,UNKNOWN AMOUNT,KEROSENE,NO,,
931572,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
931573,NCC,000000-00-0,,108,POUND(S),AMMONIA,NO,,
931574,NCC,000000-00-0,,274.5,POUND(S),NON ANHYDROUS AMMONIA,NO,,
931576,OTW,000000-00-0,,1,CUP(S),"OIL, FUEL: NO. 2",NO,,
931577,GAS,000000-00-0,,0.5,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,0.5,GALLON(S)
931579,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
931580,OTH,000000-00-0,,0.5,CUP(S),OILY WATER MIXTURE,YES,0.5,CUP(S)
931581,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
931582,UNK,000000-00-0,,0,UNKNOWN AMOUNT,WHITE FOAMY SUBSTANCE,YES,0,UNKNOWN AMOUNT
931584,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
931585,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN AIRCRAFT FUEL,UNKNOWN,0,UNKNOWN AMOUNT
931586,JPE,000000-00-0,,5,GALLON(S),JET FUEL: JP-8,NO,,
931587,OHY,000000-00-0,,6000,GALLON(S),HYDRAULIC OIL,NO,,
931589,NCC,000000-00-0,,0,UNKNOWN AMOUNT,COPPER,UNKNOWN,0,UNKNOWN AMOUNT
931589,NCC,000000-00-0,,0,UNKNOWN AMOUNT,WOOD,UNKNOWN,0,UNKNOWN AMOUNT
931590,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,YES,0,UNKNOWN AMOUNT
931591,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
931592,OOD,000000-00-0,,250,GALLON(S),"OIL, FUEL: NO. 1-D",YES,0,UNKNOWN AMOUNT
931593,NCC,000000-00-0,,0,UNKNOWN AMOUNT,OILY SMALL PARTICLES,YES,0,UNKNOWN AMOUNT
931594,BDI,000000-00-0,,43.7,POUND(S),BUTADIENE,NO,,
931595,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
931596,OMN,000000-00-0,,35.8,GALLON(S),"OIL, MISC: MINERAL",NO,,
931597,OTH,000000-00-0,,0,UNKNOWN AMOUNT,OTHER OIL,YES,0,UNKNOWN AMOUNT
931598,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
931599,NCC,000000-00-0,,0.04,GALLON(S),PRODUCTION CHEMICAL,YES,0.04,GALLON(S)
931600,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NO CHRIS CODE,NO,,
931601,OIL,000000-00-0,,2,BARREL(S),OIL: CRUDE,NO,,
931602,NCC,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL POSSIBLY CLEANING FLUID,UNKNOWN,0,UNKNOWN AMOUNT
931603,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
931604,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NITRATE AND WATER,NO,,
931605,OIL,000000-00-0,,0.639,GALLON(S),OIL: CRUDE,YES,0.639,GALLON(S)
931606,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,UNKNOWN,0,UNKNOWN AMOUNT
931608,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
931609,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
931610,NCC,000000-00-0,,0,UNKNOWN AMOUNT,DARK COLORED SNOW,YES,0,UNKNOWN AMOUNT
931612,OHY,000000-00-0,,5,GALLON(S),HYDRAULIC OIL,YES,0,UNKNOWN AMOUNT
931613,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
931616,NCC,000000-00-0,,0,POUND(S),FERTILIZER BLEND,NO,,
931617,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
931617,EGL,000107-21-1,,0,UNKNOWN AMOUNT,ETHYLENE GLYCOL,UNKNOWN,0,UNKNOWN AMOUNT
931618,TOL,000108-88-3,,4000,POUND(S),TOLUENE,YES,4000,POUND(S)
931619,PAC,007664-38-2,,1000,POUND(S),PHOSPHORIC ACID,NO,,
931620,ODS,000000-00-0,,5,GALLON(S),OIL: DIESEL,NO,,
931621,GAS,000000-00-0,,20,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
931622,OTH,000000-00-0,,1,TEASPOON(S),LSFO,YES,1,TEASPOON(S)
931623,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
931624,OHY,000000-00-0,,4,GALLON(S),HYDRAULIC OIL,YES,2,TABLESPOON(S)
931625,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
931626,NCC,000000-00-0,,0,UNKNOWN AMOUNT,SEWER GAS,NO,,
931627,OLB,000000-00-0,,0.00129,GALLON(S),"OIL, MISC: LUBRICATING",YES,0.00129,GALLON(S)
931628,NCC,000000-00-0,,1000,POUND(S),SOY BEAN MEAL (BULK),NO,,
931629,GAS,000000-00-0,,200,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
931630,OIL,000000-00-0,,2,GALLON(S),OIL: CRUDE,YES,2,GALLON(S)
931630,NCC,000000-00-0,,0,UNKNOWN AMOUNT,SALT WATER,YES,0,UNKNOWN AMOUNT
931631,ODS,000000-00-0,,130,GALLON(S),OIL: DIESEL,NO,,
931632,NCC,000000-00-0,,0,UNKNOWN AMOUNT,COAL ASH,NO,,
931633,BNZ,000071-43-2,,0,UNKNOWN AMOUNT,BENZENE,NO,,
931633,BDI,000000-00-0,,0,UNKNOWN AMOUNT,BUTADIENE,NO,,
931633,HXA,000110-54-3,,0,UNKNOWN AMOUNT,HEXANE,NO,,
931633,PPL,000000-00-0,,0,UNKNOWN AMOUNT,PROPYLENE,NO,,
931633,BTN,000000-00-0,,0,UNKNOWN AMOUNT,BUTYLENE,NO,,
931633,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NITROGEN OXIDE,NO,,
931633,SFD,000000-00-0,,0,UNKNOWN AMOUNT,SULFUR DIOXIDE,NO,,
931633,NCC,000000-00-0,,0,UNKNOWN AMOUNT,OTHER VOCS,NO,,
931634,NCC,000000-00-0,,75,GALLON(S),AVANTI 202 GROUT,YES,75,GALLON(S)
931635,BDI,000000-00-0,,83,POUND(S),BUTADIENE,NO,,
931636,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
931637,OTH,000000-00-0,,10,GALLON(S),COOKING GREASE,YES,10,GALLON(S)
931638,OMN,000000-00-0,,40,GALLON(S),"OIL, MISC: MINERAL",YES,0,UNKNOWN AMOUNT
931639,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
931640,ONG,000000-00-0,,0,UNKNOWN AMOUNT,NATURAL GAS,NO,,
931649,JPE,000000-00-0,,99,GALLON(S),JET FUEL: JP-8,NO,,
931650,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
931651,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0,UNKNOWN AMOUNT
931652,OMN,000000-00-0,,326,GALLON(S),"OIL, MISC: MINERAL",NO,,
931653,NCC,000000-00-0,,48,POUND(S),NON-ANHYDROUS AMMONIA,NO,,
931654,NCC,000000-00-0,,15,BARREL(S),SALT WATER,NO,,
931655,NCC,000000-00-0,,0,UNKNOWN AMOUNT,ROOFING MATERIALS,NO,,
931656,HDS,007783-06-4,,0,UNKNOWN AMOUNT,HYDROGEN SULFIDE,NO,,
931656,MMC,000000-00-0,,0,UNKNOWN AMOUNT,METHYL MERCAPTAN,NO,,
931657,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
931658,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
931658,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",YES,0,UNKNOWN AMOUNT
931659,OTH,000000-00-0,,1,CUP(S),LSSR HEAVY OIL,YES,1,CUP(S)
931662,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
931663,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
931664,NCC,000000-00-0,,0,UNKNOWN AMOUNT,ACETIMINE GAS,NO,,
931665,NCC,000000-00-0,,423.2,POUND(S),NON ANHYDROUS AMMONIA,NO,,
931667,ACE,000000-00-0,,0,UNKNOWN AMOUNT,ACETYLENE,NO,,
931668,OOD,000000-00-0,,70,GALLON(S),"OIL, FUEL: NO. 1-D",YES,50,GALLON(S)
931669,NCC,000000-00-0,,5,GALLON(S),SLURRY,NO,,
931670,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
931672,OUN,000000-00-0,,100,GALLON(S),UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
931673,APP,000000-00-0,,64,GALLON(S),AMMONIUM PHOSPHATE,NO,,
931675,OOD,000000-00-0,,400,GALLON(S),"OIL, FUEL: NO. 1-D",UNKNOWN,0,UNKNOWN AMOUNT
931676,OMN,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MINERAL",NO,,
931677,NCC,000000-00-0,,0,UNKNOWN AMOUNT,GLASS,NO,,
931677,NCC,000000-00-0,,0,UNKNOWN AMOUNT,PLASTIC,NO,,
931677,NCC,000000-00-0,,0,UNKNOWN AMOUNT,SHINGLES,NO,,
931677,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,NO,,
931679,JPE,000000-00-0,,900,POUND(S),JET FUEL: JP-8,NO,,
931680,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
931681,OIL,000000-00-0,,0,UNKNOWN AMOUNT,OIL: CRUDE,YES,0,UNKNOWN AMOUNT
931682,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
931685,NCC,000000-00-0,,0,UNKNOWN AMOUNT,PHOSPHORUS PENTAGULPHIDE,NO,,
931686,OIL,000000-00-0,,1.68655,GALLON(S),OIL: CRUDE,YES,1.68655,GALLON(S)
931687,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
931688,NCC,000000-00-0,,0,UNKNOWN AMOUNT,SEWAGE,YES,0,UNKNOWN AMOUNT
931689,ODS,000000-00-0,,2,OUNCE(S),OIL: DIESEL,YES,2,OUNCE(S)
931690,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
931690,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0,UNKNOWN AMOUNT
931691,GAS,000000-00-0,,5,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,5,GALLON(S)
931692,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
931693,OHY,000000-00-0,,1,OUNCE(S),HYDRAULIC OIL,YES,1,OUNCE(S)
931695,DMF,000000-00-0,,0,UNKNOWN AMOUNT,DIMETHYLFORMAMIDE,NO,,
931698,ODS,000000-00-0,,50,GALLON(S),OIL: DIESEL,NO,,
931699,OLB,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: LUBRICATING",NO,,
931701,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
931702,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
931703,NCC,000000-00-0,,1470,BARREL(S),PRODUCED WATER,NO,,
931704,OTH,000000-00-0,,1.5,GALLON(S),USED OIL & BILGE WATER,YES,1,GALLON(S)
931705,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
931705,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,UNKNOWN,0,UNKNOWN AMOUNT
931707,ODS,000000-00-0,,15,GALLON(S),OIL: DIESEL,NO,,
931709,ODS,000000-00-0,,150,GALLON(S),OIL: DIESEL,NO,,
931710,NCC,000000-00-0,,1,PINT(S),PERSONAL HYGEINE PRODUCT,NO,,
931712,GAS,000000-00-0,,15,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,15,GALLON(S)
931713,OHY,000000-00-0,,0,UNKNOWN AMOUNT,HYDRAULIC OIL,YES,0,UNKNOWN AMOUNT
931714,HDS,007783-06-4,,100,POUND(S),HYDROGEN SULFIDE,NO,,
931715,NCC,000000-00-0,,500,POUND(S),ELECTRIC ARC FURNACE DUST K061,NO,,
931716,BNZ,000071-43-2,,21.34,POUND(S),BENZENE,NO,,
931718,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
931719,OTH,000000-00-0,,1,TEASPOON(S),BUNKER OIL,YES,1,TEASPOON(S)
931720,AMS,000000-00-0,,0,UNKNOWN AMOUNT,AMMONIUM SULFATE,UNKNOWN,0,UNKNOWN AMOUNT
931721,OHY,000000-00-0,,0,UNKNOWN AMOUNT,HYDRAULIC OIL,YES,0,UNKNOWN AMOUNT
931721,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
931723,DRM,000000-00-0,,5,GALLON(S),DRILLING MUD (LOW TOXICITY),YES,5,GALLON(S)
931724,AMA,007664-41-7,,100,POUND(S),"AMMONIA, ANHYDROUS",NO,,
931727,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
931728,BNZ,000071-43-2,,12,POUND(S),BENZENE,NO,,
931728,NCC,000000-00-0,,910,POUND(S),VOLATILE ORGANIC COMPOUNDS,NO,,
931729,NCC,000000-00-0,,0,UNKNOWN AMOUNT,TIRES,NO,,
931730,MCR,007439-97-6,,0.5,CUP(S),MERCURY,NO,,
931731,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
931733,OTH,000000-00-0,,100,GALLON(S),QUENCH OIL,NO,,
931734,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
931735,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
931736,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
931738,NCC,000000-00-0,,0,UNKNOWN AMOUNT,WASTE WATER,YES,0,UNKNOWN AMOUNT
931739,GAS,000000-00-0,,1,GALLON(S),GASOLINE: AUTOMOTIVE (UNLEADED),YES,1,GALLON(S)
931740,ODS,000000-00-0,,10,GALLON(S),OIL: DIESEL,NO,,
931741,OTD,000000-00-0,,100,GALLON(S),"OIL, FUEL: NO. 2-D",UNKNOWN,0,UNKNOWN AMOUNT
931742,MAR,000000-00-0,,1,EACH,DELCO S2000 S/N 08-037660,YES,1,EACH
931743,ODS,000000-00-0,,75,GALLON(S),OIL: DIESEL,YES,25,GALLON(S)
931746,OHY,000000-00-0,,0.5,GALLON(S),HYDRAULIC OIL,YES,0.5,GALLON(S)
931748,ODS,000000-00-0,,20,GALLON(S),OIL: DIESEL,NO,,
931749,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,NO,,
931750,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
931751,UNK,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN MATERIAL,YES,0,UNKNOWN AMOUNT
931754,OLB,000000-00-0,,1,QUART(S),"OIL, MISC: LUBRICATING",YES,0,UNKNOWN AMOUNT
931755,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
931756,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
931757,OIL,000000-00-0,,2,BARREL(S),OIL: CRUDE,YES,2,UNKNOWN AMOUNT
931758,OOD,000000-00-0,,150,GALLON(S),"OIL, FUEL: NO. 1-D",YES,5,GALLON(S)
931759,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0.5,CUP(S)
931760,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
931761,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",UNKNOWN,0,UNKNOWN AMOUNT
931762,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
931763,OUN,000000-00-0,,300,GALLON(S),UNKNOWN OIL,NO,,
931764,OUN,000000-00-0,,5,GALLON(S),UNKNOWN OIL,NO,,
931765,OTH,000000-00-0,,0,UNKNOWN AMOUNT,2M3 (CRUDE PM),NO,,
931766,GAS,000000-00-0,,0,UNKNOWN AMOUNT,GASOLINE: AUTOMOTIVE (UNLEADED),YES,0,UNKNOWN AMOUNT
931767,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
931768,OIL,000000-00-0,,4.45455,GALLON(S),OIL: CRUDE,YES,4.45455,GALLON(S)
931769,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
931770,ODS,000000-00-0,,0,UNKNOWN AMOUNT,OIL: DIESEL,NO,,
931771,NCC,000000-00-0,,0,UNKNOWN AMOUNT,RAW SEWAGE,UNKNOWN,0,UNKNOWN AMOUNT
931772,OIL,000000-00-0,,0,UNKNOWN AMOUNT,OIL: CRUDE,YES,0,UNKNOWN AMOUNT
931773,OMT,000000-00-0,,0,UNKNOWN AMOUNT,"OIL, MISC: MOTOR",NO,,
931775,PCB,000000-00-0,,0,UNKNOWN AMOUNT,POLYCHLORINATED BIPHENYLS,NO,,
931776,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
931777,JPE,000000-00-0,,0,UNKNOWN AMOUNT,JET FUEL: JP-8,UNKNOWN,0,UNKNOWN AMOUNT
931778,OHY,000000-00-0,,0.3,GALLON(S),HYDRAULIC OIL,YES,0.3,GALLON(S)
931780,SFA,007664-93-9,,750,GALLON(S),SULFURIC ACID,NO,,
931781,ODS,000000-00-0,,10,GALLON(S),OIL: DIESEL,NO,,
931782,OTH,000000-00-0,,0.25,TEASPOON(S),BUNKER OIL,YES,0.25,TEASPOON(S)
931783,NCC,000000-00-0,,504,POUND(S),NON-ANHYDROUS AMMONIA,NO,,
931784,OIL,000000-00-0,,0.01,GALLON(S),OIL: CRUDE,YES,0.01,GALLON(S)
931787,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
931788,ODS,000000-00-0,,1,GALLON(S),OIL: DIESEL,YES,1,GALLON(S)
931789,OTW,000000-00-0,,200,GALLON(S),"OIL, FUEL: NO. 2",YES,0,UNKNOWN AMOUNT
931791,NCC,000000-00-0,,1492,GALLON(S),RAW SEWAGE,NO,,
931792,AMA,007664-41-7,,0,UNKNOWN AMOUNT,"AMMONIA, ANHYDROUS",NO,,
931793,NCC,000000-00-0,,42,BARREL(S),PRODUCED WATER,YES,42,BARREL(S)
931795,OIL,000000-00-0,,0.0646,GALLON(S),OIL: CRUDE,YES,0.0646,GALLON(S)
931796,OHY,000000-00-0,,10,GALLON(S),HYDRAULIC OIL,NO,,
931798,OSX,000000-00-0,,1000,GALLON(S),"OIL, FUEL: NO. 6",NO,,
931799,EGL,000107-21-1,,20,GALLON(S),ETHYLENE GLYCOL,YES,0,UNKNOWN AMOUNT
931803,OIL,000000-00-0,,1,PINT(S),OIL: CRUDE,YES,1,PINT(S)
931805,BDI,000000-00-0,,10,POUND(S),BUTADIENE,NO,,
931805,BNZ,000071-43-2,,10,POUND(S),BENZENE,NO,,
931806,ODS,000000-00-0,,800,GALLON(S),OIL: DIESEL,YES,800,GALLON(S)
931807,NCC,000000-00-0,,500,POUND(S),ETHYLENE OXIDE,NO,,
931807,NCC,000000-00-0,,1000,POUND(S),NITROGEN DIOXIDE,NO,,
931807,NCC,000000-00-0,,1000,POUND(S),NITROGEN OXIDE,NO,,
931808,OTF,000000-00-0,,40,GALLON(S),"OIL, MISC: TRANSFORMER",YES,40,GALLON(S)
931808,PCB,000000-00-0,,0,UNKNOWN AMOUNT,POLYCHLORINATED BIPHENYLS,YES,0,UNKNOWN AMOUNT
931809,TOL,000108-88-3,,1000,POUND(S),TOLUENE,NO,,
931809,STY,000100-42-5,,1000,POUND(S),STYRENE,NO,,
931809,XLX,000000-00-0,,100,POUND(S),"XYLENE (O-, M-, P-, & MIXTURES)",NO,,
931811,NCC,000000-00-0,,0,UNKNOWN AMOUNT,ALCOHOL N.O.S.,NO,,
931812,OTF,000000-00-0,,50,GALLON(S),"OIL, MISC: TRANSFORMER",YES,45,GALLON(S)
931812,PCB,000000-00-0,,50,PART(S) PER MILLION,POLYCHLORINATED BIPHENYLS,YES,50,PART(S) PER MILLION
931815,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
931816,NCC,000000-00-0,,18000,GALLON(S),ALCOHOL N.O.S.,NO,,
931816,NCC,000000-00-0,,0,UNKNOWN AMOUNT,MELTED PLASTIC (TOXIC VAPOR),NO,,
931817,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
931818,BNZ,000071-43-2,,0,UNKNOWN AMOUNT,BENZENE,NO,,
931818,BDI,000000-00-0,,0,UNKNOWN AMOUNT,BUTADIENE,NO,,
931818,CMO,000000-00-0,,0,UNKNOWN AMOUNT,CARBON MONOXIDE,NO,,
931818,NCC,000000-00-0,,0,UNKNOWN AMOUNT,NITROGEN OXIDE,NO,,
931818,TOL,000108-88-3,,0,UNKNOWN AMOUNT,TOLUENE,NO,,
931818,NCC,000000-00-0,,0,UNKNOWN AMOUNT,XYLENE,NO,,
931819,NCC,000000-00-0,,80,GALLON(S),PRODUCED FLUID,YES,0.5,GALLON(S)
931821,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
931822,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,UNKNOWN,0,UNKNOWN AMOUNT
931823,NTO,000000-00-0,,0,UNKNOWN AMOUNT,NITROUS OXIDE,NO,,
931824,NTO,000000-00-0,,0,UNKNOWN AMOUNT,NITROUS OXIDE,NO,,
931824,CMO,000000-00-0,,0,UNKNOWN AMOUNT,CARBON MONOXIDE,NO,,
931825,OUN,000000-00-0,,0,UNKNOWN AMOUNT,UNKNOWN OIL,YES,0,UNKNOWN AMOUNT
